project_id,worksite_id,project_year,county,state,subwatershed,watershed,subbasin,basin,project_source,adj_cost,pure_culv,geometry,id,comid,reachcode,reach_meas,offset,slope,upst_dist
OWRI - OR_20020867,OWRI - OR_20020867-WS-22,2002,NA,OR,UPPER SALMON RIVER,SALMON RIVER/SILETZ/YAQUINA BAY,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,258530.54379676867,FALSE,"c(-123.815125, 45.022807)",1875,23881290,17100204000307,16.888251316158062,0.0027502694954041214,0.14632865,4.282
OWRI - OR_20020867,OWRI - OR_20020867-WS-23,2002,NA,OR,UPPER SALMON RIVER,SALMON RIVER/SILETZ/YAQUINA BAY,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,258530.54379676867,FALSE,"c(-123.803264, 45.023331)",1876,23881290,17100204000307,38.5331295988413,0.005472940783872567,0.14632865,4.282
OWRI - OR_20020867,OWRI - OR_20020867-WS-24,2002,NA,OR,UPPER LITTLE NESTUCCA RIVER,LITTLE NESTUCCA RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,258530.54379676867,FALSE,"c(-123.750634, 45.064759)",1877,23875641,17100203000029,49.382999533481694,0.006684254284285881,0.00200418,15.700999999999999
OWRI - OR_20020867,OWRI - OR_20020867-WS-25,2002,NA,OR,UPPER SALMON RIVER,SALMON RIVER/SILETZ/YAQUINA BAY,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,258530.54379676867,FALSE,"c(-123.787572, 45.050044)",1878,23881200,17100204000262,91.79909624299134,0.0022565679893570786,0.01286666,32.738
OWRI - OR_20020867,OWRI - OR_20020867-WS-26,2002,NA,OR,UPPER SALMON RIVER,SALMON RIVER/SILETZ/YAQUINA BAY,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,258530.54379676867,FALSE,"c(-123.780566, 45.048095)",1879,23881196,17100204000260,62.026345944741394,0.002123323237472058,0.00750871,27.336
OWRI - OR_20020867,OWRI - OR_20020867-WS-27,2002,NA,OR,UPPER SALMON RIVER,SALMON RIVER/SILETZ/YAQUINA BAY,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,258530.54379676867,FALSE,"c(-123.756898, 45.045617)",1880,23881204,17100204000264,50.02761761713421,0.0019010829211034152,0.02289862,18.308
OWRI - OR_20020867,OWRI - OR_20020867-WS-28,2002,NA,OR,ROGUE RIVER,UPPER SOUTH YAMHILL RIVER,WILLAMETTE,WILLAMETTE,OWRI,258530.54379676867,FALSE,"c(-123.705806, 45.036784)",1881,23797005,17090008000262,55.33877720181495,0.004587599052908132,0.09110959,4.548
OWRI - OR_20020867,OWRI - OR_20020867-WS-29,2002,NA,OR,UPPER SALMON RIVER,SALMON RIVER/SILETZ/YAQUINA BAY,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,258530.54379676867,FALSE,"c(-123.780742, 45.046362)",1882,23881196,17100204000260,33.48082434816962,0.003396484378333672,0.00750871,27.336
OWRI - OR_20020867,OWRI - OR_20020867-WS-3,2002,NA,OR,UPPER LITTLE NESTUCCA RIVER,LITTLE NESTUCCA RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,258530.54379676867,FALSE,"c(-123.816943, 45.066799)",1883,23877019,17100203000666,84.32928479713647,0.001300636655848896,0.04386227,3.49
OWRI - OR_20020867,OWRI - OR_20020867-WS-30,2002,NA,OR,UPPER SALMON RIVER,SALMON RIVER/SILETZ/YAQUINA BAY,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,258530.54379676867,FALSE,"c(-123.820342, 45.039669)",1884,23881214,17100204000269,27.776790689332728,6.5182328817418e-4,0.06292436,3.125
OWRI - OR_20020867,OWRI - OR_20020867-WS-31,2002,NA,OR,UPPER SALMON RIVER,SALMON RIVER/SILETZ/YAQUINA BAY,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,258530.54379676867,FALSE,"c(-123.778155, 45.049711)",1885,23881196,17100204000260,62.026345944741394,0.0027159304580330374,0.00750871,27.336
OWRI - OR_20020867,OWRI - OR_20020867-WS-32,2002,NA,OR,UPPER NORTH FORK OF SILETZ RIVER,UPPER SILETZ RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,258530.54379676867,FALSE,"c(-123.764151, 44.946779)",1886,23881004,17100204000179,35.15572973135967,0.0014633239871046733,0.13849403,2.162
OWRI - OR_20020867,OWRI - OR_20020867-WS-33,2002,NA,OR,ROCK CREEK,UPPER SOUTH YAMHILL RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,258530.54379676867,FALSE,"c(-123.749201, 44.967419)",1887,23797613,17090008000528,93.80550426351745,0.004753623074182881,0.05189374,2.051
OWRI - OR_20020867,OWRI - OR_20020867-WS-34,2002,NA,OR,UPPER SALMON RIVER,SALMON RIVER/SILETZ/YAQUINA BAY,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,258530.54379676867,FALSE,"c(-123.786287, 45.05148)",1888,23881196,17100204000260,40.81075769728246,0.003765833431911088,0.00750871,27.336
OWRI - OR_20020867,OWRI - OR_20020867-WS-35,2002,NA,OR,UPPER SALMON RIVER,SALMON RIVER/SILETZ/YAQUINA BAY,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,258530.54379676867,FALSE,"c(-123.830417, 45.039914)",1889,23881214,17100204000269,57.726304530688346,0.004015231591285164,0.06292436,3.125
OWRI - OR_20020867,OWRI - OR_20020867-WS-36,2002,NA,OR,UPPER SALMON RIVER,SALMON RIVER/SILETZ/YAQUINA BAY,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,258530.54379676867,FALSE,"c(-123.813919, 45.046105)",1890,23882358,17100204000783,35.30546587364606,0.0028267498110501016,0.05907356,2.719
OWRI - OR_20020867,OWRI - OR_20020867-WS-37,2002,NA,OR,UPPER SALMON RIVER,SALMON RIVER/SILETZ/YAQUINA BAY,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,258530.54379676867,FALSE,"c(-123.833392, 45.040113)",1891,23881214,17100204000269,58.82555054975086,0.00588093596281316,0.06292436,3.125
OWRI - OR_20020867,OWRI - OR_20020867-WS-38,2002,NA,OR,ROGUE RIVER,UPPER SOUTH YAMHILL RIVER,WILLAMETTE,WILLAMETTE,OWRI,258530.54379676867,FALSE,"c(-123.69465, 45.037486)",1892,23797005,17090008000262,47.529619136662205,0.006154341784420158,0.09110959,4.548
OWRI - OR_20020867,OWRI - OR_20020867-WS-39,2002,NA,OR,UPPER NORTH FORK OF SILETZ RIVER,UPPER SILETZ RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,258530.54379676867,FALSE,"c(-123.752461, 44.948704)",1893,23881348,17100204000336,48.31822284597362,0.003972995533210368,0.14841807,3.159
OWRI - OR_20020867,OWRI - OR_20020867-WS-4,2002,NA,OR,UPPER SALMON RIVER,SALMON RIVER/SILETZ/YAQUINA BAY,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,258530.54379676867,FALSE,"c(-123.78023, 45.049739)",1894,23881196,17100204000260,62.026345944741394,7.550044986918734e-4,0.00750871,27.336
OWRI - OR_20020867,OWRI - OR_20020867-WS-5,2002,NA,OR,ROGUE RIVER,UPPER SOUTH YAMHILL RIVER,WILLAMETTE,WILLAMETTE,OWRI,258530.54379676867,FALSE,"c(-123.690036, 45.044415)",1895,23797461,17090008000462,31.08802674343714,4.8491704596487353e-4,0.05684235,2.256
OWRI - OR_20020867,OWRI - OR_20020867-WS-6,2002,NA,OR,ROGUE RIVER,UPPER SOUTH YAMHILL RIVER,WILLAMETTE,WILLAMETTE,OWRI,258530.54379676867,FALSE,"c(-123.691792, 45.042103)",1896,23797461,17090008000462,33.9181935182324,0.0020271079273836675,0.05684235,2.256
OWRI - OR_20020867,OWRI - OR_20020867-WS-7,2002,NA,OR,UPPER LITTLE NESTUCCA RIVER,LITTLE NESTUCCA RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,258530.54379676867,FALSE,"c(-123.760684, 45.059571)",1897,23882366,17100204000786,27.73521547164532,0.004530702712775107,0.02538866,4.704
OWRI - OR_20020867,OWRI - OR_20020867-WS-8,2002,NA,OR,UPPER NORTH FORK OF SILETZ RIVER,UPPER SILETZ RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,258530.54379676867,FALSE,"c(-123.751306, 44.94785)",1898,23881348,17100204000336,42.843007771846544,0.0038964952459212103,0.14841807,3.159
OWRI - OR_20020867,OWRI - OR_20020867-WS-9,2002,NA,OR,UPPER SALMON RIVER,SALMON RIVER/SILETZ/YAQUINA BAY,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,258530.54379676867,FALSE,"c(-123.83602, 45.04323)",1899,23881238,17100204000281,79.81664237081715,0.0030263719290677723,0.07195709,4.299
OWRI - OR_20030003,OWRI - OR_20030003-WS-1,2003,NA,OR,LOWER WILDCAT CREEK,WILDCAT CREEK,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,23604.46257465082,FALSE,"c(-123.591832, 44.074822)",1900,23890126,17100206000335,42.996353920504134,3.7278737808438495e-4,0.04000707,2.978
OWRI - OR_20030003,OWRI - OR_20030003-WS-2,2003,NA,OR,LOWER WILDCAT CREEK,WILDCAT CREEK,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,23604.46257465082,FALSE,"c(-123.606257, 44.074965)",1901,23890126,17100206000335,84.14389714236692,0.0017124940070164638,0.04000707,2.978
OWRI - OR_20030003,OWRI - OR_20030003-WS-3,2003,NA,OR,LOWER WILDCAT CREEK,WILDCAT CREEK,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,23604.46257465082,FALSE,"c(-123.604651, 44.076516)",1902,23890126,17100206000335,84.14389714236692,0.0018317200537930416,0.04000707,2.978
OWRI - OR_20030003,OWRI - OR_20030003-WS-4,2003,NA,OR,LOWER WILDCAT CREEK,WILDCAT CREEK,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,23604.46257465082,FALSE,"c(-123.600909, 44.07637)",1903,23890126,17100206000335,66.04715273839888,0.0011042851217493348,0.04000707,2.978
OWRI - OR_20030003,OWRI - OR_20030003-WS-5,2003,NA,OR,LOWER WILDCAT CREEK,WILDCAT CREEK,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,23604.46257465082,FALSE,"c(-123.593658, 44.075786)",1904,23890126,17100206000335,49.98098718478339,8.738086679497312e-4,0.04000707,2.978
OWRI - OR_20030003,OWRI - OR_20030003-WS-6,2003,NA,OR,LOWER WILDCAT CREEK,WILDCAT CREEK,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,23604.46257465082,FALSE,"c(-123.590295, 44.075706)",1905,23890126,17100206000335,42.996353920504134,0.001599636051266135,0.04000707,2.978
OWRI - OR_20030006,OWRI - OR_20030006-WS-1,2003,NA,OR,MIDDLE BIG ELK CREEK,BIG ELK CREEK,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,31890.860534699757,FALSE,"c(-123.695121, 44.587252)",1906,23882090,17100204000703,100,7.902098639644763e-4,0.03274034,1.263
OWRI - OR_20030006,OWRI - OR_20030006-WS-2,2003,NA,OR,MIDDLE BIG ELK CREEK,BIG ELK CREEK,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,31890.860534699757,FALSE,"c(-123.704852, 44.580785)",1907,23882092,17100204000704,11.063972203137013,4.186335031950136e-6,0.07056693,1.614
OWRI - OR_20030006,OWRI - OR_20030006-WS-3,2003,NA,OR,MIDDLE BIG ELK CREEK,BIG ELK CREEK,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,31890.860534699757,FALSE,"c(-123.704295, 44.579516)",1908,23882090,17100204000703,0,2.8089025212675833e-4,0.03274034,1.263
OWRI - OR_20030007,OWRI - OR_20030007-WS-1,2003,NA,OR,POOLE SLOUGH,LOWER YAQUINA RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,21677.456578357618,FALSE,"c(-123.979573, 44.557701)",1909,23882094,17100204000705,66.95103751171669,3.562930062591693e-5,0.00157959,10.461
OWRI - OR_20030007,OWRI - OR_20030007-WS-2,2003,NA,OR,POOLE SLOUGH,LOWER YAQUINA RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,21677.456578357618,FALSE,"c(-123.978643, 44.5577)",1910,23882094,17100204000705,67.94858595746658,1.2900441933504054e-4,0.00157959,10.461
OWRI - OR_20030007,OWRI - OR_20030007-WS-3,2003,NA,OR,POOLE SLOUGH,LOWER YAQUINA RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,21677.456578357618,FALSE,"c(-123.97681, 44.557906)",1911,23882094,17100204000705,70.4021650988023,1.3345283803273836e-4,0.00157959,10.461
OWRI - OR_20030007,OWRI - OR_20030007-WS-4,2003,NA,OR,POOLE SLOUGH,LOWER YAQUINA RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,21677.456578357618,FALSE,"c(-123.956822, 44.557198)",1912,23882094,17100204000705,97.39426371807474,1.4617056902017838e-4,0.00157959,10.461
OWRI - OR_20030032,OWRI - OR_20030032-WS-1,2003,NA,OR,LOWER COQUILLE RIVER,NORTH_FORK_COQUILLE,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,OWRI,24495.838935930515,TRUE,"c(-124.277919, 43.094448)",1913,23914419,17100305000031,15.693106005191623,9.009448928198005e-4,0.01552137,6.872
OWRI - OR_20030038,OWRI - OR_20030038-WS-1,2003,NA,OR,SOUTH SISTER CREEK,UPPER SMITH RIVER,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,OWRI,8165.279645310171,FALSE,"c(-123.589048, 43.822439)",1914,24527856,17100303000594,0,3.2365235271362996e-4,0.06654887,2.329
OWRI - OR_20030039,OWRI - OR_20030039-WS-1,2003,NA,OR,SOUTH SISTER CREEK,UPPER SMITH RIVER,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,OWRI,111026.02909716417,FALSE,"c(-123.570724, 43.836428)",1915,24527520,17100303000432,49.813238972712725,0.0012753867136505652,0.03217073,3.302
OWRI - OR_20030039,OWRI - OR_20030039-WS-2,2003,NA,OR,SOUTH SISTER CREEK,UPPER SMITH RIVER,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,OWRI,111026.02909716417,FALSE,"c(-123.568441, 43.837099)",1916,24527520,17100303000432,54.00710812763794,4.8587173319593406e-4,0.03217073,3.302
OWRI - OR_20030040,OWRI - OR_20030040-WS-1,2003,NA,OR,SOUTH SISTER CREEK,UPPER SMITH RIVER,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,OWRI,87365.77044493706,FALSE,"c(-123.58858, 43.832278)",1917,24527840,17100303000586,0.967833114718502,3.3882844606268836e-4,0.07353333,1.8
OWRI - OR_20030041,OWRI - OR_20030041-WS-1,2003,NA,OR,SOUTH SISTER CREEK,UPPER SMITH RIVER,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,OWRI,42768.37390219379,FALSE,"c(-123.631052, 43.835476)",1918,24527832,17100303000582,60.53112888637682,8.787355187853968e-4,0.01066536,9.636
OWRI - OR_20030044,OWRI - OR_20030044-WS-1,2003,NA,OR,LOWER LAKE CREEK-LOON LAKE,LAKE CREEK,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,OWRI,120895.13042846239,FALSE,"c(-123.775326, 43.554038)",1919,24527660,17100303000497,23.4424301350286,7.94376062952528e-4,0.04692752,2.744
OWRI - OR_20030045,OWRI - OR_20030045-WS-1,2003,NA,OR,SOUTH SISTER CREEK,UPPER SMITH RIVER,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,OWRI,102396.6893920122,TRUE,"c(-123.592807, 43.831047)",1920,24527518,17100303000431,48.44833211144702,0.002282875451796833,0.00812886,6.235
OWRI - OR_20030046,OWRI - OR_20030046-WS-1,2003,NA,OR,PARADISE CREEK,MIDDLE UMPQUA RIVER,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,OWRI,62314.692493125454,FALSE,"c(-123.627633, 43.683145)",1921,24528242,17100303000785,3.597682456993283,3.9336603991137187e-4,0.05129179,2.782
OWRI - OR_20030047,OWRI - OR_20030047-WS-1,2003,NA,OR,BIG CREEK-LOWER UMPQUA RIVER,UPPER SMITH RIVER,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,OWRI,101022.20065171832,TRUE,"c(-123.612582, 43.763983)",1922,24527976,17100303000654,4.252330160393271,4.6222077774496197e-4,0.09853752,1.962
OWRI - OR_20030048,OWRI - OR_20030048-WS-1,2003,NA,OR,BIG CREEK-LOWER UMPQUA RIVER,UPPER SMITH RIVER,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,OWRI,69086.43107896936,TRUE,"c(-123.637116, 43.804638)",1923,24527882,17100303000607,14.880217586027229,1.1419624013354008e-4,0.03048439,5.097
OWRI - OR_20030049,OWRI - OR_20030049-WS-1,2003,NA,OR,BIG CREEK-LOWER UMPQUA RIVER,UPPER SMITH RIVER,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,OWRI,18012.606897554237,FALSE,"c(-123.641563, 43.744136)",1924,24528048,17100303000689,27.349514493119116,6.055330352820699e-4,0.01491539,5.244
OWRI - OR_20030050,OWRI - OR_20030050-WS-1,2003,NA,OR,BIG CREEK-LOWER UMPQUA RIVER,UPPER SMITH RIVER,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,OWRI,117356.84258216132,TRUE,"c(-123.644144, 43.746158)",1925,24528006,17100303000669,95.28375569927209,6.728874936979326e-4,0.01102443,9.516
OWRI - OR_20030051,OWRI - OR_20030051-WS-1,2003,NA,OR,WEST FORK SMITH RIVER-LOWER UMPQUA RIVER,LOWER SMITH RIVER,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,OWRI,109632.4880376979,TRUE,"c(-123.752602, 43.836869)",1926,24527790,17100303000561,4.587660582645896,8.324046083689576e-4,0.03657346,3.512
OWRI - OR_20030068,OWRI - OR_20030068-WS-1,2002,NA,OR,UPPER SIXES RIVER,ELK_RIVER,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,OWRI,62980.43560496234,FALSE,"c(-124.189979, 42.796311)",1927,23920654,17100306000116,39.55426650590689,8.255810906435436e-4,0.06157363,5.99
OWRI - OR_20030068,OWRI - OR_20030068-WS-2,2002,NA,OR,UPPER SIXES RIVER,ELK_RIVER,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,OWRI,62980.43560496234,FALSE,"c(-124.184026, 42.790906)",1928,23920654,17100306000116,47.89476055259774,0.004241558378965898,0.06157363,5.99
OWRI - OR_20030157,OWRI - OR_20030157-WS-1,2002,NA,OR,SUNSHINE CREEK,MIDDLE SILETZ RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,117826.00223317562,FALSE,"c(-123.758163, 44.8478)",1929,23880928,17100204000146,3.7799149673729033,0.00128521459364417,1e-5,233.025
OWRI - OR_20030157,OWRI - OR_20030157-WS-2,2002,NA,OR,SUNSHINE CREEK,MIDDLE SILETZ RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,117826.00223317562,FALSE,"c(-123.768097, 44.834333)",1930,23881562,17100204000442,12.55168053399818,0.0010321484104329067,0.07676108,4.457
OWRI - OR_20030157,OWRI - OR_20030157-WS-3,2002,NA,OR,MILL CREEK,MIDDLE SILETZ RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,117826.00223317562,FALSE,"c(-123.779056, 44.8195)",1931,23880922,17100204000143,22.854199770759436,0.0013288020187606413,1.8735e-4,273.922
OWRI - OR_20030159,OWRI - OR_20030159-WS-1,2002,NA,OR,MILL CREEK,MIDDLE SILETZ RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,9279.766195149938,TRUE,"c(-123.724836, 44.746248)",1932,23882290,17100204000543,92.42765452176461,0.0011398394990713274,0.02012322,3.315
OWRI - OR_20030160,OWRI - OR_20030160-WS-1,2003,NA,OR,MIDDLE DRIFT CREEK-ALSEA RIVER,DRIFT CREEK,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,33398.71550920037,FALSE,"c(-123.891453, 44.534562)",1933,23886508,17100205000192,33.6869140691778,4.2442704970702653e-4,0.02755339,2.82
OWRI - OR_20030160,OWRI - OR_20030160-WS-2,2003,NA,OR,MIDDLE DRIFT CREEK-ALSEA RIVER,DRIFT CREEK,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,33398.71550920037,FALSE,"c(-123.89041, 44.534664)",1934,23886508,17100205000192,33.6869140691778,6.25158423749124e-4,0.02755339,2.82
OWRI - OR_20030161,OWRI - OR_20030161-WS-1,2002,NA,OR,UPPER DRIFT CREEK-ALSEA RIVER,DRIFT CREEK,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,117984.0146822043,FALSE,"c(-123.794742, 44.472802)",1935,23886496,17100205000186,24.23858930121922,2.504428525028091e-4,0.05179336,4.583
OWRI - OR_20030161,OWRI - OR_20030161-WS-2,2002,NA,OR,UPPER DRIFT CREEK-ALSEA RIVER,DRIFT CREEK,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,117984.0146822043,FALSE,"c(-123.794113, 44.472425)",1936,23886496,17100205000186,27.216146097685794,4.2600462046694834e-4,0.05179336,4.583
OWRI - OR_20030166,OWRI - OR_20030166-WS-1,2003,NA,OR,SUNSHINE CREEK,MIDDLE SILETZ RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,25649.865125801018,FALSE,"c(-123.7789, 44.853171)",1937,23881562,17100204000442,67.30023656625265,0.0022609391875369703,0.07676108,4.457
OWRI - OR_20030167,OWRI - OR_20030167-WS-1,2003,NA,OR,UPPER SILETZ RIVER,LOWER SILETZ RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,44562.01366428026,TRUE,"c(-123.959116, 44.723305)",1938,23881770,17100204000545,3.5570762605350126,4.3880454441753655e-4,0.01384225,4.093
OWRI - OR_20030170,OWRI - OR_20030170-WS-1,2003,NA,OR,MIDDLE DRIFT CREEK-ALSEA RIVER,DRIFT CREEK,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,61050.43502804326,TRUE,"c(-123.861191, 44.522828)",1939,23887124,17100205000477,12.770351910252941,0.001810938208203148,0.02023499,4.064
OWRI - OR_20030170,OWRI - OR_20030170-WS-2,2003,NA,OR,MIDDLE DRIFT CREEK-ALSEA RIVER,DRIFT CREEK,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,61050.43502804326,TRUE,"c(-123.862235, 44.524351)",1940,23887124,17100205000477,12.770351910252941,2.0009383456814662e-4,0.02023499,4.064
OWRI - OR_20030203,OWRI - OR_20030203-WS-1,2003,NA,OR,TENMILE LAKE-TENMILE CREEK,COOS_BAY,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,OWRI,62668.521277755564,TRUE,"c(-124.102138, 43.543236)",1941,23910161,17100304000714,41.512684705373374,0.00350577258783441,0.00207214,27.547
OWRI - OR_20030204,OWRI - OR_20030204-WS-1,2003,NA,OR,TENMILE LAKE-TENMILE CREEK,COOS_BAY,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,OWRI,82052.89515572191,TRUE,"c(-124.096195, 43.572111)",1942,23910169,17100304000298,7.840508038889681,0.003545579676476801,0.02064809,13.25
OWRI - OR_20030206,OWRI - OR_20030206-WS-1,2003,NA,OR,CROOKED CREEK,UPPER ALSEA RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,2721.759881770057,FALSE,"c(-123.502616, 44.417579)",1943,23886752,17100205000310,95.7145471943846,0.00929208078662008,0.13284552,3.102
OWRI - OR_20030206,OWRI - OR_20030206-WS-2,2003,NA,OR,CROOKED CREEK,UPPER ALSEA RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,2721.759881770057,FALSE,"c(-123.501351, 44.417564)",1944,23886752,17100205000310,100,0.009473047439324075,0.13284552,3.102
OWRI - OR_20030206,OWRI - OR_20030206-WS-3,2003,NA,OR,CROOKED CREEK,UPPER ALSEA RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,2721.759881770057,FALSE,"c(-123.500108, 44.417978)",1945,23886752,17100205000310,100,0.009393276162749363,0.13284552,3.102
OWRI - OR_20030208,OWRI - OR_20030208-WS-1,2003,NA,OR,BIG ROCK CREEK,ROCK CREEK/SILETZ RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,408.26398226550856,TRUE,"c(-123.731351, 44.729823)",1946,23880894,17100204000129,68.60116153431906,0.0050799513040075146,0.00180036,87.787
OWRI - OR_20030210,OWRI - OR_20030210-WS-1,2003,NA,OR,LOWER MUDDY CREEK,MARYS RIVER,WILLAMETTE,WILLAMETTE,OWRI,9772.47885549539,FALSE,"c(-123.392254, 44.488549)",1947,23763809,17090003000511,78.52074454206792,1.419464841589536e-4,0.01249928,7.188
OWRI - OR_20030210,OWRI - OR_20030210-WS-2,2003,NA,OR,LOWER MUDDY CREEK,MARYS RIVER,WILLAMETTE,WILLAMETTE,OWRI,9772.47885549539,FALSE,"c(-123.392, 44.488534)",1948,23763809,17090003000511,78.52074454206792,1.1655387612404726e-4,0.01249928,7.188
OWRI - OR_20030212,OWRI - OR_20030212-WS-1,2003,NA,OR,UPPER MARYS RIVER,MARYS RIVER,WILLAMETTE,WILLAMETTE,OWRI,68623.73189906844,FALSE,"c(-123.493368, 44.567497)",1949,23762917,17090003000152,65.8109509268076,0.0018483878696451263,0.00273999,137.021
OWRI - OR_20030212,OWRI - OR_20030212-WS-2,2003,NA,OR,UPPER MARYS RIVER,MARYS RIVER,WILLAMETTE,WILLAMETTE,OWRI,68623.73189906844,FALSE,"c(-123.480919, 44.570757)",1950,23762917,17090003000152,54.968522482825875,0.003038187673583937,0.00273999,137.021
OWRI - OR_20030212,OWRI - OR_20030212-WS-3,2003,NA,OR,TUMTUM RIVER,MARYS RIVER,WILLAMETTE,WILLAMETTE,OWRI,68623.73189906844,FALSE,"c(-123.526249, 44.563298)",1951,23763897,17090003000549,29.58939579287525,0.0018224762008761106,0.04551579,7.779
OWRI - OR_20030212,OWRI - OR_20030212-WS-4,2003,NA,OR,UPPER MARYS RIVER,MARYS RIVER,WILLAMETTE,WILLAMETTE,OWRI,68623.73189906844,FALSE,"c(-123.50501, 44.566418)",1952,23762917,17090003000152,74.09791257453192,0.004288962602179021,0.00273999,137.021
OWRI - OR_20030212,OWRI - OR_20030212-WS-5,2003,NA,OR,UPPER MARYS RIVER,MARYS RIVER,WILLAMETTE,WILLAMETTE,OWRI,68623.73189906844,FALSE,"c(-123.49021, 44.56205)",1953,23762917,17090003000152,65.2984541454115,0.0077409661853115016,0.00273999,137.021
OWRI - OR_20030212,OWRI - OR_20030212-WS-6,2003,NA,OR,UPPER MARYS RIVER,MARYS RIVER,WILLAMETTE,WILLAMETTE,OWRI,68623.73189906844,FALSE,"c(-123.482585, 44.571316)",1954,23762917,17090003000152,56.725853536937926,0.002026837496270797,0.00273999,137.021
