project_id,worksite_id,project_year,county,state,latitude,longitude,subwatershed,watershed,subbasin,basin,project_source,adj_cost,pure_culv
OWRI - OR_20060307,OWRI - OR_20060307-WS-3,2007,NA,OR,44.712913,-123.675766,LITTLE ROCK CREEK,ROCK CREEK/SILETZ RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,307753.8528910875,FALSE
OWRI - OR_20060307,OWRI - OR_20060307-WS-4,2007,NA,OR,44.712913,-123.675766,LITTLE ROCK CREEK,ROCK CREEK/SILETZ RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,307753.8528910875,FALSE
OWRI - OR_20060307,OWRI - OR_20060307-WS-5,2007,NA,OR,44.729632,-123.658447,LITTLE ROCK CREEK,ROCK CREEK/SILETZ RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,307753.8528910875,FALSE
OWRI - OR_20060308,OWRI - OR_20060308-WS-1,2006,NA,OR,44.71524,-123.846135,SAM CREEK,LOWER SILETZ RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,7234.693203425351,TRUE
OWRI - OR_20060309,OWRI - OR_20060309-WS-1,2006,NA,OR,45.254637,-123.791547,LOWER NESTUCCA RIVER- FARMER CREEK,NESTUCCA RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,12723.08115085148,TRUE
OWRI - OR_20060309,OWRI - OR_20060309-WS-2,2006,NA,OR,45.254642,-123.791952,LOWER NESTUCCA RIVER- FARMER CREEK,NESTUCCA RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,12723.08115085148,TRUE
OWRI - OR_20060312,OWRI - OR_20060312-WS-1,2006,NA,OR,44.567482,-123.724215,MIDDLE BIG ELK CREEK,BIG ELK CREEK,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,623.680448571151,TRUE
OWRI - OR_20060329,OWRI - OR_20060329-WS-1,2006,NA,OR,44.965672,-123.780511,SLICK ROCK CREEK,SALMON RIVER/SILETZ/YAQUINA BAY,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,48351.45045592705,TRUE
OWRI - OR_20060335,OWRI - OR_20060335-WS-1,2006,NA,OR,42.974376,-122.99373,COFFEE CREEK,SOUTH UMPQUA RIVER,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,OWRI,9654.573343881417,TRUE
OWRI - OR_20060340,OWRI - OR_20060340-WS-1,2004,NA,OR,45.799337,-123.060945,EAST FORK NEHALEM RIVER,UPPER NEHALEM RIVER,WILLAMETTE,WILLAMETTE,OWRI,15902.516131315395,TRUE
OWRI - OR_20060342,OWRI - OR_20060342-WS-1,2004,NA,OR,45.941629,-123.245883,DEER CREEK,MIDDLE NEHALEM RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,16565.120970120202,TRUE
OWRI - OR_20060343,OWRI - OR_20060343-WS-1,2005,NA,OR,45.84882,-122.921792,MILTON CREEK,SCAPPOOSE CREEK,WILLAMETTE,WILLAMETTE,OWRI,22172.877300455588,TRUE
OWRI - OR_20060344,OWRI - OR_20060344-WS-1,2005,NA,OR,45.913284,-123.214004,CROOKED CREEK,MIDDLE NEHALEM RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,13464.628498050957,TRUE
OWRI - OR_20060386,OWRI - OR_20060386-WS-1,2006,NA,OR,45.937952,-123.006996,UPPER CLATSKANIE RIVER,CLATSKANIE RIVER,LOWER COLUMBIA,LOWER COLUMBIA,OWRI,23205.90213043539,FALSE
OWRI - OR_20060386,OWRI - OR_20060386-WS-2,2006,NA,OR,45.938263,-123.005371,UPPER CLATSKANIE RIVER,CLATSKANIE RIVER,LOWER COLUMBIA,LOWER COLUMBIA,OWRI,23205.90213043539,FALSE
OWRI - OR_20060387,OWRI - OR_20060387-WS-1,2006,NA,OR,46.079692,-123.220244,LOWER CLATSKANIE RIVER,CLATSKANIE RIVER,LOWER COLUMBIA,LOWER COLUMBIA,OWRI,23475.332084218124,TRUE
OWRI - OR_20060388,OWRI - OR_20060388-WS-1,2005,NA,OR,46.068124,-123.161819,MIDDLE CLATSKANIE RIVER,CLATSKANIE RIVER,LOWER COLUMBIA,LOWER COLUMBIA,OWRI,25703.213702492998,TRUE
OWRI - OR_20060403,OWRI - OR_20060403-WS-1,2006,NA,OR,45.989466,-123.365384,NORTHRUP CREEK,MIDDLE NEHALEM RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,44630.57289975157,TRUE
OWRI - OR_20060404,OWRI - OR_20060404-WS-1,2006,NA,OR,45.812413,-123.608711,CRONIN CREEK,LOWER NEHALEM RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,180626.58943248534,FALSE
OWRI - OR_20060413,OWRI - OR_20060413-WS-1,2006,NA,OR,45.584857,-123.883077,LOWER MIAMI RIVER,MIAMI RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,132817.74096681518,FALSE
OWRI - OR_20060413,OWRI - OR_20060413-WS-2,2006,NA,OR,45.658859,-123.824696,FOLEY CREEK,LOWER NEHALEM RIVER/COOK CREEK,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,132817.74096681518,FALSE
OWRI - OR_20060417,OWRI - OR_20060417-WS-1,2006,NA,OR,45.641623,-123.762031,UPPER MIAMI RIVER,MIAMI RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,339754.9138027231,FALSE
OWRI - OR_20060417,OWRI - OR_20060417-WS-2,2006,NA,OR,45.647331,-123.754133,UPPER MIAMI RIVER,MIAMI RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,339754.9138027231,FALSE
OWRI - OR_20060422,OWRI - OR_20060422-WS-1,2006,NA,OR,44.982576,-123.97411,DEVILS LAKE,DEVILS LAKE/MOOLACK FRONTAL,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,38718.082247297054,TRUE
OWRI - OR_20060425,OWRI - OR_20060425-WS-1,2006,NA,OR,44.287108,-123.655492,UPPER LOBSTER CREEK,FIVE RIVERS/LOBSTER CREEK,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,115090.24789662877,TRUE
OWRI - OR_20060429,OWRI - OR_20060429-WS-1,2004,NA,OR,43.915615,-124.033938,MAPLE CREEK,WAOHINK RIVER/SILTCOOS RIVER/TAHKENITCH LAKE FRONTAL,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,187514.51896240548,FALSE
OWRI - OR_20060429,OWRI - OR_20060429-WS-2,2004,NA,OR,43.915407,-124.033267,MAPLE CREEK,WAOHINK RIVER/SILTCOOS RIVER/TAHKENITCH LAKE FRONTAL,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,187514.51896240548,FALSE
OWRI - OR_20060429,OWRI - OR_20060429-WS-3,2004,NA,OR,43.914448,-124.033793,MAPLE CREEK,WAOHINK RIVER/SILTCOOS RIVER/TAHKENITCH LAKE FRONTAL,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,187514.51896240548,FALSE
OWRI - OR_20060429,OWRI - OR_20060429-WS-4,2004,NA,OR,43.914683,-124.032278,MAPLE CREEK,WAOHINK RIVER/SILTCOOS RIVER/TAHKENITCH LAKE FRONTAL,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,187514.51896240548,FALSE
OWRI - OR_20060429,OWRI - OR_20060429-WS-5,2004,NA,OR,43.914748,-124.031057,MAPLE CREEK,WAOHINK RIVER/SILTCOOS RIVER/TAHKENITCH LAKE FRONTAL,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,187514.51896240548,FALSE
OWRI - OR_20060429,OWRI - OR_20060429-WS-6,2004,NA,OR,43.914597,-124.031878,MAPLE CREEK,WAOHINK RIVER/SILTCOOS RIVER/TAHKENITCH LAKE FRONTAL,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,187514.51896240548,FALSE
OWRI - OR_20060429,OWRI - OR_20060429-WS-7,2004,NA,OR,43.918606,-124.033204,MAPLE CREEK,WAOHINK RIVER/SILTCOOS RIVER/TAHKENITCH LAKE FRONTAL,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,187514.51896240548,FALSE
OWRI - OR_20060429,OWRI - OR_20060429-WS-8,2004,NA,OR,43.916318,-124.034353,MAPLE CREEK,WAOHINK RIVER/SILTCOOS RIVER/TAHKENITCH LAKE FRONTAL,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,187514.51896240548,FALSE
OWRI - OR_20060434,OWRI - OR_20060434-WS-1,2006,NA,OR,43.874159,-123.977643,FIDDLE CREEK,WAOHINK RIVER/SILTCOOS RIVER/TAHKENITCH LAKE FRONTAL,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,1746.305255999223,TRUE
OWRI - OR_20060434,OWRI - OR_20060434-WS-2,2006,NA,OR,43.874223,-123.977712,FIDDLE CREEK,WAOHINK RIVER/SILTCOOS RIVER/TAHKENITCH LAKE FRONTAL,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,1746.305255999223,TRUE
OWRI - OR_20060435,OWRI - OR_20060435-WS-1,2006,NA,OR,43.309965,-122.950095,SUSAN CREEK,MIDDLE NORTH UMPQUA,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,OWRI,522911.151134613,TRUE
OWRI - OR_20060438,OWRI - OR_20060438-WS-1,2005,NA,OR,43.059272,-123.165162,LOWER SOUTH MYRTLE CREEK,MYRTLE CREEK,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,OWRI,43429.4350324173,TRUE
OWRI - OR_20060439,OWRI - OR_20060439-WS-1,2005,NA,OR,43.059404,-123.165106,LOWER SOUTH MYRTLE CREEK,MYRTLE CREEK,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,OWRI,38954.505526813264,TRUE
OWRI - OR_20060439,OWRI - OR_20060439-WS-2,2005,NA,OR,43.036751,-123.159245,LOWER SOUTH MYRTLE CREEK,MYRTLE CREEK,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,OWRI,38954.505526813264,TRUE
OWRI - OR_20060440,OWRI - OR_20060440-WS-1,2005,NA,OR,43.16826,-123.106159,UPPER NORTH MYRTLE CREEK,MYRTLE CREEK,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,OWRI,15275.41990339159,TRUE
OWRI - OR_20060440,OWRI - OR_20060440-WS-2,2005,NA,OR,43.148956,-123.123335,UPPER NORTH MYRTLE CREEK,MYRTLE CREEK,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,OWRI,15275.41990339159,TRUE
OWRI - OR_20060441,OWRI - OR_20060441-WS-1,2005,NA,OR,43.149005,-123.123086,UPPER NORTH MYRTLE CREEK,MYRTLE CREEK,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,OWRI,29317.085549063515,TRUE
OWRI - OR_20060445,OWRI - OR_20060445-WS-1,2006,NA,OR,43.605075,-123.460997,BRUSH CREEK,ELK CREEK,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,OWRI,45887.91268407101,TRUE
OWRI - OR_20060446,OWRI - OR_20060446-WS-1,2006,NA,OR,43.708021,-123.612974,PARADISE CREEK,MIDDLE UMPQUA RIVER,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,OWRI,56574.053489889106,TRUE
OWRI - OR_20060447,OWRI - OR_20060447-WS-1,2005,NA,OR,43.607863,-123.621038,MEHL CREEK,UPPER UMPQUA RIVER,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,OWRI,189041.9961390955,TRUE
OWRI - OR_20060449,OWRI - OR_20060449-WS-1,2006,NA,OR,43.531905,-123.387131,YELLOW CREEK,UPPER UMPQUA RIVER,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,OWRI,6611.0127548542005,TRUE
OWRI - OR_20060450,OWRI - OR_20060450-WS-1,2006,NA,OR,43.526341,-123.441148,YELLOW CREEK,UPPER UMPQUA RIVER,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,OWRI,77034.5142857143,TRUE
OWRI - OR_20060463,OWRI - OR_20060463-WS-1,2006,NA,OR,42.637372,-122.409393,BEAVER DAM CREEK,SOUTH FORK ROGUE RIVER,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,OWRI,38418.7156319829,TRUE
OWRI - OR_20060479,OWRI - OR_20060479-WS-1,2006,NA,OR,43.974772,-123.189358,SPENCER CREEK,LONG TOM RIVER,WILLAMETTE,WILLAMETTE,OWRI,26333.03589957114,TRUE
OWRI - OR_20060479,OWRI - OR_20060479-WS-2,2006,NA,OR,43.97473,-123.189385,SPENCER CREEK,LONG TOM RIVER,WILLAMETTE,WILLAMETTE,OWRI,26333.03589957114,TRUE
OWRI - OR_20060495,OWRI - OR_20060495-WS-1,2006,NA,OR,45.978522,-123.733976,UPPER YOUNGS RIVER,YOUNGS RIVER,LOWER COLUMBIA,LOWER COLUMBIA,OWRI,110082.09389460244,TRUE
OWRI - OR_20060495,OWRI - OR_20060495-WS-2,2006,NA,OR,45.978114,-123.733107,UPPER YOUNGS RIVER,YOUNGS RIVER,LOWER COLUMBIA,LOWER COLUMBIA,OWRI,110082.09389460244,TRUE
OWRI - OR_20060503,OWRI - OR_20060503-WS-1,2006,NA,OR,45.355428,-122.560937,ABERNETHY CREEK,ABERNETHY CREEK,WILLAMETTE,WILLAMETTE,OWRI,163104.91091032742,TRUE
OWRI - OR_20060503,OWRI - OR_20060503-WS-2,2006,NA,OR,45.358465,-122.550933,ABERNETHY CREEK,ABERNETHY CREEK,WILLAMETTE,WILLAMETTE,OWRI,163104.91091032742,TRUE
OWRI - OR_20060509,OWRI - OR_20060509-WS-1,2006,NA,OR,44.892602,-122.546536,UPPER ABIQUA CREEK,ABIQUA CREEK/PUDDING RIVER,WILLAMETTE,WILLAMETTE,OWRI,14757.526774090575,TRUE
OWRI - OR_20060519,OWRI - OR_20060519-WS-1,2006,NA,OR,45.623244,-123.272762,MIDDLE GALES CREEK,GALES CREEK,WILLAMETTE,WILLAMETTE,OWRI,35477.43863652136,TRUE
OWRI - OR_20060529,OWRI - OR_20060529-WS-1,2006,NA,OR,45.777427,-122.953004,SOUTH SCAPPOOSE CREEK,SCAPPOOSE CREEK,WILLAMETTE,WILLAMETTE,OWRI,32919.101436482495,FALSE
OWRI - OR_20060529,OWRI - OR_20060529-WS-2,2006,NA,OR,45.771167,-122.937424,SOUTH SCAPPOOSE CREEK,SCAPPOOSE CREEK,WILLAMETTE,WILLAMETTE,OWRI,32919.101436482495,FALSE
OWRI - OR_20060529,OWRI - OR_20060529-WS-3,2006,NA,OR,45.771182,-122.936714,SOUTH SCAPPOOSE CREEK,SCAPPOOSE CREEK,WILLAMETTE,WILLAMETTE,OWRI,32919.101436482495,FALSE
OWRI - OR_20060546,OWRI - OR_20060546-WS-1,2006,NA,OR,44.472622,-120.713801,UPPER MCKAY CREEK,MCKAY CREEK,DESCHUTES,DESCHUTES,OWRI,206561.71720586807,FALSE
OWRI - OR_20060546,OWRI - OR_20060546-WS-2,2006,NA,OR,44.47337,-120.713126,UPPER MCKAY CREEK,MCKAY CREEK,DESCHUTES,DESCHUTES,OWRI,206561.71720586807,FALSE
OWRI - OR_20060546,OWRI - OR_20060546-WS-3,2006,NA,OR,44.474322,-120.713285,UPPER MCKAY CREEK,MCKAY CREEK,DESCHUTES,DESCHUTES,OWRI,206561.71720586807,FALSE
OWRI - OR_20060546,OWRI - OR_20060546-WS-4,2006,NA,OR,44.47408,-120.71305,UPPER MCKAY CREEK,MCKAY CREEK,DESCHUTES,DESCHUTES,OWRI,206561.71720586807,FALSE
OWRI - OR_20060546,OWRI - OR_20060546-WS-5,2006,NA,OR,44.473669,-120.713048,UPPER MCKAY CREEK,MCKAY CREEK,DESCHUTES,DESCHUTES,OWRI,206561.71720586807,FALSE
OWRI - OR_20060546,OWRI - OR_20060546-WS-6,2006,NA,OR,44.46971,-120.714021,UPPER MCKAY CREEK,MCKAY CREEK,DESCHUTES,DESCHUTES,OWRI,206561.71720586807,FALSE
OWRI - OR_20060546,OWRI - OR_20060546-WS-7,2006,NA,OR,44.469732,-120.714015,UPPER MCKAY CREEK,MCKAY CREEK,DESCHUTES,DESCHUTES,OWRI,206561.71720586807,FALSE
OWRI - OR_20060555,OWRI - OR_20060555-WS-1,2004,NA,OR,44.515733,-120.824722,UPPER WILLOW CREEK,WILLOW CREEK,DESCHUTES,DESCHUTES,OWRI,180949.43021952745,FALSE
OWRI - OR_20060570,OWRI - OR_20060570-WS-1,2006,NA,OR,42.6387,-120.669715,BEAR CREEK,MIDDLE CHEWAUCAN RIVER,OREGON CLOSED BASINS,OREGON CLOSED BASINS,OWRI,879786.0932506141,TRUE
OWRI - OR_20060570,OWRI - OR_20060570-WS-2,2006,NA,OR,42.635443,-120.664283,BEAR CREEK,MIDDLE CHEWAUCAN RIVER,OREGON CLOSED BASINS,OREGON CLOSED BASINS,OWRI,879786.0932506141,TRUE
OWRI - OR_20060601,OWRI - OR_20060601-WS-1,2004,NA,OR,44.910008,-120.441343,LOWER PINE CREEK,LOWER JOHN DAY RIVER/MUDDY CREEK,JOHN DAY,JOHN DAY,OWRI,89639.83301286967,TRUE
OWRI - OR_20060636,OWRI - OR_20060636-WS-1,2002,NA,OR,45.245782,-118.014543,LOWER LADD CREEK,LADD CREEK,LOWER SNAKE,LOWER SNAKE,OWRI,172460.8855960173,TRUE
OWRI - OR_20060636,OWRI - OR_20060636-WS-2,2002,NA,OR,45.255911,-118.014357,LOWER LADD CREEK,LADD CREEK,LOWER SNAKE,LOWER SNAKE,OWRI,172460.8855960173,TRUE
OWRI - OR_20060644,OWRI - OR_20060644-WS-1,2006,NA,OR,45.761948,-116.993818,MIDDLE CHESNIMNUS CREEK,CHESNIMNUS CREEK,LOWER SNAKE,LOWER SNAKE,OWRI,327321.2203800086,FALSE
OWRI - OR_20060644,OWRI - OR_20060644-WS-2,2006,NA,OR,45.761893,-116.993901,MIDDLE CHESNIMNUS CREEK,CHESNIMNUS CREEK,LOWER SNAKE,LOWER SNAKE,OWRI,327321.2203800086,FALSE
OWRI - OR_20060644,OWRI - OR_20060644-WS-3,2006,NA,OR,45.761969,-116.994054,MIDDLE CHESNIMNUS CREEK,CHESNIMNUS CREEK,LOWER SNAKE,LOWER SNAKE,OWRI,327321.2203800086,FALSE
OWRI - OR_20060644,OWRI - OR_20060644-WS-4,2006,NA,OR,45.762004,-116.993909,MIDDLE CHESNIMNUS CREEK,CHESNIMNUS CREEK,LOWER SNAKE,LOWER SNAKE,OWRI,327321.2203800086,FALSE
OWRI - OR_20060644,OWRI - OR_20060644-WS-5,2006,NA,OR,45.761962,-116.993898,MIDDLE CHESNIMNUS CREEK,CHESNIMNUS CREEK,LOWER SNAKE,LOWER SNAKE,OWRI,327321.2203800086,FALSE
OWRI - OR_20060650,OWRI - OR_20060650-WS-1,2006,NA,OR,42.829923,-121.176249,SYCAN MARSH,SYCAN RIVER AT SYCAN MARSH,KLAMATH,KLAMATH,OWRI,171386.13990645515,TRUE
OWRI - OR_20060650,OWRI - OR_20060650-WS-2,2006,NA,OR,42.818242,-121.144528,SYCAN MARSH,SYCAN RIVER AT SYCAN MARSH,KLAMATH,KLAMATH,OWRI,171386.13990645515,TRUE
OWRI - OR_20060650,OWRI - OR_20060650-WS-3,2006,NA,OR,42.816891,-121.141184,SYCAN MARSH,SYCAN RIVER AT SYCAN MARSH,KLAMATH,KLAMATH,OWRI,171386.13990645515,TRUE
OWRI - OR_20060650,OWRI - OR_20060650-WS-4,2006,NA,OR,42.828458,-121.182368,SYCAN MARSH,SYCAN RIVER AT SYCAN MARSH,KLAMATH,KLAMATH,OWRI,171386.13990645515,TRUE
OWRI - OR_20060658,OWRI - OR_20060658-WS-1,2006,NA,OR,43.992548,-123.477961,UPPER WILDCAT CREEK,WILDCAT CREEK,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,68955.35775492359,TRUE
OWRI - OR_20060658,OWRI - OR_20060658-WS-2,2006,NA,OR,43.991257,-123.474528,UPPER WILDCAT CREEK,WILDCAT CREEK,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,68955.35775492359,TRUE
OWRI - OR_20060658,OWRI - OR_20060658-WS-3,2006,NA,OR,44.018193,-123.477872,UPPER WILDCAT CREEK,WILDCAT CREEK,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,68955.35775492359,TRUE
OWRI - OR_20060658,OWRI - OR_20060658-WS-4,2006,NA,OR,43.994214,-123.47807,UPPER WILDCAT CREEK,WILDCAT CREEK,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,68955.35775492359,TRUE
OWRI - OR_20060658,OWRI - OR_20060658-WS-5,2006,NA,OR,44.015497,-123.481002,UPPER WILDCAT CREEK,WILDCAT CREEK,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,68955.35775492359,TRUE
OWRI - OR_20060659,OWRI - OR_20060659-WS-1,2006,NA,OR,43.931987,-123.594982,WHITAKER CREEK,UPPER SIUSLAW RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,51356.34285714286,TRUE
OWRI - OR_20060659,OWRI - OR_20060659-WS-2,2006,NA,OR,43.931305,-123.597718,WHITAKER CREEK,UPPER SIUSLAW RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,51356.34285714286,TRUE
OWRI - OR_20060659,OWRI - OR_20060659-WS-3,2006,NA,OR,43.933169,-123.593924,WHITAKER CREEK,UPPER SIUSLAW RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,51356.34285714286,TRUE
OWRI - OR_20060659,OWRI - OR_20060659-WS-4,2006,NA,OR,43.931623,-123.596535,WHITAKER CREEK,UPPER SIUSLAW RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,51356.34285714286,TRUE
OWRI - OR_20060664,OWRI - OR_20060664-WS-1,2006,NA,OR,42.015059,-120.26909,PINE CREEK,GOOSE LAKE EAST SHORE,UPPER SACRAMENTO,UPPER SACRAMENTO,OWRI,27453.165985204927,TRUE
OWRI - OR_20060664,OWRI - OR_20060664-WS-2,2006,NA,OR,42.015059,-120.26909,PINE CREEK,GOOSE LAKE EAST SHORE,UPPER SACRAMENTO,UPPER SACRAMENTO,OWRI,27453.165985204927,TRUE
OWRI - OR_20060668,OWRI - OR_20060668-WS-1,2005,NA,OR,45.196196,-118.050871,UPPER LADD CREEK,LADD CREEK,LOWER SNAKE,LOWER SNAKE,OWRI,42802.27661807647,TRUE
OWRI - OR_20060670,OWRI - OR_20060670-WS-1,2004,NA,OR,44.879924,-120.048683,SERVICE CREEK,LOWER JOHN DAY RIVER/SERVICE CREEK,JOHN DAY,JOHN DAY,OWRI,55845.66102414684,TRUE
OWRI - OR_20060671,OWRI - OR_20060671-WS-1,2006,NA,OR,45.613857,-117.333016,UPPER WHISKEY CREEK,MIDDLE WALLOWA RIVER,LOWER SNAKE,LOWER SNAKE,OWRI,40550.4554051991,TRUE
OWRI - OR_20060672,OWRI - OR_20060672-WS-1,2006,NA,OR,45.329668,-118.23815,GRANDE RONDE RIVER-COLEMAN RIDGE,GRANDE RONDE RIVER/BEAVER CREEK,LOWER SNAKE,LOWER SNAKE,OWRI,100029.61242453262,TRUE
OWRI - OR_20060678,OWRI - OR_20060678-WS-1,2006,NA,OR,42.773468,-124.499143,HUBBARD CREEK,NEW_RIVER_FRONTAL,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,OWRI,7297.061248282467,TRUE
OWRI - OR_20060692,OWRI - OR_20060692-WS-1,2006,NA,OR,44.686479,-123.610084,YAQUINA RIVER-YOUNG CREEK,UPPER YAQUINA RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,53914.68005718172,TRUE
OWRI - OR_20060692,OWRI - OR_20060692-WS-2,2006,NA,OR,44.68544,-123.595321,YAQUINA RIVER-YOUNG CREEK,UPPER YAQUINA RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,53914.68005718172,TRUE
OWRI - OR_20060693,OWRI - OR_20060693-WS-1,2006,NA,OR,44.319118,-123.961213,UPPER YACHATS RIVER,YACHATS RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,19826.80146007689,TRUE
OWRI - OR_20060693,OWRI - OR_20060693-WS-2,2006,NA,OR,44.319606,-123.961808,UPPER YACHATS RIVER,YACHATS RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,19826.80146007689,TRUE
OWRI - OR_20060711,OWRI - OR_20060711-WS-1,2006,NA,OR,42.971208,-124.408943,CROFT LAKE-NEW RIVER FRONTAL,HUMBUG_NESIKA_FRONTAL,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,OWRI,8735.26836268754,TRUE
OWRI - OR_20060712,OWRI - OR_20060712-WS-1,2006,NA,OR,42.971234,-124.409122,CROFT LAKE-NEW RIVER FRONTAL,HUMBUG_NESIKA_FRONTAL,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,OWRI,7563.996480270919,TRUE
OWRI - OR_20060713,OWRI - OR_20060713-WS-1,2006,NA,OR,43.110322,-124.054577,YANKEE RUN,MIDDLE MAIN COQUILLE,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,OWRI,17251.00120747804,TRUE
OWRI - OR_20060715,OWRI - OR_20060715-WS-1,2006,NA,OR,43.142545,-124.10711,LOWER NORTH FORK COQUILLE RIVER,EAST_FORK_COQUILLE,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,OWRI,170670.1547514955,TRUE
OWRI - OR_20060729,OWRI - OR_20060729-WS-1,2006,NA,OR,43.640168,-123.258582,UPPER ELK CREEK,ELK CREEK,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,OWRI,204393.80396663476,TRUE
OWRI - OR_20060729,OWRI - OR_20060729-WS-2,2006,NA,OR,43.6405,-123.258651,UPPER ELK CREEK,ELK CREEK,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,OWRI,204393.80396663476,TRUE
OWRI - OR_20060729,OWRI - OR_20060729-WS-3,2006,NA,OR,43.640323,-123.25867,UPPER ELK CREEK,ELK CREEK,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,OWRI,204393.80396663476,TRUE
OWRI - OR_20060729,OWRI - OR_20060729-WS-4,2006,NA,OR,43.646372,-123.252058,UPPER ELK CREEK,ELK CREEK,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,OWRI,204393.80396663476,TRUE
OWRI - OR_20060752,OWRI - OR_20060752-WS-1,2006,NA,OR,42.795476,-124.484104,LOWER ELK RIVER,SIXES_RIVER,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,OWRI,2744.1939737130647,TRUE
OWRI - OR_20060778,OWRI - OR_20060778-WS-1,2004,NA,OR,44.602643,-123.397135,UPPER MARYS RIVER,MARYS RIVER,WILLAMETTE,WILLAMETTE,OWRI,61487.07862173097,TRUE
