project_id,worksite_id,state,subwatershed,watershed,subbasin,basin,project_source,adj_cost,pure_culv,ua_dist,ua_nn_name,uc_dist,uc_nn_name,fips,county,state_fips,emp_agforest,emp_mining,emp_util,emp_const,emp_manuf,emp_wholesale,emp_retail,emp_transport,emp_info,emp_finance,emp_realestate,emp_profsci,emp_mgmn,emp_admin,emp_educ,emp_health,emp_arts,emp_food,emp_other,comid,popdens_cat,popdens_cat_nodata,popdens_acc,popdens_acc_notdata,popdens_tot,popdens_tot_nodata,hdens_cat,hdens_cat_nodata,hdens_acc,hdens_acc_notdata,hdens_tot,hdens_tot_nodata,nlcd_openwater_acc,nlcd_icesnow_acc,nlcd_devopen_acc,nlcd_devlow_acc,nlcd_devmed_acc,nlcd_devhigh_acc,nlcd_barren_acc,nlcd_fordec_acc,nlcd_forcon_acc,nlcd_formix_acc,nlcd_shrub_acc,nlcd_grass_acc,nlcd_pasture_acc,nlcd_crop_acc,nlcd_wetwood_acc,nlcd_wetherb_acc,nlcd_nodat_acc,nlcd_openwater_cat,nlcd_icesnow_cat,nlcd_devopen_cat,nlcd_devlow_cat,nlcd_devmed_cat,nlcd_devhigh_cat,nlcd_barren_cat,nlcd_fordec_cat,nlcd_forcon_cat,nlcd_formix_cat,nlcd_shrub_cat,nlcd_grass_cat,nlcd_pasture_cat,nlcd_crop_cat,nlcd_wetwood_cat,nlcd_wetherb_cat,nlcd_nodat_cat,nlcd_openwater_tot,nlcd_icesnow_tot,nlcd_devopen_tot,nlcd_devlow_tot,nlcd_devmed_tot,nlcd_devhigh_tot,nlcd_barren_tot,nlcd_fordec_tot,nlcd_forcon_tot,nlcd_formix_tot,nlcd_shrub_tot,nlcd_grass_tot,nlcd_pasture_tot,nlcd_crop_tot,nlcd_wetwood_tot,nlcd_wetherb_tot,nlcd_nodat_tot,slope,upst_dist,ppt_cat,ppt_acc,ppt_tot,bfi_cat,bfi_acc,bfi_tot,bankfull_width,bankfull_depth,bankfull_xsec_area,cat_streamriver,cat_artificial,cat_canalditch,cat_connector,cat_pipeline,acc_streamriver,acc_artificial,acc_canalditch,acc_connector,acc_pipeline,tot_streamriver,tot_artificial,tot_canalditch,tot_connector,tot_pipeline,id,acc_s1100,acc_s1200,acc_s1400,acc_s1500,acc_s1630,acc_s1640,acc_s1710,acc_s1720,acc_s1730,acc_s1740,acc_s1750,acc_s1780,acc_s1820,acc_s1830,acc_total_road_dens,cat_s1100,cat_s1200,cat_s1400,cat_s1500,cat_s1630,cat_s1640,cat_s1710,cat_s1720,cat_s1730,cat_s1740,cat_s1750,cat_s1780,cat_s1820,cat_s1830,cat_total_road_dens,tot_s1100,tot_s1200,tot_s1400,tot_s1500,tot_s1630,tot_s1640,tot_s1710,tot_s1720,tot_s1730,tot_s1740,tot_s1750,tot_s1780,tot_s1820,tot_s1830,tot_total_road_dens,acc_basin_area,acc_stream_slope,acc_basin_slope,acc_elev_mean,acc_elev_min,acc_elev_max,acc_stream_length,cat_basin_area,cat_basin_slope,cat_elev_mean,cat_elev_min,cat_elev_max,cat_stream_slope,cat_stream_length,tot_basin_area,tot_basin_slope,tot_elev_mean,tot_elev_min,tot_elev_max,tot_stream_slope,tot_stream_length,cat_rdx,acc_rdx,tot_rdx,sinuosity,cat_strm_dens,acc_strm_dens,tot_strm_dens,latitude,longitude,nlcd_2001,nlcd_2004,nlcd_2006,nlcd_2008,nlcd_2011,nlcd_2013,nlcd_2016,snet_distm,snet_name,snet_spp,snet_use,nhd_dist_m,nhd_leng_m,nhd_r_code,nhd_ftype,slope_deg,here_distm,here_speed,here_class,here_paved,here_publi,huc12,huc12_name,hu_type,hu_mod,to_huc12,brick_coun,brick_totp,const_coun,const_totp,merch_coun,merch_totp,metal_coun,metal_totp,sales_coun,sand_count,bia_5km_buff,blm_5km_buff,bpa_5km_buff,coe_5km_buff,fws_5km_buff,gsa_5km_buff,lg_5km_buff,nps_5km_buff,pv_5km_buff,pvi_5km_buff,pvn_5km_buff,pvu_5km_buff,st_5km_buff,stf_5km_buff,stl_5km_buff,stp_5km_buff,stw_5km_buff,und_5km_buff,usfs_5km_buff,water_5km_buff,bia_2km_buff,blm_2km_buff,bpa_2km_buff,coe_2km_buff,fws_2km_buff,gsa_2km_buff,lg_2km_buff,nps_2km_buff,pv_2km_buff,pvi_2km_buff,pvn_2km_buff,pvu_2km_buff,st_2km_buff,stf_2km_buff,stl_2km_buff,stp_2km_buff,stw_2km_buff,und_2km_buff,usfs_2km_buff,water_2km_buff,bia_1km_buff,blm_1km_buff,bpa_1km_buff,coe_1km_buff,fws_1km_buff,gsa_1km_buff,lg_1km_buff,nps_1km_buff,pv_1km_buff,pvi_1km_buff,pvn_1km_buff,pvu_1km_buff,st_1km_buff,stf_1km_buff,stl_1km_buff,stp_1km_buff,stw_1km_buff,und_1km_buff,usfs_1km_buff,water_1km_buff,geometry,project_year,nlcd_current,n_worksites,n_culverts,action_fishpass_culvimp_prj,action_fishpass_culvinst_prj,action_fishpass_culvrem_prj,action_fishpass_culvimp_count_prj,action_fishpass_culvinst_count_prj,action_fishpass_culvrem_count_prj,action_fishpass_culvimp_wrk,action_fishpass_culvinst_wrk,action_fishpass_culvrem_wrk,action_fishpass_culvimp_count_wrk,action_fishpass_culvinst_count_wrk,action_fishpass_culvrem_count_wrk,cost_per_culvert,dist_max,dist_mean
REO - R_421050112257278,REO - R_421050112257278-WS-1,OR,LOWER LITTLE APPLEGATE RIVER,LITTLE APPLEGATE RIVER,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,REO,27951.077384420973,TRUE,11967.623218578467,"Medford, OR Urbanized Area",11967.623218578467,"Medford, OR Urbanized Area",41029,Jackson,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23936689,1.44,0,1.09,0,1.09,0,0.56,0,0.43,0,0.43,0,0,0,7.13,0.27,0.08,0.11,0,0,58.46,0,33.96,0,0,0,0,0,0,0,0,9.43,0.35,0.11,0.14,0,0,60.57,0,29.4,0,0,0,0,0,0,0,0,7.13,0.27,0.08,0.11,0,0,58.46,0,33.96,0,0,0,0,0,0,0.09053728,2.8000000000000003,931.8,942.12,942.12,60.54,60.65,60.65,4.48,0.33,1.92,34.87,0,65.13,0,0,44.6,0,55.4,0,0,44.6,0,55.4,0,0,2578396,0,0,2.12,0,0,0,0,0,0,0,0,0,0,0,2.12,0,0,2.79,0,0,0,0,0,0,0,0,0,0,0,2.79,0,0,2.12,0,0,0,0,0,0,0,0,0,0,0,2.12,3.37,0.217857,43.15,889.9,624.24,1183.73,2.8,2.55,41.25,860.27,624.24,1128.26,0.09,1.824,3.37,43.15,889.9,624.24,1183.73,0.217857,2.8,3,4,4,1.09,0.72,0.83,0.83,42.180606,-122.957747,42,42,42,42,42,42,42,765.27,Sterling Creek,Steelhead,Spawning and rearing,82.26,365,17100309016111,460,7.00841093,91.43,7,5,N,Y,171003090304,Lower Little Applegate River,S,"DD,TF",171003090401,5.52343e-4,0.00197341,0.00116855,0.00817339,0.00178853,0.0103314,7.36733e-5,2.2102e-4,6.61344e-5,2.70074e-4,0,0.58144266,0,0,0,0,0,0,0.41855734,0,0,0,0,0,0,0,0,0,0,0,0,0.60041244,0,0,0,0,0,0,0.39958756,0,0,0,0,0,0,0,0,0,0,0,0,0.8541501,0,0,0,0,0,0,0.1458499,0,0,0,0,0,0,0,0,0,0,0,"c(-122.957747, 42.180606)",1999,42,1,1,1,0,0,1,0,0,1,0,0,1,0,0,27951.077384420973,0,0
REO - R_4210671230956,REO - R_4210671230956-WS-1,OR,APPLEGATE RIVER-STAR GULCH,APPLEGATE RIVER/MCKEE BRIDGE,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,REO,36607.35871462187,TRUE,20556.9763765224,"Medford, OR Urbanized Area",20556.9763765224,"Medford, OR Urbanized Area",41029,Jackson,41,928,111,270,3784,7033,2358,11089,2780,1970,1809,1052,1817,2909,3743,474,9306,1517,6635,2788,23935993,0,0,0,0,0,0,1.85,0,0.78,0,0.78,0,0,0,11.89,0.25,0.04,0,0,0,83.5,0.55,3.77,0,0,0,0,0,0,0,0,9.57,0,0,0,0,0,90.43,0,0,0,0,0,0,0,0,0,0,11.89,0.25,0.04,0,0,0,83.5,0.55,3.77,0,0,0,0,0,0,0.05065517,6.112,916.92,877.08,877.08,58.74,58.19,58.19,6.45,0.43,3.48,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2578070,0,0,2.31,0,0,0,0,0,0,0,0,0,0,0,2.31,0,0,2.27,0,0,0,0,0,0,0,0,0,0,0,2.27,0,0,2.31,0,0,0,0,0,0,0,0,0,0,0,2.31,8.4,0.047463,41.68,1112.24,811.5,1460.69,6.11,0.1,37.16,860.97,811.5,939.15,0.05,0.29,8.4,41.68,1112.24,811.5,1460.69,0.047463,6.11,0,6,6,1.01,2.9,0.73,0.73,42.168554,-123.151558,42,42,42,42,42,42,42,58.98,Alexander Gulch,Steelhead,Rearing and migration,58.98,460,17100309000604,460,5.74632835,55.19,6,5,Y,Y,171003090203,Star Gulch-Applegate River,S,TF,171003090401,4.92097e-4,0.00173131,0.00107163,0.00729603,0.00161992,0.00918506,6.06307e-5,1.81892e-4,7.62765e-5,2.55964e-4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c(-123.151558, 42.168554)",2001,42,1,1,1,0,0,1,0,0,1,0,0,1,0,0,36607.35871462187,0,0
REO - R_421154312303363,REO - R_421154312303363-WS-1,OR,APPLEGATE RIVER-SPENCER GULCH,MIDDLE APPLEGATE RIVER,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,REO,41191.061408620386,TRUE,13297.122337210829,"Medford, OR Urbanized Area",13297.122337210829,"Medford, OR Urbanized Area",41029,Jackson,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23937063,1.18,0,1.18,0,1.18,0,2.28,0,2.28,0,2.28,0,0,0,8.23,0.62,0,0,0,0.23,80.62,0.64,8.93,0.74,0,0,0,0,0,0,0,8.23,0.62,0,0,0,0.23,80.62,0.64,8.93,0.74,0,0,0,0,0,0,0,8.23,0.62,0,0,0,0.23,80.62,0.64,8.93,0.74,0,0,0,0,0,0.12277777,5.748,1029.36,1029.36,1029.36,59.33,59.33,59.33,6.03,0.41,3.12,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2578575,0,0,1.99,0,0,0,0,0,0,0,0,0,0,0,1.99,0,0,1.99,0,0,0,0,0,0,0,0,0,0,0,1.99,0,0,1.99,0,0,0,0,0,0,0,0,0,0,0,1.99,7.08,0.02087,45.36,932.9,440.17,1512.95,5.75,7.08,45.36,932.9,440.17,1512.95,0.12,5.748,7.08,45.36,932.9,440.17,1512.95,0.02087,5.75,6,6,6,1.11,0.81,0.81,0.81,42.198435,-123.060103,42,42,42,42,42,42,42,24.01,Rock Gulch,Steelhead,Spawning and rearing,24.01,411,17100309000600,460,3.82475257,50.55,6,5,Y,Y,171003090401,Spencer Gulch-Applegate River,S,DD,171003090403,5.33232e-4,0.00188693,0.00116216,0.00803244,0.00176492,0.0101188,7.05052e-5,2.11516e-4,7.45309e-5,2.7057e-4,0,0.42740199,0,0,0,0,0,0,0.56042751,0,0,0,0,0,0,0,0,0,0.0121705,0,0,0.48560302,0,0,0,0,0,0,0.51439698,0,0,0,0,0,0,0,0,0,0,0,0,0.71160928,0,0,0,0,0,0,0.28839072,0,0,0,0,0,0,0,0,0,0,0,"c(-123.060103, 42.198435)",1999,42,1,1,1,0,0,1,0,0,1,0,0,1,0,0,41191.061408620386,0,0
REO - R_421543612319284,REO - R_421543612319284-WS-1,OR,LOWER WILLIAMS CREEK,WILLIAMS CREEK,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,REO,225276.05362844226,TRUE,10008.820711681748,"Grants Pass, OR Urbanized Area",10008.820711681748,"Grants Pass, OR Urbanized Area",41033,Josephine,41,240,0,80,919,3212,456,3630,372,313,591,421,459,0,749,292,3025,273,1858,1233,23935863,4.07,0,8.37,0,8.37,0,4.56,0,4.9,0,4.9,0,0,0,5.68,0.08,0.01,0,0,0,89.93,0.05,4.26,0,0,0,0,0,0,0,0,6.76,0,0.08,0,0,0,89.2,0.39,3.57,0,0,0,0,0,0,0,0,5.68,0.08,0.01,0,0,0,89.93,0.05,4.26,0,0,0,0,0,0,0.04528355,8.892,985.8,1024.8,1024.8,51.97,51.8,51.8,8.42,0.52,5.39,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2578007,0,0,2.03,0,0,0,0,0,0,0,0,0,0,0,2.03,0,0,2.77,0,0,0,0,0,0,0,0,0,0,0,2.77,0,0,2.03,0,0,0,0,0,0,0,0,0,0,0,2.03,16.38,0.035996,43.29,1038,569.25,1584.59,8.89,1.16,49.93,767.23,569.25,1172.34,0.05,1.058,16.38,43.29,1038,569.25,1584.59,0.035996,8.89,0,9,9,1.14,0.91,0.54,0.54,42.262136,-123.324567,21,21,21,21,21,21,21,17.83,Powell Creek,Steelhead,Spawning and rearing,13.24,133.53,17100309000047,460,2.40996981,14.9,7,5,N,Y,171003090503,Powell Creek-Williams Creek,S,"DD,TF",171003090601,4.4023e-4,0.00150229,0.00100605,0.00664515,0.00150633,0.00836095,5.2792e-5,1.58376e-4,8.88008e-5,2.42486e-4,0,0.87476851,0,0,0,0,0,0,0.12523149,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c(-123.324567, 42.262136)",2001,21,1,1,1,0,0,1,0,0,1,0,0,1,0,0,225276.05362844226,0,0
REO - R_421543612319479,REO - R_421543612319479-WS-1,OR,LOWER WILLIAMS CREEK,WILLIAMS CREEK,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,REO,100725.15234091062,TRUE,9992.02817025803,"Grants Pass, OR Urbanized Area",9992.02817025803,"Grants Pass, OR Urbanized Area",41033,Josephine,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23936551,8.24,0,8.24,0,8.24,0,4.69,0,4.69,0,4.69,0,0,0,7.03,0.16,0,0,0,0,90.61,0,2.2,0,0,0,0,0,0,0,0,7.03,0.16,0,0,0,0,90.61,0,2.2,0,0,0,0,0,0,0,0,7.03,0.16,0,0,0,0,90.61,0,2.2,0,0,0,0,0,0,0.15175462,2.31,1129.56,1129.56,1129.56,52,52,52,5.24,0.37,2.48,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2578340,0,0,2.87,0,0,0,0,0,0,0,0,0,0,0,2.87,0,0,2.87,0,0,0,0,0,0,0,0,0,0,0,2.87,0,0,2.87,0,0,0,0,0,0,0,0,0,0,0,2.87,4.99,0.064935,42.98,1014.45,617.01,1392.04,2.31,4.99,42.98,1014.45,617.01,1392.04,0.15,2.31,4.99,42.98,1014.45,617.01,1392.04,0.064935,2.31,4,4,4,1.08,0.46,0.46,0.46,42.262129,-123.329983,21,21,21,21,21,21,21,288.44,Powell Creek,Steelhead,Spawning and rearing,23.45,308.75,17100309000368,460,6.33314991,15.52,7,5,N,Y,171003090503,Powell Creek-Williams Creek,S,"DD,TF",171003090601,4.33995e-4,0.00147716,0.00100605,0.00664515,0.0014848,0.00821896,5.2792e-5,1.58376e-4,8.88008e-5,2.42486e-4,0,0.89745182,0,0,0,0,0,0,0.10254818,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c(-123.329983, 42.262129)",2000,21,1,1,1,0,0,1,0,0,1,0,0,1,0,0,100725.15234091062,0,0
REO - R_421851812302502,REO - R_421851812302502-WS-1,OR,FOREST CREEK,MIDDLE APPLEGATE RIVER,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,REO,71946.53738636473,TRUE,5348.843964823766,"Medford, OR Urbanized Area",5348.843964823766,"Medford, OR Urbanized Area",41029,Jackson,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23936537,1.51,0,1.51,0,1.51,0,3.3,0,3.3,0,3.3,0,0,0,8.17,0.18,0.02,0,0,0,69.42,8.36,12.45,1.4,0,0,0,0,0,0,0,8.17,0.18,0.02,0,0,0,69.42,8.36,12.45,1.4,0,0,0,0,0,0,0,8.17,0.18,0.02,0,0,0,69.42,8.36,12.45,1.4,0,0,0,0,0,0.08565911,5.664,665.04,665.04,665.04,59.57,59.57,59.57,6.83,0.45,3.82,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2578334,0,0,1.43,0.2,0,0,0,0,0,0,0,0,0,0,1.63,0,0,1.43,0.2,0,0,0,0,0,0,0,0,0,0,1.63,0,0,1.43,0.2,0,0,0,0,0,0,0,0,0,0,1.63,9.68,0.015901,42.26,946.87,624.47,1344.13,5.66,9.68,42.26,946.87,624.47,1344.13,0.09,5.664,9.68,42.26,946.87,624.47,1344.13,0.015901,5.66,5,5,5,1.18,0.59,0.58,0.58,42.313005,-123.052537,22,22,22,22,22,22,22,4349.13,Jackson Creek,Steelhead,NA,30.05,139,17100309010651,460,10.90013218,1.95,7,5,N,Y,171003090402,Forest Creek,S,DD,171003090403,5.5943e-4,0.00196758,0.00126425,0.0087788,0.00190301,0.0109719,8.07642e-5,2.42293e-4,8.2963e-5,2.86218e-4,0,0.39920041,0,0,0,0,0,0,0.60079959,0,0,0,0,0,0,0,0,0,0,0,0,0.77923752,0,0,0,0,0,0,0.22076248,0,0,0,0,0,0,0,0,0,0,0,0,0.95511694,0,0,0,0,0,0,0.04488306,0,0,0,0,0,0,0,0,0,0,0,"c(-123.052537, 42.313005)",2000,22,1,1,1,0,0,1,0,0,1,0,0,1,0,0,71946.53738636473,0,0
REO - R_421930412300176,REO - R_421930412300176-WS-1,OR,BEAR CREEK-JACKSON CREEK,BEAR CREEK,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,REO,63257.70144895273,TRUE,1407.210847504087,"Medford, OR Urbanized Area",1407.210847504087,"Medford, OR Urbanized Area",41029,Jackson,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23930790,10.23,0,6.23,0,6.23,0,4.89,0,2.81,0,2.81,0,0,0,8.7,0.34,0,0,0.28,0.05,61.18,10.47,17.22,1.76,0,0.01,0,0,0,0,0,4.05,0,0,0,0.72,0,54.69,11.61,28.93,0,0,0,0,0,0,0,0,8.7,0.34,0,0,0.28,0.05,61.18,10.47,17.22,1.76,0,0.01,0,0,0,0.07213547,7.256,973.56,1020.36,1020.36,61,60.91,60.91,7.04,0.46,4.02,96.55,0,0,3.45,0,99.58,0,0,0.42,0,99.58,0,0,0.42,0,2577311,0,0,1.85,0.04,0,0,0,0,0,0,0,0,0,0,1.88,0,0,0.79,0,0,0,0,0,0,0,0,0,0,0,0.79,0,0,1.85,0.04,0,0,0,0,0,0,0,0,0,0,1.88,10.44,0.071625,37.61,926.24,607.71,1243.91,7.26,1.13,44.11,759.68,607.71,964.39,0.07,0.871,10.44,37.61,926.24,607.71,1243.91,0.071625,7.26,1,5,5,1.02,0.77,0.7,0.7,42.325111,-123.004899,43,43,43,43,43,43,43,738.65,Jackson Creek,Steelhead,NA,79.37,518,17100308037147,460,3.08710003,101.81,7,5,N,Y,171003080112,Jackson Creek-Bear Creek,S,"GC,DD,CD,TF",171003080202,5.71926e-4,0.00201696,0.00128984,0.00901368,0.00194116,0.0112404,8.48355e-5,2.54506e-4,8.00379e-5,2.86917e-4,0,0.10244279,0,0,0,0,0,0,0.89755721,0,0,0,0,0,0,0,0,0,0,0,0,0.15033709,0,0,0,0,0,0,0.84966291,0,0,0,0,0,0,0,0,0,0,0,0,0.18741119,0,0,0,0,0,0,0.81258881,0,0,0,0,0,0,0,0,0,0,0,"c(-123.004899, 42.325111)",1999,43,1,1,1,0,0,1,0,0,1,0,0,1,0,0,63257.70144895273,0,0
REO - R_422158112301232,REO - R_422158112301232-WS-1,OR,ROGUE RIVER-GALLS CREEK,ROGUE RIVER/GOLD HILL,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,REO,36607.35871462187,TRUE,3514.05476279491,"Grants Pass, OR Urbanized Area",3514.05476279491,"Grants Pass, OR Urbanized Area",41029,Jackson,41,928,111,270,3784,7033,2358,11089,2780,1970,1809,1052,1817,2909,3743,474,9306,1517,6635,2788,23930740,22.39,0,22.39,0,22.39,0,12.19,0,12.19,0,12.19,0,0,0,5.99,0.43,0.02,0,0,0,59.61,12.28,19.02,0,2.64,0,0,0,0,0,0,5.99,0.43,0.02,0,0,0,59.61,12.28,19.02,0,2.64,0,0,0,0,0,0,5.99,0.43,0.02,0,0,0,59.61,12.28,19.02,0,2.64,0,0,0,0,0.09151298,5.463,585.96,585.96,585.96,58.5,58.5,58.5,6.46,0.43,3.49,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2577289,0,0,1.01,0.07,0,0,0,0,0,0,0,0,0,0,1.08,0,0,1.01,0.07,0,0,0,0,0,0,0,0,0,0,1.08,0,0,1.01,0.07,0,0,0,0,0,0,0,0,0,0,1.08,8.43,0.016484,37.5,693.99,389.27,1158.38,5.46,8.43,37.5,693.99,389.27,1158.38,0.09,5.463,8.43,37.5,693.99,389.27,1158.38,0.016484,5.46,6,6,6,1.05,0.65,0.65,0.65,42.366151,-123.023122,42,42,42,42,42,42,42,577.2,Kane Creek,Steelhead,Spawning and rearing,89.68,476,17100308000068,460,4.35210848,94.43,7,5,N,Y,171003080204,Galls Creek-Rogue River,S,"GC,CD",171003080205,5.6763e-4,0.00199649,0.00129996,0.00906029,0.00195629,0.0113392,8.55204e-5,2.57822e-4,8.3643e-5,2.90217e-4,0,0.37350097,0,0,0,0,0,0,0.62649903,0,0,0,0,0,0,0,0,0,0,0,0,0.42411518,0,0,0,0,0,0,0.57588482,0,0,0,0,0,0,0,0,0,0,0,0,0.81506397,0,0,0,0,0,0,0.18493603,0,0,0,0,0,0,0,0,0,0,0,"c(-123.023122, 42.366151)",2001,42,1,1,1,0,0,1,0,0,1,0,0,1,0,0,36607.35871462187,0,0
REO - R_42234812310250,REO - R_42234812310250-WS-1,OR,ROGUE RIVER-WARD CREEK,ROGUE RIVER/GOLD HILL,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,REO,47871.16139604398,TRUE,2512.163989492367,"Grants Pass, OR Urbanized Area",2512.163989492367,"Grants Pass, OR Urbanized Area",41029,Jackson,41,928,111,270,3784,7033,2358,11089,2780,1970,1809,1052,1817,2909,3743,474,9306,1517,6635,2788,23931314,14.56,0,13.75,0,13.75,0,4.93,0,4.69,0,4.69,0,0,0,8.51,0.19,0.05,0.01,0,0,37.3,5.1,47.59,0.63,0.53,0,0.11,0,0,0,0,8.39,0.16,0.05,0.01,0,0,39.48,5.4,45.18,0.66,0.56,0,0.12,0,0,0,0,8.51,0.19,0.05,0.01,0,0,37.3,5.1,47.59,0.63,0.53,0,0.11,0,0,0.07468296,5.673,739.08,743.28,743.28,53.05,53.05,53.05,7.42,0.48,4.38,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2577566,0,0,1.54,0.08,0,0,0,0,0,0,0,0,0,0,1.62,0,0,1.54,0.09,0,0,0,0,0,0,0,0,0,0,1.62,0,0,1.54,0.08,0,0,0,0,0,0,0,0,0,0,1.62,11.92,0.068783,42.56,726.01,364.26,1219.33,5.67,11.26,42.13,711.93,364.26,1219.33,0.07,5.031,11.92,42.56,726.01,364.26,1219.33,0.068783,5.67,8,9,9,1.09,0.45,0.48,0.48,42.38468,-123.173621,42,42,42,42,42,42,42,21.37,Birdseye Creek,Steelhead,Spawning and rearing,12.61,256,17100308022601,460,4.75942373,31.06,7,5,N,Y,171003080207,Ward Creek-Rogue River,S,"GC,CD",171003080401,5.14946e-4,0.0017894,0.00123369,0.00842518,0.00183087,0.0104848,7.71189e-5,2.44552e-4,9.20866e-5,2.87436e-4,0,0.51941092,0,0,0,0,0,0,0.48058908,0,0,0,0,0,0,0,0,0,0,0,0,0.41651912,0,0,0,0,0,0,0.58348088,0,0,0,0,0,0,0,0,0,0,0,0,0.35610955,0,0,0,0,0,0,0.64389045,0,0,0,0,0,0,0,0,0,0,0,"c(-123.173621, 42.38468)",2001,42,1,1,1,0,0,1,0,0,1,0,0,1,0,0,47871.16139604398,0,0
REO - R_42289212054144,REO - R_42289212054144-WS-1,OR,DEMING CREEK,SPRAGUE RIVER ABOVE WILLIAMSON RIVER,KLAMATH,KLAMATH,REO,39719.95207259823,TRUE,146095.8713341075,"Medford, OR Urbanized Area",53562.0289784678,"Lakeview, OR Urban Cluster",41035,Klamath,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24085048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.42,0,13.43,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,86.42,0,13.43,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,86.42,0,13.43,0.15,0,0,0,0,0,0.07550177,7.753,972.12,972.12,972.12,66.34,66.34,66.34,3.27,0.16,0.49,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2596346,0,0,0.72,0.78,0,0.48,0,0,0,0,0,0,0,0,1.98,0,0,0.72,0.78,0,0.48,0,0,0,0,0,0,0,0,1.98,0,0,0.72,0.78,0,0.48,0,0,0,0,0,0,0,0,1.98,13.52,0.010323,28.92,1929.86,1527.64,2511.62,7.75,13.52,28.92,1929.86,1527.64,2511.62,0.08,7.753,13.52,28.92,1929.86,1527.64,2511.62,0.010323,7.75,3,3,3,1.12,0.57,0.57,0.57,42.465502,-120.913752,42,42,42,42,42,42,42,4667.16,Leonard Creek,Steelhead,NA,247.33,358,18010202004511,460,5.45660686,418.28,6,5,N,Y,180102020405,Deming Creek,S,NM,180102020406,2.26456e-5,1.16793e-4,1.02751e-5,1.02751e-4,3.15471e-5,2.09278e-4,0,0,0,1.51446e-5,0,0,0,0,0,0,0,0,0.03023004,0,0,0,0,0,0,0,0,0,0.96976996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"c(-120.913752, 42.465502)",1999,42,1,1,0,0,1,0,0,1,0,0,1,0,0,1,39719.95207259823,0,0
