project_id,completed_year,latitude,longitude,basin,project_source,project_cost,n_worksites,n_action_prj,n_action_prj_dist,n_metric_prj,n_metric_prj_dist,adj_cost,cost_avail,action_fishpass_culvimp,action_fishpass_culvinst,action_fishpass_culvrem,action_fishpass_culvimp_count,action_fishpass_culvinst_count,action_fishpass_culvrem_count,n_culverts,n_culverts_fromcount,cost_per_culvert,dist_max,dist_mean
OWRI - OR_20070271,2007,46.014426,-123.85636,LOWER COLUMBIA,OWRI,90650,1,1,1,0,0,110115.99275538615,TRUE,0,0,1,0,0,1,1,0,110115.99275538615,0,0
OWRI - OR_20070272,2007,46.161776,-123.678213,LOWER COLUMBIA,OWRI,107350,1,1,1,0,0,130402.11607601437,TRUE,0,0,1,0,0,1,1,0,130402.11607601437,0,0
OWRI - OR_20070306,2007,45.109461,-122.44401,WILLAMETTE,OWRI,15240,2,2,1,0,0,18512.605952477494,TRUE,1,0,0,2,0,0,2,0,9256.302976238747,0,0
OWRI - OR_20070307,2007,45.036091,-122.287647,WILLAMETTE,OWRI,20400,2,2,1,0,0,24780.653637174597,TRUE,1,0,0,2,0,0,2,0,12390.326818587298,0,0
OWRI - OR_20070325,2006,45.750931,-123.892918,NORTHERN OREGON COASTAL,OWRI,105155,1,1,1,0,0,131166.23513899877,TRUE,0,0,1,0,0,1,1,0,131166.23513899877,0,0
OWRI - OR_20070330,2007,45.142467,-122.366977,WILLAMETTE,OWRI,3245,1,1,1,0,0,3941.8245614035086,TRUE,1,0,0,1,0,0,1,0,3941.8245614035086,0,0
OWRI - OR_20070331,2006,45.126237,-122.383054,WILLAMETTE,OWRI,5670,1,1,1,0,0,7072.536286796852,TRUE,1,0,0,1,0,0,1,0,7072.536286796852,0,0
OWRI - OR_20070332,2006,45.124696,-122.4248335,WILLAMETTE,OWRI,3825,2,2,1,0,0,4771.155431569306,TRUE,1,0,0,2,0,0,2,0,2385.577715784653,295.66580412861504,147.83290206430752
OWRI - OR_20070355,2007,43.534083,-123.616595,SOUTHERN OREGON COASTAL,OWRI,NA,1,1,1,0,0,NA,FALSE,1,0,0,1,0,0,1,0,NA,0,0
OWRI - OR_20070359,2007,44.513197000000005,-123.449004,WILLAMETTE,OWRI,16654,2,2,1,0,0,20230.245376152245,TRUE,1,0,0,2,0,0,2,0,10115.122688076122,867.9919708091994,433.9959854045997
OWRI - OR_20070360,2007,44.552548,-123.48446,WILLAMETTE,OWRI,17721,2,2,1,0,0,21526.370740410344,TRUE,1,0,0,2,0,0,2,0,10763.185370205172,617.00836164567,308.504180822835
OWRI - OR_20070392,2005,44.874316,-124.026738,NORTHERN OREGON COASTAL,OWRI,22159,1,1,1,0,0,28477.875621677118,TRUE,1,0,0,1,0,0,1,0,28477.875621677118,0,0
OWRI - OR_20070404,2007,43.829471,-122.821432,WILLAMETTE,OWRI,8885,1,1,1,0,0,10792.94644932825,TRUE,0,0,1,0,0,1,1,0,10792.94644932825,0,0
OWRI - OR_20070427,2006,45.778307,-116.950051,LOWER SNAKE,OWRI,114180,1,1,1,0,0,142423.66723570804,TRUE,1,0,0,1,0,0,1,0,142423.66723570804,0,0
OWRI - OR_20070494,2007,46.016422,-123.303631,NORTHERN OREGON COASTAL,OWRI,21489,1,1,1,0,0,26103.503235747303,TRUE,1,0,0,1,0,0,1,0,26103.503235747303,0,0
OWRI - OR_20070534,2007,43.150586,-124.245332,SOUTHERN OREGON COASTAL,OWRI,13869,1,1,1,0,0,16847.200259508554,TRUE,1,0,0,1,0,0,1,0,16847.200259508554,0,0
OWRI - OR_20070535,2007,43.153036,-124.24325,SOUTHERN OREGON COASTAL,OWRI,14851,1,1,1,0,0,18040.07290027843,TRUE,1,0,0,1,0,0,1,0,18040.07290027843,0,0
OWRI - OR_20070536,2007,43.104573,-124.276789,SOUTHERN OREGON COASTAL,OWRI,21943,1,1,1,0,0,26654.994252966775,TRUE,1,0,0,1,0,0,1,0,26654.994252966775,0,0
OWRI - OR_20070552,2007,46.100749,-123.199598,LOWER COLUMBIA,OWRI,443645,1,1,1,0,0,538912.406022761,TRUE,1,0,0,1,0,0,1,0,538912.406022761,0,0
OWRI - OR_20070583,2006,42.763312,-123.332333,SOUTHERN OREGON COASTAL,OWRI,157643,1,1,1,0,0,196637.7139082039,TRUE,1,0,0,1,0,0,1,0,196637.7139082039,0,0
OWRI - OR_20070588,2006,45.83324233333333,-122.95613066666667,WILLAMETTE,OWRI,152869,3,3,1,0,0,190682.81298524656,TRUE,0,0,1,0,0,3,3,0,63560.93766174885,332.68201340165933,148.94913601708234
OWRI - OR_20070639,2007,44.320761,-122.527259,WILLAMETTE,OWRI,56937,1,1,1,0,0,69163.53314410834,TRUE,0,0,1,0,0,1,1,0,69163.53314410834,0,0
OWRI - OR_20070714,2007,45.532281,-121.40499,MIDDLE COLUMBIA,OWRI,159990,1,1,1,0,0,194345.92036331195,TRUE,1,0,0,1,0,0,1,0,194345.92036331195,0,0
OWRI - OR_20070716,2006,45.37611990909091,-121.0996220909091,MIDDLE COLUMBIA,OWRI,399464,11,22,2,0,0,498275.7734160525,TRUE,1,0,1,11,0,11,22,0,22648.898791638752,6152.758792330177,2331.8430031311864
OWRI - OR_20070759,2006,44.549258,-123.485378,WILLAMETTE,OWRI,34604,1,1,1,0,0,43163.67648471222,TRUE,1,0,0,1,0,0,1,0,43163.67648471222,0,0
OWRI - OR_20070760,2006,44.545289,-123.448664,WILLAMETTE,OWRI,37398,1,1,1,0,0,46648.80283132781,TRUE,1,0,0,1,0,0,1,0,46648.80283132781,0,0
OWRI - OR_20070761,2006,44.544871,-123.453971,WILLAMETTE,OWRI,54282,1,1,1,0,0,67709.24421867843,TRUE,1,0,0,1,0,0,1,0,67709.24421867843,0,0
OWRI - OR_20070762,2006,44.546067,-123.466608,WILLAMETTE,OWRI,23556,1,1,1,0,0,29382.833293084066,TRUE,1,0,0,1,0,0,1,0,29382.833293084066,0,0
OWRI - OR_20070763,2004,44.453068,-123.394785,WILLAMETTE,OWRI,55748,1,1,1,0,0,73877.78910738089,TRUE,1,0,0,1,0,0,1,0,73877.78910738089,0,0
OWRI - OR_20070764,2004,44.455234,-123.406346,WILLAMETTE,OWRI,50071,1,1,1,0,0,66354.5737675911,TRUE,1,0,0,1,0,0,1,0,66354.5737675911,0,0
OWRI - OR_20070766,2004,42.11981,-120.299602,UPPER SACRAMENTO,OWRI,197875,2,2,1,0,0,262225.8649570028,TRUE,0,0,1,0,0,2,2,0,131112.9324785014,1568.3525252268416,784.1762626134208
OWRI - OR_20070778,2005,45.333907,-121.961826,LOWER COLUMBIA,OWRI,236783,1,1,1,0,0,304304.20250587,TRUE,0,0,1,0,0,1,1,0,304304.20250587,0,0
OWRI - OR_20070796,2006,45.357865,-122.535999,WILLAMETTE,OWRI,206100,1,1,1,0,0,257081.08090102844,TRUE,0,0,1,0,0,1,1,0,257081.08090102844,0,0
OWRI - OR_20070801,2006,46.220394,-123.528026,LOWER COLUMBIA,OWRI,400130,6,6,1,0,0,499106.5157735493,TRUE,1,0,0,6,0,0,6,0,83184.41929559155,3958.125585268081,1479.341828704522
OWRI - OR_20070806,2007,44.337136,-122.83753,WILLAMETTE,OWRI,163595,1,1,1,0,0,198725.0505771362,TRUE,0,0,1,0,0,1,1,0,198725.0505771362,0,0
OWRI - OR_20070807,2007,44.337146,-122.838941,WILLAMETTE,OWRI,173366,1,1,1,0,0,210594.2548265888,TRUE,1,0,0,1,0,0,1,0,210594.2548265888,0,0
OWRI - OR_20070809,2007,44.320392,-122.820937,WILLAMETTE,OWRI,429567,1,1,1,0,0,521811.32553726376,TRUE,0,0,1,0,0,1,1,0,521811.32553726376,0,0
OWRI - OR_20070858,2007,44.998648,-120.216219,JOHN DAY,OWRI,123802,1,1,1,0,0,150386.98439164166,TRUE,1,0,0,1,0,0,1,0,150386.98439164166,0,0
OWRI - OR_20090443,2009,43.26428099,-124.1564466,SOUTHERN OREGON COASTAL,OWRI,NA,1,1,1,0,0,NA,FALSE,0,0,1,0,0,1,1,0,NA,0,0
OWRI - OR_20110508,2010,43.322759,-123.7038683,SOUTHERN OREGON COASTAL,OWRI,65000,1,1,1,0,0,75980.40720344824,TRUE,1,0,0,1,0,0,1,0,75980.40720344824,0,0
OWRI - OR_20120669,2012,45.95165482,-123.4167874,NORTHERN OREGON COASTAL,OWRI,8245,1,1,1,0,0,9262.713683921049,TRUE,0,1,0,0,1,0,1,0,9262.713683921049,0,0
OWRI - OR_20130136,2013,43.788234,-123.880628,SOUTHERN OREGON COASTAL,OWRI,8526,1,1,1,0,0,9413.426292060294,TRUE,0,1,0,0,1,0,1,0,9413.426292060294,0,0
OWRI - OR_20130138,2013,45.22915218333333,-119.3024933,MIDDLE COLUMBIA,OWRI,6778,3,3,1,0,0,7483.486207786144,TRUE,0,1,0,0,3,0,3,0,2494.4954025953816,71.40154474305186,33.2963498680924
OWRI - OR_20130143,2012,44.42796883,-123.3936127,WILLAMETTE,OWRI,18189,1,1,1,0,0,20434.141806772583,TRUE,1,0,0,1,0,0,1,0,20434.141806772583,0,0
OWRI - OR_20130161,2013,43.3392463,-123.5148423,SOUTHERN OREGON COASTAL,OWRI,68867,2,2,1,0,0,76035.00216459257,TRUE,1,0,0,2,0,0,2,0,38017.50108229629,152.70407471337765,76.35203735668883
OWRI - OR_20130188,2013,45.98623955,-123.9080516,NORTHERN OREGON COASTAL,OWRI,470888,1,1,1,0,0,519900.24393803516,TRUE,1,0,0,1,0,0,1,0,519900.24393803516,0,0
OWRI - OR_20130191,2013,44.53095765,-124.0129595,NORTHERN OREGON COASTAL,OWRI,5619,1,1,1,0,0,6203.852021473937,TRUE,1,0,0,1,0,0,1,0,6203.852021473937,0,0
OWRI - OR_20130192,2013,42.39020465,-124.4148426,SOUTHERN OREGON COASTAL,OWRI,24516,1,1,1,0,0,27067.740907359857,TRUE,1,0,0,1,0,0,1,0,27067.740907359857,0,0
OWRI - OR_20130265,2013,45.23799655,-119.2942705,MIDDLE COLUMBIA,OWRI,8731,1,1,1,0,0,9639.763658923108,TRUE,1,0,0,1,0,0,1,0,9639.763658923108,0,0
OWRI - OR_20130320,2013,44.40671043,-123.5535184,NORTHERN OREGON COASTAL,OWRI,55000,1,1,1,0,0,60724.65940221864,TRUE,1,0,0,1,0,0,1,0,60724.65940221864,0,0
OWRI - OR_20130338,2013,42.52182487,-124.2455785,SOUTHERN OREGON COASTAL,OWRI,82430,1,1,1,0,0,91009.70317317969,TRUE,1,0,0,1,0,0,1,0,91009.70317317969,0,0
OWRI - OR_20130366,2013,43.65459058,-123.76482085,SOUTHERN OREGON COASTAL,OWRI,242337,2,2,1,0,0,267560.57791919017,TRUE,1,0,0,2,0,0,2,0,133780.28895959508,2318.885337778801,1159.4426688894005
OWRI - OR_20130374,2013,43.208778,-122.874474,SOUTHERN OREGON COASTAL,OWRI,55210,1,1,1,0,0,60956.51719266348,TRUE,0,1,0,0,1,0,1,0,60956.51719266348,0,0
OWRI - OR_20130375,2013,43.195299,-122.876629,SOUTHERN OREGON COASTAL,OWRI,87388,1,1,1,0,0,96483.7551971106,TRUE,0,1,0,0,1,0,1,0,96483.7551971106,0,0
OWRI - OR_20130446,2013,45.61058348,-123.3401703,NORTHERN OREGON COASTAL,OWRI,1082,1,1,1,0,0,1194.6196631491014,TRUE,0,0,1,0,0,1,1,0,1194.6196631491014,0,0
OWRI - OR_20130448,2013,45.60994133,-123.3450721,NORTHERN OREGON COASTAL,OWRI,2655,1,1,1,0,0,2931.3449220525545,TRUE,1,0,0,1,0,0,1,0,2931.3449220525545,0,0
OWRI - OR_20130458,2013,45.59593563,-123.3679311,NORTHERN OREGON COASTAL,OWRI,21069,1,1,1,0,0,23261.960889915357,TRUE,1,0,0,1,0,0,1,0,23261.960889915357,0,0
OWRI - OR_20130459,2013,45.58117608,-123.3844396,NORTHERN OREGON COASTAL,OWRI,21616,1,1,1,0,0,23865.89522978833,TRUE,1,0,0,1,0,0,1,0,23865.89522978833,0,0
OWRI - OR_20130476,2014,44.93762076,-123.9568496,NORTHERN OREGON COASTAL,OWRI,31905,1,1,1,0,0,34586.448812990166,TRUE,1,0,0,1,0,0,1,0,34586.448812990166,0,0
OWRI - OR_20130495,2013,45.03608195,-123.6477186,WILLAMETTE,OWRI,8000,1,1,1,0,0,8832.677731231803,TRUE,1,0,0,1,0,0,1,0,8832.677731231803,0,0
OWRI - OR_20130496,2013,45.05116892,-123.6756718,WILLAMETTE,OWRI,6500,1,1,1,0,0,7176.55065662584,TRUE,1,0,0,1,0,0,1,0,7176.55065662584,0,0
OWRI - OR_20130497,2013,45.03817469,-123.7071234,WILLAMETTE,OWRI,6500,1,1,1,0,0,7176.55065662584,TRUE,1,0,0,1,0,0,1,0,7176.55065662584,0,0
OWRI - OR_20130504,2013,43.23913075,-124.058214,SOUTHERN OREGON COASTAL,OWRI,6099,1,1,1,1,1,6733.812685347845,TRUE,0,0,1,0,0,1,1,1,6733.812685347845,0,0
OWRI - OR_20130516,2013,43.3433003,-123.7026548,SOUTHERN OREGON COASTAL,OWRI,14485,1,1,1,1,1,15992.667117111583,TRUE,0,0,1,0,0,1,1,1,15992.667117111583,0,0
OWRI - OR_20140001,2012,43.43994131,-123.9943464,SOUTHERN OREGON COASTAL,OWRI,1509404,1,1,1,0,0,1695715.8381279765,TRUE,1,0,0,1,0,0,1,0,1695715.8381279765,0,0
OWRI - OR_20140018,2011,43.57553453,-123.9367225,SOUTHERN OREGON COASTAL,OWRI,16665,1,1,1,0,0,19081.431581736782,TRUE,1,0,0,1,0,0,1,0,19081.431581736782,0,0
OWRI - OR_20140074,2013,44.578968169999996,-123.65987005,NORTHERN OREGON COASTAL,OWRI,16394,2,4,2,2,1,18100.364840726772,TRUE,1,0,1,2,0,2,4,1,4525.091210181693,730.6060473227782,365.3030236613891
OWRI - OR_20140087,2012,44.06235676,-123.52829575,WILLAMETTE,OWRI,22500,2,2,1,0,0,25277.265965824572,TRUE,1,0,0,2,0,0,2,0,12638.632982912286,62.936546163981554,31.468273081990777
OWRI - OR_20140126,2012,44.20539064,-123.3327929,WILLAMETTE,OWRI,11690,1,1,1,0,0,13132.943961799521,TRUE,1,0,0,1,0,0,1,0,13132.943961799521,0,0
OWRI - OR_20140287,2014,45.41973542,-123.7822422,NORTHERN OREGON COASTAL,OWRI,147421,1,1,1,0,0,159810.96600720336,TRUE,1,0,0,1,0,0,1,0,159810.96600720336,0,0
OWRI - OR_20140314,2014,42.9485731,-123.6000689,SOUTHERN OREGON COASTAL,OWRI,20855,1,1,1,0,0,22607.75395690048,TRUE,1,0,0,1,0,0,1,0,22607.75395690048,0,0
OWRI - OR_20140348,2013,44.220710005,-123.37036615,WILLAMETTE,OWRI,265615,2,2,1,0,0,293261.4619476419,TRUE,1,0,0,2,0,0,2,0,146630.73097382096,179.66863054273668,89.83431527136834
OWRI - OR_20140373,2014,45.089393630000004,-123.6969802,WILLAMETTE,OWRI,13500,1,1,1,0,0,14634.604575313186,TRUE,1,0,0,1,0,0,1,0,14634.604575313186,0,0
OWRI - OR_20140374,2014,45.06268072,-123.7473494,NORTHERN OREGON COASTAL,OWRI,13200,1,1,1,0,0,14309.391140306227,TRUE,1,0,0,1,0,0,1,0,14309.391140306227,0,0
OWRI - OR_20140375,2014,45.06449234,-123.6706444,WILLAMETTE,OWRI,5300,1,1,1,0,0,5745.437351789621,TRUE,1,0,0,1,0,0,1,0,5745.437351789621,0,0
OWRI - OR_20140383,2014,43.50240478,-123.7876526,SOUTHERN OREGON COASTAL,OWRI,56300,1,1,1,0,0,61031.72130297277,TRUE,1,0,0,1,0,0,1,0,61031.72130297277,0,0
OWRI - OR_20140384,2014,43.5013777,-123.785455,SOUTHERN OREGON COASTAL,OWRI,56300,1,1,1,0,0,61031.72130297277,TRUE,1,0,0,1,0,0,1,0,61031.72130297277,0,0
OWRI - OR_20140385,2014,43.4588441,-123.9674427,SOUTHERN OREGON COASTAL,OWRI,70700,1,1,1,0,0,76641.96618330684,TRUE,1,0,0,1,0,0,1,0,76641.96618330684,0,0
OWRI - OR_20140386,2014,43.50303326666667,-123.87403483333333,SOUTHERN OREGON COASTAL,OWRI,4650,3,3,1,1,1,5040.808242607875,TRUE,0,0,1,0,0,3,3,1,1680.269414202625,332.16517430632354,157.74437050258655
OWRI - OR_20140394,2014,46.00312654,-123.8306452,LOWER COLUMBIA,OWRI,5488,1,1,1,0,0,5949.23777106065,TRUE,1,0,0,1,0,0,1,0,5949.23777106065,0,0
OWRI - OR_20140406,2014,46.00551197,-123.7248083,LOWER COLUMBIA,OWRI,5840,1,1,1,0,0,6330.821534802149,TRUE,1,0,0,1,0,0,1,0,6330.821534802149,0,0
OWRI - OR_20140415,2014,44.24759533,-123.397185,WILLAMETTE,OWRI,30117,1,1,1,0,0,32648.176740348685,TRUE,1,0,0,1,0,0,1,0,32648.176740348685,0,0
OWRI - OR_20140417,2014,44.24548018,-123.3908653,WILLAMETTE,OWRI,40117,1,1,1,0,0,43488.62457391401,TRUE,1,0,0,1,0,0,1,0,43488.62457391401,0,0
OWRI - OR_20140438,2014,45.80626317,-123.7021447,NORTHERN OREGON COASTAL,OWRI,45402,1,1,1,0,0,49217.80125395328,TRUE,1,0,0,1,0,0,1,0,49217.80125395328,0,0
OWRI - OR_20140441,2014,45.917926,-123.434184,NORTHERN OREGON COASTAL,OWRI,10487,1,1,1,0,0,11368.377643059954,TRUE,0,1,0,0,1,0,1,0,11368.377643059954,0,0
OWRI - OR_20140481,2014,45.988881,-123.549961,NORTHERN OREGON COASTAL,OWRI,880,1,1,1,0,0,953.9594093537485,TRUE,0,1,0,0,1,0,1,0,953.9594093537485,0,0
OWRI - OR_20140483,2014,45.976021,-123.530184,NORTHERN OREGON COASTAL,OWRI,9179,1,1,1,0,0,9950.44706642961,TRUE,0,1,0,0,1,0,1,0,9950.44706642961,0,0
OWRI - OR_20140484,2014,45.962573,-123.530551,NORTHERN OREGON COASTAL,OWRI,3515,1,1,1,0,0,3810.417413498211,TRUE,0,1,0,0,1,0,1,0,3810.417413498211,0,0
OWRI - OR_20140493,2014,45.070236405,-123.76741949999999,NORTHERN OREGON COASTAL,OWRI,5000,2,2,1,0,0,5420.223916782662,TRUE,0,0,1,0,0,2,2,0,2710.111958391331,512.6173152930246,256.3086576465123
OWRI - OR_20140501,2014,45.068896045,-119.87779555,JOHN DAY,OWRI,211297,2,2,1,0,0,229055.41058888522,TRUE,1,0,0,2,0,0,2,0,114527.70529444261,1053.0076471504901,526.5038235752451
OWRI - OR_20140506,2013,44.22093872,-123.3717073,WILLAMETTE,OWRI,7020,1,1,1,1,1,7750.674709155906,TRUE,0,0,1,0,0,1,1,1,7750.674709155906,0,0
OWRI - OR_20140521,2014,43.663354,-122.456399,WILLAMETTE,OWRI,746,1,1,1,0,0,808.6974083839731,TRUE,0,1,0,0,1,0,1,0,808.6974083839731,0,0
OWRI - OR_2042,1997,42.869778,-124.228396,SOUTHERN OREGON COASTAL,OWRI,2800,1,1,1,0,0,4225.553536825773,TRUE,1,0,0,1,0,0,1,0,4225.553536825773,0,0
OWRI - OR_2061,1996,43.02208,-124.037966,SOUTHERN OREGON COASTAL,OWRI,4300,1,1,1,0,0,6601.1963773884,TRUE,1,0,0,1,0,0,1,0,6601.1963773884,0,0
OWRI - OR_2085,1995,42.963097,-123.904385,SOUTHERN OREGON COASTAL,OWRI,2000,1,1,1,0,0,3126.4950010088437,TRUE,1,0,0,1,0,0,1,0,3126.4950010088437,0,0
OWRI - OR_2143,1997,44.904687,-123.522596,WILLAMETTE,OWRI,8730,1,1,1,0,0,13174.6722773175,TRUE,1,0,0,1,0,0,1,0,13174.6722773175,0,0
OWRI - OR_2144,1997,44.919583,-123.469719,WILLAMETTE,OWRI,8730,1,1,1,0,0,13174.6722773175,TRUE,1,0,0,1,0,0,1,0,13174.6722773175,0,0
OWRI - OR_2178,1997,44.492183,-123.429211,WILLAMETTE,OWRI,5600,1,1,1,0,0,8451.107073651547,TRUE,0,1,0,0,1,0,1,0,8451.107073651547,0,0
OWRI - OR_45,1996,44.165042,-122.499673,WILLAMETTE,OWRI,9774,1,1,1,0,0,15004.672881998657,TRUE,1,0,0,1,0,0,1,0,15004.672881998657,0,0
OWRI - OR_46,1996,44.182535,-122.47866,WILLAMETTE,OWRI,11193,1,1,1,0,0,17183.067686536826,TRUE,1,0,0,1,0,0,1,0,17183.067686536826,0,0
OWRI - OR_523,1995,43.372767,-123.760787,SOUTHERN OREGON COASTAL,OWRI,6821,1,1,1,0,0,10662.91120094066,TRUE,1,0,0,1,0,0,1,0,10662.91120094066,0,0
OWRI - OR_529,1995,44.078331,-122.614434,WILLAMETTE,OWRI,19000,1,1,1,0,0,29701.702509584014,TRUE,1,0,0,1,0,0,1,0,29701.702509584014,0,0
OWRI - OR_547,1995,45.8091585,-123.069518,NORTHERN OREGON COASTAL,OWRI,3460,2,4,2,0,0,5408.836351745299,TRUE,1,0,1,2,0,2,4,0,1352.2090879363247,1386.0142473114856,693.0071236557428
OWRI - OR_549,1995,43.317742,-123.990551,SOUTHERN OREGON COASTAL,OWRI,1200,1,1,1,0,0,1875.8970006053062,TRUE,1,0,0,1,0,0,1,0,1875.8970006053062,0,0
OWRI - OR_582,1995,46.100091,-123.524912,LOWER COLUMBIA,OWRI,25522,1,1,1,0,0,39897.202707873854,TRUE,1,0,0,1,0,0,1,0,39897.202707873854,0,0
OWRI - OR_674,1997,44.590499,-122.556133,WILLAMETTE,OWRI,6230,1,1,1,0,0,9401.856619437345,TRUE,1,0,0,1,0,0,1,0,9401.856619437345,0,0
OWRI - OR_892,1997,44.0323215,-123.54144500000001,NORTHERN OREGON COASTAL,OWRI,4015,2,2,1,0,0,6059.141946555528,TRUE,1,0,0,2,0,0,2,0,3029.570973277764,547.8950517144939,273.94752585724694
OWRI - OR_905,1997,46.001864,-123.659103,LOWER COLUMBIA,OWRI,8437,1,1,1,0,0,12732.498282213946,TRUE,1,0,0,1,0,0,1,0,12732.498282213946,0,0
OWRI - OR_906,1997,45.977047,-123.836177,LOWER COLUMBIA,OWRI,10504,1,1,1,0,0,15851.862268149258,TRUE,1,0,0,1,0,0,1,0,15851.862268149258,0,0
OWRI - OR_907,1997,46.118485,-123.663677,LOWER COLUMBIA,OWRI,34289,1,1,1,0,0,51746.43043722105,TRUE,1,0,0,1,0,0,1,0,51746.43043722105,0,0
OWRI - OR_908,1997,45.4190775,-123.88597949999999,NORTHERN OREGON COASTAL,OWRI,8516,2,2,1,0,0,12851.719257002958,TRUE,1,0,0,2,0,0,2,0,6425.859628501479,856.0548811267123,428.02744056335615
OWRI - OR_909,1997,45.418153000000004,-123.8646315,NORTHERN OREGON COASTAL,OWRI,1500,2,2,1,0,0,2263.689394728093,TRUE,0,0,1,0,0,2,2,0,1131.8446973640464,1148.7461128501482,574.3730564250741
OWRI - OR_910,1997,45.421021499999995,-123.88944749999999,NORTHERN OREGON COASTAL,OWRI,1500,2,2,1,0,0,2263.689394728093,TRUE,0,0,1,0,0,2,2,0,1131.8446973640464,173.719232500267,86.8596162501335
OWRI - OR_911,1997,45.4012575,-123.871915,NORTHERN OREGON COASTAL,OWRI,2500,2,2,1,0,0,3772.8156578801545,TRUE,1,0,0,2,0,0,2,0,1886.4078289400773,106.0323353658483,53.01616768292415
OWRI - OR_912,1997,45.3798575,-123.878916,NORTHERN OREGON COASTAL,OWRI,9140,2,2,1,0,0,13793.414045209845,TRUE,1,0,0,2,0,0,2,0,6896.707022604923,384.57465143386185,192.28732571693092
OWRI - OR_913,1997,45.388439000000005,-123.85279299999999,NORTHERN OREGON COASTAL,OWRI,8930,2,2,1,0,0,13476.497529947912,TRUE,1,0,0,2,0,0,2,0,6738.248764973956,652.1285340901466,326.0642670450733
OWRI - OR_914,1997,45.311972499999996,-123.9347735,NORTHERN OREGON COASTAL,OWRI,1176,2,2,1,0,0,1774.7324854668248,TRUE,0,0,1,0,0,2,2,0,887.3662427334124,7357.468512159895,3678.7342560799475
OWRI - OR_916,1997,45.8504845,-123.890665,NORTHERN OREGON COASTAL,OWRI,15116,2,2,1,0,0,22811.952593806567,TRUE,1,0,0,2,0,0,2,0,11405.976296903284,645.4067041871534,322.7033520935767
OWRI - OR_917,1997,46.005561,-123.699189,LOWER COLUMBIA,OWRI,5746,1,1,1,0,0,8671.439508071748,TRUE,1,0,0,1,0,0,1,0,8671.439508071748,0,0
OWRI - OR_918,1997,45.968727,-123.760136,LOWER COLUMBIA,OWRI,7066,1,1,1,0,0,10663.48617543247,TRUE,1,0,0,1,0,0,1,0,10663.48617543247,0,0
OWRI - OR_919,1996,45.895586,-123.847892,NORTHERN OREGON COASTAL,OWRI,8085,1,1,1,0,0,12411.784351438422,TRUE,1,0,0,1,0,0,1,0,12411.784351438422,0,0
OWRI - OR_922,1996,45.976607,-123.664854,LOWER COLUMBIA,OWRI,10903,1,1,1,0,0,16737.870721550167,TRUE,1,0,0,1,0,0,1,0,16737.870721550167,0,0
OWRI - OR_923,1996,46.034273,-123.870326,LOWER COLUMBIA,OWRI,8609,1,1,1,0,0,13216.209212310869,TRUE,1,0,0,1,0,0,1,0,13216.209212310869,0,0
OWRI - OR_924,1996,45.971527,-123.897776,NORTHERN OREGON COASTAL,OWRI,14087,1,1,1,0,0,21625.826364714045,TRUE,1,0,0,1,0,0,1,0,21625.826364714045,0,0
OWRI - OR_926,1996,46.064409,-123.824701,LOWER COLUMBIA,OWRI,14369,1,1,1,0,0,22058.742034114865,TRUE,1,0,0,1,0,0,1,0,22058.742034114865,0,0
OWRI - OR_927,1996,46.097382,-123.675019,LOWER COLUMBIA,OWRI,15195,1,1,1,0,0,23326.78580335273,TRUE,1,0,0,1,0,0,1,0,23326.78580335273,0,0
OWRI - OR_928,1995,45.858871,-123.939106,NORTHERN OREGON COASTAL,OWRI,2550,2,2,1,0,0,3986.2811262862756,TRUE,0,0,1,0,0,2,2,0,1993.1405631431378,709.1374803850209,354.56874019251046
OWRI - OR_929,1995,45.844608666666666,-123.88791066666667,NORTHERN OREGON COASTAL,OWRI,7580,3,3,1,0,0,11849.416053823517,TRUE,1,0,0,3,0,0,3,0,3949.805351274506,834.7053808704452,372.3913729290135
OWRI - OR_930,1996,45.928724,-123.883992,NORTHERN OREGON COASTAL,OWRI,5760,1,1,1,0,0,8842.532821803996,TRUE,1,0,0,1,0,0,1,0,8842.532821803996,0,0
OWRI - OR_933,1995,45.375965,-123.881453,NORTHERN OREGON COASTAL,OWRI,9637,1,1,1,0,0,15065.016162361113,TRUE,1,0,0,1,0,0,1,0,15065.016162361113,0,0
OWRI - OR_980002,1998,45.941279,-123.269275,NORTHERN OREGON COASTAL,OWRI,12220,2,2,1,0,0,18236.356499300935,TRUE,1,0,0,2,0,0,2,0,9118.178249650467,3216.2190599363466,1608.1095299681733
OWRI - OR_980006,1998,43.309579,-124.010302,SOUTHERN OREGON COASTAL,OWRI,9193,1,1,1,0,0,13719.052806716325,TRUE,1,0,0,1,0,0,1,0,13719.052806716325,0,0
OWRI - OR_980007,1998,44.299391,-123.636449,NORTHERN OREGON COASTAL,OWRI,13771,2,2,1,0,0,20550.97097805836,TRUE,1,0,0,2,0,0,2,0,10275.48548902918,183.27511529303857,91.63755764651928
OWRI - OR_980018,1998,43.3782385,-123.73411475,SOUTHERN OREGON COASTAL,OWRI,27100,4,4,1,0,0,40442.32906146116,TRUE,1,0,0,4,0,0,4,0,10110.58226536529,3704.0551582846365,1448.7264002657423
OWRI - OR_980035,1998,43.463786,-124.008863,SOUTHERN OREGON COASTAL,OWRI,77100,1,1,1,0,0,115059.17234828987,TRUE,0,1,0,0,1,0,1,0,115059.17234828987,0,0
