project_id,worksite_id,completed_year,latitude,longitude,county,state,subwatershed,watershed,subbasin,basin,project_source,action,project_cost,state_full,n_metric,n_action_wrk,n_metric_wrk,n_metric_wrk_dist,n_worksites,n_action_prj,n_action_prj_dist,n_metric_prj,n_metric_prj_dist,adj_cost,cost_avail,n_culverts,action_fishpass_culvimp_prj,action_fishpass_culvinst_prj,action_fishpass_culvrem_prj,action_fishpass_culvimp_count_prj,action_fishpass_culvinst_count_prj,action_fishpass_culvrem_count_prj,n_culverts_fromcount,cost_per_culvert,action_fishpass_culvimp_wrk,action_fishpass_culvinst_wrk,action_fishpass_culvrem_wrk,action_fishpass_culvimp_count_wrk,action_fishpass_culvinst_count_wrk,action_fishpass_culvrem_count_wrk,dist_max,dist_mean,fips,state_fips,emp_agforest,emp_mining,emp_util,emp_const,emp_manuf,emp_wholesale,emp_retail,emp_transport,emp_info,emp_finance,emp_realestate,emp_profsci,emp_mgmn,emp_admin,emp_educ,emp_health,emp_arts,emp_food,emp_other
OWRI - OR_20070237,OWRI - OR_20070237-WS-1,2007,43.57928,-122.864146,"oregon,lane",OR,UPPER MOSBY CREEK,MOSBY CREEK,WILLAMETTE,WILLAMETTE,OWRI,fishpass_culvrem,61154,OR,0,1,0,0,1,1,1,0,0,74286.08296704781,TRUE,1,0,0,1,0,0,1,0,74286.08296704781,0,0,1,0,0,1,0,0,41039,41,0.01180678379121959,0.0011948276539716228,9.511456982274103e-4,0.06158864913728727,0.15567346617930275,0.04890146602208859,0.1588413316039775,0.024556852572416774,0.029422630979051213,0.0408127972330307,0.018802814133553433,0.04758086703611995,0.010769170302244233,0.05453759383720473,0.013756239437173289,0.1562866014227882,0.01656251228235664,0.10684274653146249,0.0411115041465236
OWRI - OR_20070238,OWRI - OR_20070238-WS-1,2007,43.730448,-122.858626,"oregon,lane",OR,UPPER ROW RIVER,ROW RIVER,WILLAMETTE,WILLAMETTE,OWRI,fishpass_culvrem,58317,OR,0,1,0,0,1,1,1,0,0,70839.8714783878,TRUE,1,0,0,1,0,0,1,0,70839.8714783878,0,0,1,0,0,1,0,0,41039,41,0.01180678379121959,0.0011948276539716228,9.511456982274103e-4,0.06158864913728727,0.15567346617930275,0.04890146602208859,0.1588413316039775,0.024556852572416774,0.029422630979051213,0.0408127972330307,0.018802814133553433,0.04758086703611995,0.010769170302244233,0.05453759383720473,0.013756239437173289,0.1562866014227882,0.01656251228235664,0.10684274653146249,0.0411115041465236
OWRI - OR_20070253,OWRI - OR_20070253-WS-1,2007,43.410413,-123.907447,"oregon,coos",OR,EAST FORK MILLICOMA RIVER,MILLICOMA_RIVER,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,OWRI,fishpass_culvrem,50000,OR,0,1,0,0,1,1,1,0,0,60736.89616954559,TRUE,1,0,0,1,0,0,1,0,60736.89616954559,0,0,1,0,0,1,0,0,41011,41,0.0409369527145359,0.0033384413309982485,0,0.05511164623467601,0.0780976357267951,0.023095446584938704,0.17359894921190894,0.052320490367775835,0.046081436077057794,0.027583187390542906,0.014503064798598949,0.027035901926444835,0.00186077057793345,0.04947460595446585,0.006950525394045534,0.20129159369527144,0.05051444833625219,0.10759632224168127,0.04060858143607706
OWRI - OR_20070254,OWRI - OR_20070254-WS-1,2007,43.422492,-123.810987,"oregon,coos",OR,EAST FORK MILLICOMA RIVER,MILLICOMA_RIVER,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,OWRI,fishpass_culvrem,16000,OR,0,1,0,0,1,1,1,0,0,19435.806774254586,TRUE,1,0,0,1,0,0,1,0,19435.806774254586,0,0,1,0,0,1,0,0,41011,41,0.0409369527145359,0.0033384413309982485,0,0.05511164623467601,0.0780976357267951,0.023095446584938704,0.17359894921190894,0.052320490367775835,0.046081436077057794,0.027583187390542906,0.014503064798598949,0.027035901926444835,0.00186077057793345,0.04947460595446585,0.006950525394045534,0.20129159369527144,0.05051444833625219,0.10759632224168127,0.04060858143607706
OWRI - OR_20070255,OWRI - OR_20070255-WS-1,2007,43.44762,-123.985096,"oregon,coos",OR,EAST FORK MILLICOMA RIVER,MILLICOMA_RIVER,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,OWRI,fishpass_culvimp,51000,OR,0,1,0,0,1,1,1,0,0,61951.634092936496,TRUE,1,1,0,0,1,0,0,0,61951.634092936496,1,0,0,1,0,0,0,0,41011,41,0.0409369527145359,0.0033384413309982485,0,0.05511164623467601,0.0780976357267951,0.023095446584938704,0.17359894921190894,0.052320490367775835,0.046081436077057794,0.027583187390542906,0.014503064798598949,0.027035901926444835,0.00186077057793345,0.04947460595446585,0.006950525394045534,0.20129159369527144,0.05051444833625219,0.10759632224168127,0.04060858143607706
OWRI - OR_20070257,OWRI - OR_20070257-WS-1,2006,43.180945,-123.684512,"oregon,douglas",OR,WILLIAMS RIVER,SOUTH_FORK_COOS,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,OWRI,fishpass_culvrem,7000,OR,0,1,0,0,1,1,1,0,0,8731.526279996115,TRUE,1,0,0,1,0,0,1,0,8731.526279996115,0,0,1,0,0,1,0,0,41019,41,0.0315142882578118,0.002373957684204279,0.00501498560788154,0.05563963322353779,0.1976616516810588,0.02611353452624707,0.15804623282589988,0.04074304875515594,0.01293806937891332,0.027419211252559424,0.01421407163417312,0.03353215228938544,0,0.04875515593934538,0.012255556544704591,0.1557909730259058,0.015341701534170154,0.12902460013650258,0.0336211757025431
OWRI - OR_20070259,OWRI - OR_20070259-WS-1,2006,43.217925,-123.593591,"oregon,douglas",OR,WILLIAMS RIVER,SOUTH_FORK_COOS,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,OWRI,fishpass_culvrem,1500,OR,0,1,0,0,2,2,1,0,0,1871.041345713453,TRUE,2,0,0,1,0,0,2,0,935.5206728567265,0,0,1,0,0,1,44.23814358317633,22.119071791588166,41019,41,0.0315142882578118,0.002373957684204279,0.00501498560788154,0.05563963322353779,0.1976616516810588,0.02611353452624707,0.15804623282589988,0.04074304875515594,0.01293806937891332,0.027419211252559424,0.01421407163417312,0.03353215228938544,0,0.04875515593934538,0.012255556544704591,0.1557909730259058,0.015341701534170154,0.12902460013650258,0.0336211757025431
OWRI - OR_20070259,OWRI - OR_20070259-WS-2,2006,43.218043,-123.594111,"oregon,douglas",OR,WILLIAMS RIVER,SOUTH_FORK_COOS,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,OWRI,fishpass_culvrem,1500,OR,0,1,0,0,2,2,1,0,0,1871.041345713453,TRUE,2,0,0,1,0,0,2,0,935.5206728567265,0,0,1,0,0,1,44.23814358317633,22.119071791588166,41019,41,0.0315142882578118,0.002373957684204279,0.00501498560788154,0.05563963322353779,0.1976616516810588,0.02611353452624707,0.15804623282589988,0.04074304875515594,0.01293806937891332,0.027419211252559424,0.01421407163417312,0.03353215228938544,0,0.04875515593934538,0.012255556544704591,0.1557909730259058,0.015341701534170154,0.12902460013650258,0.0336211757025431
OWRI - OR_20070261,OWRI - OR_20070261-WS-1,2007,46.002573,-123.589142,"oregon,clatsop",OR,LITTLE FISHHAWK CREEK,LOWER NEHALEM RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvimp,12872,OR,0,1,0,0,1,1,1,0,0,15636.106549887816,TRUE,1,1,0,0,1,0,0,0,15636.106549887816,1,0,0,1,0,0,0,0,41007,41,0.032660184492645225,0,0,0.08410205268844012,0,0.015041967921549073,0.22130806947560874,0.02185656112357683,0.016620959029335993,0.02534696251973739,0.032992603673231945,0.027507687193551067,0,0.028671154325604586,0,0.12457408792487326,0.02252139948475027,0.28488323776281893,0.061913072384276575
OWRI - OR_20070264,OWRI - OR_20070264-WS-1,2007,45.957514,-123.884802,"oregon,clatsop",OR,LOWER NECANICUM RIVER,NECANICUM RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvrem,11476,OR,0,1,0,0,2,2,1,0,0,13940.332408834103,TRUE,2,0,0,1,0,0,2,0,6970.166204417052,0,0,1,0,0,1,293.89236680644615,146.94618340322307,41007,41,0.032660184492645225,0,0,0.08410205268844012,0,0.015041967921549073,0.22130806947560874,0.02185656112357683,0.016620959029335993,0.02534696251973739,0.032992603673231945,0.027507687193551067,0,0.028671154325604586,0,0.12457408792487326,0.02252139948475027,0.28488323776281893,0.061913072384276575
OWRI - OR_20070264,OWRI - OR_20070264-WS-2,2007,45.957427,-123.881013,"oregon,clatsop",OR,LOWER NECANICUM RIVER,NECANICUM RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvrem,11476,OR,0,1,0,0,2,2,1,0,0,13940.332408834103,TRUE,2,0,0,1,0,0,2,0,6970.166204417052,0,0,1,0,0,1,293.89236680644615,146.94618340322307,41007,41,0.032660184492645225,0,0,0.08410205268844012,0,0.015041967921549073,0.22130806947560874,0.02185656112357683,0.016620959029335993,0.02534696251973739,0.032992603673231945,0.027507687193551067,0,0.028671154325604586,0,0.12457408792487326,0.02252139948475027,0.28488323776281893,0.061913072384276575
OWRI - OR_20070268,OWRI - OR_20070268-WS-1,2007,46.003732,-123.703539,"oregon,clatsop",OR,UPPER YOUNGS RIVER,YOUNGS RIVER,LOWER COLUMBIA,LOWER COLUMBIA,OWRI,fishpass_culvimp,142500,OR,0,2,0,0,2,4,2,0,0,173100.15408320492,TRUE,4,1,0,1,2,0,2,0,43275.03852080123,1,0,1,1,0,1,477.240247105603,238.6201235528015,41007,41,0.032660184492645225,0,0,0.08410205268844012,0,0.015041967921549073,0.22130806947560874,0.02185656112357683,0.016620959029335993,0.02534696251973739,0.032992603673231945,0.027507687193551067,0,0.028671154325604586,0,0.12457408792487326,0.02252139948475027,0.28488323776281893,0.061913072384276575
OWRI - OR_20070268,OWRI - OR_20070268-WS-2,2007,45.999746,-123.701249,"oregon,clatsop",OR,UPPER YOUNGS RIVER,YOUNGS RIVER,LOWER COLUMBIA,LOWER COLUMBIA,OWRI,fishpass_culvimp,142500,OR,0,2,0,0,2,4,2,0,0,173100.15408320492,TRUE,4,1,0,1,2,0,2,0,43275.03852080123,1,0,1,1,0,1,477.240247105603,238.6201235528015,41007,41,0.032660184492645225,0,0,0.08410205268844012,0,0.015041967921549073,0.22130806947560874,0.02185656112357683,0.016620959029335993,0.02534696251973739,0.032992603673231945,0.027507687193551067,0,0.028671154325604586,0,0.12457408792487326,0.02252139948475027,0.28488323776281893,0.061913072384276575
OWRI - OR_20070269,OWRI - OR_20070269-WS-1,2007,45.976875,-123.834027,"oregon,clatsop",OR,UPPER LEWIS AND CLARK RIVER,YOUNGS RIVER,LOWER COLUMBIA,LOWER COLUMBIA,OWRI,fishpass_culvrem,84600,OR,0,1,0,0,1,1,1,0,0,102766.82831887114,TRUE,1,0,0,1,0,0,1,0,102766.82831887114,0,0,1,0,0,1,0,0,41007,41,0.032660184492645225,0,0,0.08410205268844012,0,0.015041967921549073,0.22130806947560874,0.02185656112357683,0.016620959029335993,0.02534696251973739,0.032992603673231945,0.027507687193551067,0,0.028671154325604586,0,0.12457408792487326,0.02252139948475027,0.28488323776281893,0.061913072384276575
OWRI - OR_20070270,OWRI - OR_20070270-WS-1,2007,45.952852,-123.714426,"oregon,clatsop",OR,UPPER LEWIS AND CLARK RIVER,YOUNGS RIVER,LOWER COLUMBIA,LOWER COLUMBIA,OWRI,fishpass_culvrem,133400,OR,0,1,0,0,1,1,1,0,0,162046.03898034763,TRUE,1,0,0,1,0,0,1,0,162046.03898034763,0,0,1,0,0,1,0,0,41007,41,0.032660184492645225,0,0,0.08410205268844012,0,0.015041967921549073,0.22130806947560874,0.02185656112357683,0.016620959029335993,0.02534696251973739,0.032992603673231945,0.027507687193551067,0,0.028671154325604586,0,0.12457408792487326,0.02252139948475027,0.28488323776281893,0.061913072384276575
OWRI - OR_20070271,OWRI - OR_20070271-WS-1,2007,46.014426,-123.85636,"oregon,clatsop",OR,LOWER LEWIS AND CLARK RIVER,YOUNGS RIVER,LOWER COLUMBIA,LOWER COLUMBIA,OWRI,fishpass_culvrem,90650,OR,0,1,0,0,1,1,1,0,0,110115.99275538615,TRUE,1,0,0,1,0,0,1,0,110115.99275538615,0,0,1,0,0,1,0,0,41007,41,0.032660184492645225,0,0,0.08410205268844012,0,0.015041967921549073,0.22130806947560874,0.02185656112357683,0.016620959029335993,0.02534696251973739,0.032992603673231945,0.027507687193551067,0,0.028671154325604586,0,0.12457408792487326,0.02252139948475027,0.28488323776281893,0.061913072384276575
OWRI - OR_20070272,OWRI - OR_20070272-WS-1,2007,46.161776,-123.678213,"oregon,clatsop",OR,BEAR CREEK,BIG CREEK,LOWER COLUMBIA,LOWER COLUMBIA,OWRI,fishpass_culvrem,107350,OR,0,1,0,0,1,1,1,0,0,130402.11607601437,TRUE,1,0,0,1,0,0,1,0,130402.11607601437,0,0,1,0,0,1,0,0,41007,41,0.032660184492645225,0,0,0.08410205268844012,0,0.015041967921549073,0.22130806947560874,0.02185656112357683,0.016620959029335993,0.02534696251973739,0.032992603673231945,0.027507687193551067,0,0.028671154325604586,0,0.12457408792487326,0.02252139948475027,0.28488323776281893,0.061913072384276575
OWRI - OR_20070306,OWRI - OR_20070306-WS-1,2007,45.109461,-122.44401,"oregon,clackamas",OR,WOODCOCK CREEK,LOWER MOLALLA RIVER,WILLAMETTE,WILLAMETTE,OWRI,fishpass_culvimp,15240,OR,0,1,0,0,2,2,1,0,0,18512.605952477494,TRUE,2,1,0,0,2,0,0,0,9256.302976238747,1,0,0,1,0,0,0,0,41005,41,0.0019835460826794706,7.465745403443026e-4,0,0.08994027403677246,0.1302040637076941,0.0754186672912519,0.14598460007026584,0.034386345005269936,0.014953448881602062,0.04644864738259749,0.019498770347815903,0.06482023656165828,0.02256558144981848,0.056249268064176135,0.015334055510012882,0.12125980794003982,0.01377503220517625,0.0954737088652067,0.05095737205761799
OWRI - OR_20070306,OWRI - OR_20070306-WS-2,2007,45.109461,-122.44401,"oregon,clackamas",OR,WOODCOCK CREEK,LOWER MOLALLA RIVER,WILLAMETTE,WILLAMETTE,OWRI,fishpass_culvimp,15240,OR,0,1,0,0,2,2,1,0,0,18512.605952477494,TRUE,2,1,0,0,2,0,0,0,9256.302976238747,1,0,0,1,0,0,0,0,41005,41,0.0019835460826794706,7.465745403443026e-4,0,0.08994027403677246,0.1302040637076941,0.0754186672912519,0.14598460007026584,0.034386345005269936,0.014953448881602062,0.04644864738259749,0.019498770347815903,0.06482023656165828,0.02256558144981848,0.056249268064176135,0.015334055510012882,0.12125980794003982,0.01377503220517625,0.0954737088652067,0.05095737205761799
OWRI - OR_20070307,OWRI - OR_20070307-WS-1,2007,45.036091,-122.287647,"oregon,clackamas",OR,UPPER NORTH FORK OF MOLALLA RIVER,UPPER MOLALLA RIVER,WILLAMETTE,WILLAMETTE,OWRI,fishpass_culvimp,20400,OR,0,1,0,0,2,2,1,0,0,24780.653637174597,TRUE,2,1,0,0,2,0,0,0,12390.326818587298,1,0,0,1,0,0,0,0,41005,41,0.0019835460826794706,7.465745403443026e-4,0,0.08994027403677246,0.1302040637076941,0.0754186672912519,0.14598460007026584,0.034386345005269936,0.014953448881602062,0.04644864738259749,0.019498770347815903,0.06482023656165828,0.02256558144981848,0.056249268064176135,0.015334055510012882,0.12125980794003982,0.01377503220517625,0.0954737088652067,0.05095737205761799
OWRI - OR_20070307,OWRI - OR_20070307-WS-2,2007,45.036091,-122.287647,"oregon,clackamas",OR,UPPER NORTH FORK OF MOLALLA RIVER,UPPER MOLALLA RIVER,WILLAMETTE,WILLAMETTE,OWRI,fishpass_culvimp,20400,OR,0,1,0,0,2,2,1,0,0,24780.653637174597,TRUE,2,1,0,0,2,0,0,0,12390.326818587298,1,0,0,1,0,0,0,0,41005,41,0.0019835460826794706,7.465745403443026e-4,0,0.08994027403677246,0.1302040637076941,0.0754186672912519,0.14598460007026584,0.034386345005269936,0.014953448881602062,0.04644864738259749,0.019498770347815903,0.06482023656165828,0.02256558144981848,0.056249268064176135,0.015334055510012882,0.12125980794003982,0.01377503220517625,0.0954737088652067,0.05095737205761799
OWRI - OR_20070325,OWRI - OR_20070325-WS-1,2006,45.750931,-123.892918,"oregon,tillamook",OR,LOWER NORTH FORK NEHALEM RIVER,NORTH FORK OF NEHALEM RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvrem,105155,OR,0,1,0,0,1,1,1,0,0,131166.23513899877,TRUE,1,0,0,1,0,0,1,0,131166.23513899877,0,0,1,0,0,1,0,0,41057,41,0.04770531400966183,NA,0,0.07231280193236715,0.23490338164251207,0,0.161231884057971,0.03109903381642512,0,0.024456521739130436,0.014039855072463768,0.025060386473429952,NA,0.042572463768115944,0,0.11881038647342995,0.011473429951690822,0.16002415458937197,0.05631038647342995
OWRI - OR_20070330,OWRI - OR_20070330-WS-1,2007,45.142467,-122.366977,"oregon,clackamas",OR,CANYON CREEK,LOWER MOLALLA RIVER,WILLAMETTE,WILLAMETTE,OWRI,fishpass_culvimp,3245,OR,0,1,0,0,1,1,1,0,0,3941.8245614035086,TRUE,1,1,0,0,1,0,0,0,3941.8245614035086,1,0,0,1,0,0,0,0,41005,41,0.0019835460826794706,7.465745403443026e-4,0,0.08994027403677246,0.1302040637076941,0.0754186672912519,0.14598460007026584,0.034386345005269936,0.014953448881602062,0.04644864738259749,0.019498770347815903,0.06482023656165828,0.02256558144981848,0.056249268064176135,0.015334055510012882,0.12125980794003982,0.01377503220517625,0.0954737088652067,0.05095737205761799
OWRI - OR_20070331,OWRI - OR_20070331-WS-1,2006,45.126237,-122.383054,"oregon,clackamas",OR,CANYON CREEK,LOWER MOLALLA RIVER,WILLAMETTE,WILLAMETTE,OWRI,fishpass_culvimp,5670,OR,0,1,0,0,1,1,1,0,0,7072.536286796852,TRUE,1,1,0,0,1,0,0,0,7072.536286796852,1,0,0,1,0,0,0,0,41005,41,0.0019047478423931902,8.268672804187492e-4,0,0.09136883448627178,0.12958929797491345,0.07167905737130033,0.14924954411558422,0.0347210430340123,0.022074403289750535,0.05078589305357657,0.022687171006489433,0.05768875829635809,0.03164243896316749,0.05563635558246156,0.013362765871053001,0.1122250850861197,0.013547334460432187,0.09269772832980192,0.04831267395589549
OWRI - OR_20070332,OWRI - OR_20070332-WS-1,2006,45.124176,-122.426563,"oregon,clackamas",OR,WOODCOCK CREEK,LOWER MOLALLA RIVER,WILLAMETTE,WILLAMETTE,OWRI,fishpass_culvimp,3825,OR,0,1,0,0,2,2,1,0,0,4771.155431569306,TRUE,2,1,0,0,2,0,0,0,2385.577715784653,1,0,0,1,0,0,295.66580412861504,147.83290206430752,41005,41,0.0019047478423931902,8.268672804187492e-4,0,0.09136883448627178,0.12958929797491345,0.07167905737130033,0.14924954411558422,0.0347210430340123,0.022074403289750535,0.05078589305357657,0.022687171006489433,0.05768875829635809,0.03164243896316749,0.05563635558246156,0.013362765871053001,0.1122250850861197,0.013547334460432187,0.09269772832980192,0.04831267395589549
OWRI - OR_20070332,OWRI - OR_20070332-WS-2,2006,45.125216,-122.423104,"oregon,clackamas",OR,WOODCOCK CREEK,LOWER MOLALLA RIVER,WILLAMETTE,WILLAMETTE,OWRI,fishpass_culvimp,3825,OR,0,1,0,0,2,2,1,0,0,4771.155431569306,TRUE,2,1,0,0,2,0,0,0,2385.577715784653,1,0,0,1,0,0,295.66580412861504,147.83290206430752,41005,41,0.0019047478423931902,8.268672804187492e-4,0,0.09136883448627178,0.12958929797491345,0.07167905737130033,0.14924954411558422,0.0347210430340123,0.022074403289750535,0.05078589305357657,0.022687171006489433,0.05768875829635809,0.03164243896316749,0.05563635558246156,0.013362765871053001,0.1122250850861197,0.013547334460432187,0.09269772832980192,0.04831267395589549
OWRI - OR_20070355,OWRI - OR_20070355-WS-1,2007,43.534083,-123.616595,"oregon,douglas",OR,MCGEE CREEK,UPPER UMPQUA RIVER,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,OWRI,fishpass_culvimp,NA,OR,0,1,0,0,1,1,1,0,0,NA,FALSE,1,1,0,0,1,0,0,0,NA,1,0,0,1,0,0,0,0,41019,41,0.04302600472813239,0.003230890464933018,0.006816390858944051,0.06686367218282112,0,0.028447596532702915,0.19479905437352246,0.05401891252955083,0.014972419227738377,0.037864460204885736,0.01804570527974783,0.033490937746256895,0,0.06272655634357761,0.011347517730496455,0.19940898345153665,0.016509062253743104,0.1648148148148148,0.043617021276595745
OWRI - OR_20070359,OWRI - OR_20070359-WS-1,2007,44.515255,-123.453643,"oregon,benton",OR,GREASY CREEK,MARYS RIVER,WILLAMETTE,WILLAMETTE,OWRI,fishpass_culvimp,16654,OR,0,1,0,0,2,2,1,0,0,20230.245376152245,TRUE,2,1,0,0,2,0,0,0,10115.122688076122,1,0,0,1,0,0,867.9919708091994,433.9959854045997,41003,41,0.014482033713551602,0,0,0.04582084322809203,0.1709425000973255,0.015455288667419317,0.14147234009421109,0.018375053529022464,0.031105228325612178,0.023046677307587495,0.01728500798069062,0.08860513100011679,0,0.038774477362089776,0.011601199050103164,0.18102542141939504,0.01981547086074668,0.1284696539105384,0.05372367345349788
OWRI - OR_20070359,OWRI - OR_20070359-WS-2,2007,44.511139,-123.444365,"oregon,benton",OR,GREASY CREEK,MARYS RIVER,WILLAMETTE,WILLAMETTE,OWRI,fishpass_culvimp,16654,OR,0,1,0,0,2,2,1,0,0,20230.245376152245,TRUE,2,1,0,0,2,0,0,0,10115.122688076122,1,0,0,1,0,0,867.9919708091994,433.9959854045997,41003,41,0.014482033713551602,0,0,0.04582084322809203,0.1709425000973255,0.015455288667419317,0.14147234009421109,0.018375053529022464,0.031105228325612178,0.023046677307587495,0.01728500798069062,0.08860513100011679,0,0.038774477362089776,0.011601199050103164,0.18102542141939504,0.01981547086074668,0.1284696539105384,0.05372367345349788
OWRI - OR_20070360,OWRI - OR_20070360-WS-1,2007,44.549851,-123.485381,"oregon,benton",OR,MIDDLE MARYS RIVER,MARYS RIVER,WILLAMETTE,WILLAMETTE,OWRI,fishpass_culvimp,17721,OR,0,1,0,0,2,2,1,0,0,21526.370740410344,TRUE,2,1,0,0,2,0,0,0,10763.185370205172,1,0,0,1,0,0,617.00836164567,308.504180822835,41003,41,0.014482033713551602,0,0,0.04582084322809203,0.1709425000973255,0.015455288667419317,0.14147234009421109,0.018375053529022464,0.031105228325612178,0.023046677307587495,0.01728500798069062,0.08860513100011679,0,0.038774477362089776,0.011601199050103164,0.18102542141939504,0.01981547086074668,0.1284696539105384,0.05372367345349788
OWRI - OR_20070360,OWRI - OR_20070360-WS-2,2007,44.555245,-123.483539,"oregon,benton",OR,MIDDLE MARYS RIVER,MARYS RIVER,WILLAMETTE,WILLAMETTE,OWRI,fishpass_culvimp,17721,OR,0,1,0,0,2,2,1,0,0,21526.370740410344,TRUE,2,1,0,0,2,0,0,0,10763.185370205172,1,0,0,1,0,0,617.00836164567,308.504180822835,41003,41,0.014482033713551602,0,0,0.04582084322809203,0.1709425000973255,0.015455288667419317,0.14147234009421109,0.018375053529022464,0.031105228325612178,0.023046677307587495,0.01728500798069062,0.08860513100011679,0,0.038774477362089776,0.011601199050103164,0.18102542141939504,0.01981547086074668,0.1284696539105384,0.05372367345349788
OWRI - OR_20070392,OWRI - OR_20070392-WS-1,2005,44.874316,-124.026738,NA,OR,SILETZ BAY,LOWER SILETZ RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvimp,22159,OR,0,1,0,0,1,1,1,0,0,28477.875621677118,TRUE,1,1,0,0,1,0,0,0,28477.875621677118,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OWRI - OR_20070404,OWRI - OR_20070404-WS-1,2007,43.829471,-122.821432,"oregon,lane",OR,LOST CREEK,MIDDLE FORK WILLAMETTE/LOOKOUT POINT,WILLAMETTE,WILLAMETTE,OWRI,fishpass_culvrem,8885,OR,0,1,0,0,1,1,1,0,0,10792.94644932825,TRUE,1,0,0,1,0,0,1,0,10792.94644932825,0,0,1,0,0,1,0,0,41039,41,0.01180678379121959,0.0011948276539716228,9.511456982274103e-4,0.06158864913728727,0.15567346617930275,0.04890146602208859,0.1588413316039775,0.024556852572416774,0.029422630979051213,0.0408127972330307,0.018802814133553433,0.04758086703611995,0.010769170302244233,0.05453759383720473,0.013756239437173289,0.1562866014227882,0.01656251228235664,0.10684274653146249,0.0411115041465236
OWRI - OR_20070427,OWRI - OR_20070427-WS-1,2006,45.778307,-116.950051,"oregon,wallowa",OR,DEVILS RUN CREEK,CHESNIMNUS CREEK,LOWER SNAKE,LOWER SNAKE,OWRI,fishpass_culvimp,114180,OR,0,1,0,0,1,1,1,0,0,142423.66723570804,TRUE,1,1,0,0,1,0,0,0,142423.66723570804,1,0,0,1,0,0,0,0,41063,41,0.07149084568439407,NA,0,0.17436791630340018,0,0,0.35919790758500436,0,0.022667829119442023,0,0.04097646033129904,0.06800348735832606,NA,0,0,0,0,0.1857018308631212,0.07759372275501308
OWRI - OR_20070494,OWRI - OR_20070494-WS-1,2007,46.016422,-123.303631,"oregon,columbia",OR,CALVIN CREEK,MIDDLE NEHALEM RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvimp,21489,OR,0,1,0,0,1,1,1,0,0,26103.503235747303,TRUE,1,1,0,0,1,0,0,0,26103.503235747303,1,0,0,1,0,0,0,0,41009,41,0.033877500920584266,0.010187799189885847,0,0.06431815392168896,0.22793666380262673,0.013747391677918252,0.20154658156376581,0.04050570762243771,0,0.03608690315453541,0.014729348226340984,0.03375475635203142,NA,0,0,0.1161163618509881,0,0.14201546581563765,0.06517736590155886
OWRI - OR_20070534,OWRI - OR_20070534-WS-1,2007,43.150586,-124.245332,"oregon,coos",OR,CUNNINGHAM CREEK,NORTH_FORK_COQUILLE,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,OWRI,fishpass_culvimp,13869,OR,0,1,0,0,1,1,1,0,0,16847.200259508554,TRUE,1,1,0,0,1,0,0,0,16847.200259508554,1,0,0,1,0,0,0,0,41011,41,0.0409369527145359,0.0033384413309982485,0,0.05511164623467601,0.0780976357267951,0.023095446584938704,0.17359894921190894,0.052320490367775835,0.046081436077057794,0.027583187390542906,0.014503064798598949,0.027035901926444835,0.00186077057793345,0.04947460595446585,0.006950525394045534,0.20129159369527144,0.05051444833625219,0.10759632224168127,0.04060858143607706
OWRI - OR_20070535,OWRI - OR_20070535-WS-1,2007,43.153036,-124.24325,"oregon,coos",OR,CUNNINGHAM CREEK,NORTH_FORK_COQUILLE,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,OWRI,fishpass_culvimp,14851,OR,0,1,0,0,1,1,1,0,0,18040.07290027843,TRUE,1,1,0,0,1,0,0,0,18040.07290027843,1,0,0,1,0,0,0,0,41011,41,0.0409369527145359,0.0033384413309982485,0,0.05511164623467601,0.0780976357267951,0.023095446584938704,0.17359894921190894,0.052320490367775835,0.046081436077057794,0.027583187390542906,0.014503064798598949,0.027035901926444835,0.00186077057793345,0.04947460595446585,0.006950525394045534,0.20129159369527144,0.05051444833625219,0.10759632224168127,0.04060858143607706
