project_id,worksite_id,state,subwatershed,watershed,subbasin,basin,project_source,adj_cost,pure_culv,ua_dist,ua_nn_name,uc_dist,uc_nn_name,publand,fips,county,state_fips,emp_agforest,emp_mining,emp_util,emp_const,emp_manuf,emp_wholesale,emp_retail,emp_transport,emp_info,emp_finance,emp_realestate,emp_profsci,emp_mgmn,emp_admin,emp_educ,emp_health,emp_arts,emp_food,emp_other,comid,popdens_cat,popdens_cat_nodata,popdens_acc,popdens_acc_notdata,popdens_tot,popdens_tot_nodata,hdens_cat,hdens_cat_nodata,hdens_acc,hdens_acc_notdata,hdens_tot,hdens_tot_nodata,nlcd_openwater_acc,nlcd_icesnow_acc,nlcd_devopen_acc,nlcd_devlow_acc,nlcd_devmed_acc,nlcd_devhigh_acc,nlcd_barren_acc,nlcd_fordec_acc,nlcd_forcon_acc,nlcd_formix_acc,nlcd_shrub_acc,nlcd_grass_acc,nlcd_pasture_acc,nlcd_crop_acc,nlcd_wetwood_acc,nlcd_wetherb_acc,nlcd_nodat_acc,nlcd_openwater_cat,nlcd_icesnow_cat,nlcd_devopen_cat,nlcd_devlow_cat,nlcd_devmed_cat,nlcd_devhigh_cat,nlcd_barren_cat,nlcd_fordec_cat,nlcd_forcon_cat,nlcd_formix_cat,nlcd_shrub_cat,nlcd_grass_cat,nlcd_pasture_cat,nlcd_crop_cat,nlcd_wetwood_cat,nlcd_wetherb_cat,nlcd_nodat_cat,nlcd_openwater_tot,nlcd_icesnow_tot,nlcd_devopen_tot,nlcd_devlow_tot,nlcd_devmed_tot,nlcd_devhigh_tot,nlcd_barren_tot,nlcd_fordec_tot,nlcd_forcon_tot,nlcd_formix_tot,nlcd_shrub_tot,nlcd_grass_tot,nlcd_pasture_tot,nlcd_crop_tot,nlcd_wetwood_tot,nlcd_wetherb_tot,nlcd_nodat_tot,slope,upst_dist,ppt_cat,ppt_acc,ppt_tot,bfi_cat,bfi_acc,bfi_tot,bankfull_width,bankfull_depth,bankfull_xsec_area,cat_streamriver,cat_artificial,cat_canalditch,cat_connector,cat_pipeline,acc_streamriver,acc_artificial,acc_canalditch,acc_connector,acc_pipeline,tot_streamriver,tot_artificial,tot_canalditch,tot_connector,tot_pipeline,id,acc_s1100,acc_s1200,acc_s1400,acc_s1500,acc_s1630,acc_s1640,acc_s1710,acc_s1720,acc_s1730,acc_s1740,acc_s1750,acc_s1780,acc_s1820,acc_s1830,acc_total_road_dens,x1.x,cat_s1100,cat_s1200,cat_s1400,cat_s1500,cat_s1630,cat_s1640,cat_s1710,cat_s1720,cat_s1730,cat_s1740,cat_s1750,cat_s1780,cat_s1820,cat_s1830,cat_total_road_dens,x1.y,tot_s1100,tot_s1200,tot_s1400,tot_s1500,tot_s1630,tot_s1640,tot_s1710,tot_s1720,tot_s1730,tot_s1740,tot_s1750,tot_s1780,tot_s1820,tot_s1830,tot_total_road_dens,acc_basin_area,acc_stream_slope,acc_basin_slope,acc_elev_mean,acc_elev_min,acc_elev_max,acc_stream_length,cat_basin_area,cat_basin_slope,cat_elev_mean,cat_elev_min,cat_elev_max,cat_stream_slope,cat_stream_length,tot_basin_area,tot_basin_slope,tot_elev_mean,tot_elev_min,tot_elev_max,tot_stream_slope,tot_stream_length,cat_rdx,acc_rdx,tot_rdx,sinuosity,cat_strm_dens,acc_strm_dens,tot_strm_dens,nlcd_2001,nlcd_2004,nlcd_2006,nlcd_2008,nlcd_2011,nlcd_2013,nlcd_2016,snet_distm,snet_name,snet_spp,snet_use,nhd_dist_m,nhd_leng_m,nhd_r_code,nhd_ftype,slope_deg,here_distm,here_speed,here_class,here_paved,here_publi,project_year,nlcd_current,geometry,here_class_0,here_class_badmatch,here_class_namatch,here_speed_0,here_speed_badmatch,here_paved_0
OWRI - OR_20140345,OWRI - OR_20140345-WS-1,OR,MIDDLE JACKSON CREEK,JACKSON CREEK,SOUTH UMPQUA,SOUTHERN OREGON COASTAL,OWRI,340931.00032084604,FALSE,55100.52171483348,"Medford, OR Urbanized Area",35132.41571795503,"Shady Cove, OR Urban Cluster",FALSE,41019,Douglas,41,1239,0,0,1009,3782,528,4385,1353,327,879,348,852,401,2253,289,5060,0,3533,1007,23902593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.47,0.08,24.36,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,75.47,0.08,24.36,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,75.47,0.08,24.36,0.09,0,0,0,0,0,0.05737161,4.434,685.92,685.92,685.92,60.95,60.95,60.95,5.6,0.39,2.76,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2573588,0,0,2.69,0,0,0.01,0,0,0,0,0,0,0,0,2.69,2573588,0,0,2.69,0,0,0.01,0,0,0,0,0,0,0,0,2.69,2573588,0,0,2.69,0,0,0.01,0,0,0,0,0,0,0,0,2.69,5.88,0.013544,20.72,741.95,534.04,971.41,4.43,5.88,20.72,741.95,534.04,971.41,0.06,4.434,5.88,20.72,741.95,534.04,971.41,0.013544,4.43,2,2,2,1.24,0.75,0.75,0.75,42,42,42,42,42,42,42,17.53,Tallow Creek,Coho salmon,Spawning and rearing,17.53,850,17100302000835,460,2.84173894,5.83,7,5,N,Y,2014,42,"c(-122.6897108, 42.97621311)",5,5,5,7,7,N
OWRI - OR_20140345,OWRI - OR_20140345-WS-2,OR,MIDDLE JACKSON CREEK,JACKSON CREEK,SOUTH UMPQUA,SOUTHERN OREGON COASTAL,OWRI,340931.00032084604,FALSE,54579.9903064819,"Medford, OR Urbanized Area",34618.38183330435,"Shady Cove, OR Urban Cluster",FALSE,41019,Douglas,41,1239,0,0,1009,3782,528,4385,1353,327,879,348,852,401,2253,289,5060,0,3533,1007,23903249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.7,0.33,11.72,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,87.7,0.33,11.72,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,87.7,0.33,11.72,0.24,0,0,0,0,0,0.05641225,3.478,670.92,670.92,670.92,61.07,61.07,61.07,4.26,0.32,1.77,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2573915,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,3.33,2573915,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,3.33,2573915,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,3.33,2.96,0.017241,22.45,713.96,533.31,952.05,3.48,2.96,22.45,713.96,533.31,952.05,0.06,3.478,2.96,22.45,713.96,533.31,952.05,0.017241,3.48,3,3,3,1.05,1.18,1.18,1.18,42,42,42,42,42,42,42,45.44,Jackson Creek,Coho salmon,Spawning and rearing,45.44,707,17100302013305,460,1.66994596,2.46,7,5,N,Y,2014,42,"c(-122.6953218, 42.97214218)",5,5,5,7,7,N
OWRI - OR_20140345,OWRI - OR_20140345-WS-3,OR,SQUAW CREEK,JACKSON CREEK,SOUTH UMPQUA,SOUTHERN OREGON COASTAL,OWRI,340931.00032084604,FALSE,54401.04057260101,"Medford, OR Urbanized Area",34427.4982664809,"Shady Cove, OR Urban Cluster",TRUE,41019,Douglas,41,1239,0,0,1009,3782,528,4385,1353,327,879,348,852,401,2253,289,5060,0,3533,1007,23901649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,95.31,0.09,4.49,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,93.28,0.61,6.11,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,95.31,0.09,4.49,0.04,0,0,0,0,0,0.03533361,37.815,695.64,972.48,972.48,62.46,64.6,64.6,14.04,0.76,12.41,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2573119,0,0,1.49,0.01,0,0,0,0,0,0,0,0,0,0,1.5,2573119,0,0,1.83,0,0,0,0,0,0,0,0,0,0,0,1.83,2573119,0,0,1.49,0.01,0,0,0,0,0,0,0,0,0,0,1.5,58.9,0.052882,34.04,1273.57,517.54,1868.78,37.82,6.63,30.16,724.86,517.54,1125.42,0.04,4.721,58.9,34.04,1273.57,517.54,1868.78,0.052882,37.82,0,9,9,1.18,0.71,0.64,0.64,42,42,42,42,42,42,42,3.44,Squaw Creek,Steelhead,Spawning and rearing,3.44,1094,17100302000374,460,2.69738364,717.4,8,5,N,Y,2014,42,"c(-122.685974, 42.969352)",5,6,NA,7,9,N
OWRI - OR_20140348,OWRI - OR_20140348-WS-1,OR,BEAR CREEK-LONG TOM RIVER,LONG TOM RIVER,UPPER WILLAMETTE,WILLAMETTE,OWRI,293261.4619476419,TRUE,14913.77697358283,"Eugene, OR Urbanized Area",11745.846687325364,"Junction City, OR Urban Cluster",FALSE,41039,Lane,41,1510,157,124,5192,12753,5410,18846,2792,3777,5316,2301,5247,1949,7038,1961,21572,1976,14092,4992,23763117,8.59,0,8.59,0,8.59,0,4.06,0,4.06,0,4.06,0,0,0,3.03,0.57,0.02,0,0.02,1.73,38.54,13.75,27.05,3.73,10.59,0,0.53,0.44,0,0,0,3.03,0.57,0.02,0,0.02,1.73,38.54,13.75,27.05,3.73,10.59,0,0.53,0.44,0,0,0,3.03,0.57,0.02,0,0.02,1.73,38.54,13.75,27.05,3.73,10.59,0,0.53,0.44,0,0.02125874,8.3,1780.8,1780.8,1780.8,39.24,39.24,39.24,8.23,0.51,5.18,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2552964,0,0,2.08,0,0,0.01,0,0,0,0.03,0,0,0,0,2.11,2552964,0,0,2.08,0,0,0.01,0,0,0,0.03,0,0,0,0,2.11,2552964,0,0,2.08,0,0,0.01,0,0,0,0.03,0,0,0,0,2.11,15.45,0.00241,23.37,238.72,112.33,526.97,8.3,15.45,23.37,238.72,112.33,526.97,0.02,8.3,15.45,23.37,238.72,112.33,526.97,0.00241,8.3,8,8,8,1.12,0.54,0.54,0.54,22,22,22,22,22,22,22,NA,NA,NA,NA,1.42,249,17090003000235,460,1.2075994,1.75,5,5,Y,Y,2013,22,"c(-123.3694329, 44.22025923)",5,5,5,5,5,Y
OWRI - OR_20140348,OWRI - OR_20140348-WS-2,OR,BEAR CREEK-LONG TOM RIVER,LONG TOM RIVER,UPPER WILLAMETTE,WILLAMETTE,OWRI,293261.4619476419,TRUE,15093.0685452222,"Eugene, OR Urbanized Area",11885.821712271229,"Junction City, OR Urban Cluster",FALSE,41039,Lane,41,1510,157,124,5192,12753,5410,18846,2792,3777,5316,2301,5247,1949,7038,1961,21572,1976,14092,4992,23763117,8.59,0,8.59,0,8.59,0,4.06,0,4.06,0,4.06,0,0,0,3.03,0.57,0.02,0,0.02,1.73,38.54,13.75,27.05,3.73,10.59,0,0.53,0.44,0,0,0,3.03,0.57,0.02,0,0.02,1.73,38.54,13.75,27.05,3.73,10.59,0,0.53,0.44,0,0,0,3.03,0.57,0.02,0,0.02,1.73,38.54,13.75,27.05,3.73,10.59,0,0.53,0.44,0,0.02125874,8.3,1780.8,1780.8,1780.8,39.24,39.24,39.24,8.23,0.51,5.18,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2552964,0,0,2.08,0,0,0.01,0,0,0,0.03,0,0,0,0,2.11,2552964,0,0,2.08,0,0,0.01,0,0,0,0.03,0,0,0,0,2.11,2552964,0,0,2.08,0,0,0.01,0,0,0,0.03,0,0,0,0,2.11,15.45,0.00241,23.37,238.72,112.33,526.97,8.3,15.45,23.37,238.72,112.33,526.97,0.02,8.3,15.45,23.37,238.72,112.33,526.97,0.00241,8.3,8,8,8,1.12,0.54,0.54,0.54,21,21,21,21,21,21,21,NA,NA,NA,NA,18.92,249,17090003000235,460,1.2075994,5.03,5,5,Y,Y,2013,21,"c(-123.3712994, 44.22116078)",5,5,5,5,5,Y
OWRI - OR_20140349,OWRI - OR_20140349-WS-1,OR,BEAR CREEK-LONG TOM RIVER,LONG TOM RIVER,UPPER WILLAMETTE,WILLAMETTE,OWRI,113006.38297809608,FALSE,14400.50409115653,"Eugene, OR Urbanized Area",11244.880803151054,"Junction City, OR Urban Cluster",FALSE,41039,Lane,41,1510,157,124,5192,12753,5410,18846,2792,3777,5316,2301,5247,1949,7038,1961,21572,1976,14092,4992,23763117,8.59,0,8.59,0,8.59,0,4.06,0,4.06,0,4.06,0,0,0,3.03,0.57,0.02,0,0.02,1.73,38.54,13.75,27.05,3.73,10.59,0,0.53,0.44,0,0,0,3.03,0.57,0.02,0,0.02,1.73,38.54,13.75,27.05,3.73,10.59,0,0.53,0.44,0,0,0,3.03,0.57,0.02,0,0.02,1.73,38.54,13.75,27.05,3.73,10.59,0,0.53,0.44,0,0.02125874,8.3,1780.8,1780.8,1780.8,39.24,39.24,39.24,8.23,0.51,5.18,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2552964,0,0,2.08,0,0,0.01,0,0,0,0.03,0,0,0,0,2.11,2552964,0,0,2.08,0,0,0.01,0,0,0,0.03,0,0,0,0,2.11,2552964,0,0,2.08,0,0,0.01,0,0,0,0.03,0,0,0,0,2.11,15.45,0.00241,23.37,238.72,112.33,526.97,8.3,15.45,23.37,238.72,112.33,526.97,0.02,8.3,15.45,23.37,238.72,112.33,526.97,0.00241,8.3,8,8,8,1.12,0.54,0.54,0.54,81,81,81,81,81,81,81,NA,NA,NA,NA,0.54,721,17090003000235,460,3.00625467,197.89,8,5,N,Y,2013,81,"c(-123.362921, 44.21875087)",5,6,NA,5,9,Y
OWRI - OR_20140349,OWRI - OR_20140349-WS-2,OR,BEAR CREEK-LONG TOM RIVER,LONG TOM RIVER,UPPER WILLAMETTE,WILLAMETTE,OWRI,113006.38297809608,FALSE,14367.062281492466,"Eugene, OR Urbanized Area",11267.663573443711,"Junction City, OR Urban Cluster",FALSE,41039,Lane,41,1510,157,124,5192,12753,5410,18846,2792,3777,5316,2301,5247,1949,7038,1961,21572,1976,14092,4992,23763117,8.59,0,8.59,0,8.59,0,4.06,0,4.06,0,4.06,0,0,0,3.03,0.57,0.02,0,0.02,1.73,38.54,13.75,27.05,3.73,10.59,0,0.53,0.44,0,0,0,3.03,0.57,0.02,0,0.02,1.73,38.54,13.75,27.05,3.73,10.59,0,0.53,0.44,0,0,0,3.03,0.57,0.02,0,0.02,1.73,38.54,13.75,27.05,3.73,10.59,0,0.53,0.44,0,0.02125874,8.3,1780.8,1780.8,1780.8,39.24,39.24,39.24,8.23,0.51,5.18,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2552964,0,0,2.08,0,0,0.01,0,0,0,0.03,0,0,0,0,2.11,2552964,0,0,2.08,0,0,0.01,0,0,0,0.03,0,0,0,0,2.11,2552964,0,0,2.08,0,0,0.01,0,0,0,0.03,0,0,0,0,2.11,15.45,0.00241,23.37,238.72,112.33,526.97,8.3,15.45,23.37,238.72,112.33,526.97,0.02,8.3,15.45,23.37,238.72,112.33,526.97,0.00241,8.3,8,8,8,1.12,0.54,0.54,0.54,90,90,90,90,90,90,90,NA,NA,NA,NA,0.02,839,17090003014367,460,3.00625467,262.29,8,5,N,Y,2013,90,"c(-123.3631047, 44.21809685)",5,6,NA,5,9,Y
OWRI - OR_20140349,OWRI - OR_20140349-WS-3,OR,BEAR CREEK-LONG TOM RIVER,LONG TOM RIVER,UPPER WILLAMETTE,WILLAMETTE,OWRI,113006.38297809608,FALSE,14439.880716021082,"Eugene, OR Urbanized Area",11253.412496223169,"Junction City, OR Urban Cluster",FALSE,41039,Lane,41,1510,157,124,5192,12753,5410,18846,2792,3777,5316,2301,5247,1949,7038,1961,21572,1976,14092,4992,23763117,8.59,0,8.59,0,8.59,0,4.06,0,4.06,0,4.06,0,0,0,3.03,0.57,0.02,0,0.02,1.73,38.54,13.75,27.05,3.73,10.59,0,0.53,0.44,0,0,0,3.03,0.57,0.02,0,0.02,1.73,38.54,13.75,27.05,3.73,10.59,0,0.53,0.44,0,0,0,3.03,0.57,0.02,0,0.02,1.73,38.54,13.75,27.05,3.73,10.59,0,0.53,0.44,0,0.02125874,8.3,1780.8,1780.8,1780.8,39.24,39.24,39.24,8.23,0.51,5.18,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2552964,0,0,2.08,0,0,0.01,0,0,0,0.03,0,0,0,0,2.11,2552964,0,0,2.08,0,0,0.01,0,0,0,0.03,0,0,0,0,2.11,2552964,0,0,2.08,0,0,0.01,0,0,0,0.03,0,0,0,0,2.11,15.45,0.00241,23.37,238.72,112.33,526.97,8.3,15.45,23.37,238.72,112.33,526.97,0.02,8.3,15.45,23.37,238.72,112.33,526.97,0.00241,8.3,8,8,8,1.12,0.54,0.54,0.54,81,81,81,81,81,81,81,NA,NA,NA,NA,16.58,721,17090003000235,460,3.00625467,149.7,5,5,Y,Y,2013,81,"c(-123.363091, 44.219167)",5,5,5,5,5,Y
OWRI - OR_20140358,OWRI - OR_20140358-WS-1,OR,HEADWATERS CLATSKANIE RIVER,CLATSKANIE RIVER,LOWER COLUMBIA-CLATSKANIE,LOWER COLUMBIA,OWRI,543166.0589247074,FALSE,16160.253750339201,"Longview, WA--OR Urbanized Area",13406.139932988186,"St. Helens, OR Urban Cluster",FALSE,41009,Columbia,41,279,60,0,407,1271,109,1368,227,48,281,83,264,0,249,74,1512,62,1047,392,24520378,1.72,0,1.36,0,1.36,0,2.55,0,1.98,0,1.98,0,0.02,0,4.35,0.18,0.01,0,0.02,0.29,58.16,9.34,17.95,8.54,0.02,0,1.09,0.04,0,0,0,4.6,0.13,0.02,0,0,0.49,60.72,10.75,12.78,9.07,0,0,1.34,0.09,0,0.02,0,4.35,0.18,0.01,0,0.02,0.29,58.16,9.34,17.95,8.54,0.02,0,1.09,0.04,0,0.00710934,17.77,1204.56,1198.56,1198.56,53.04,52.99,52.99,11.4,0.65,8.83,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2653045,0,0,1.59,0.06,0,0,0,0,0,0,0,0,0,0,1.64,2653045,0,0,1.34,0.14,0,0,0,0,0,0,0,0,0,0,1.48,2653045,0,0,1.59,0.06,0,0,0,0,0,0,0,0,0,0,1.64,34.99,0.014069,15.64,394.54,239.34,625.58,17.77,14.05,15.46,335.71,239.34,484.21,0.01,7.161,34.99,15.64,394.54,239.34,625.58,0.014069,17.77,1,8,8,1.3,0.51,0.51,0.51,21,21,21,21,21,21,21,0.17,Clatskanie River,Steelhead,Spawning and rearing,0.17,385,17080003000042,460,1.64771056,14.98,5,5,Y,Y,2014,21,"c(-123.0328069, 45.93297439)",5,5,5,5,5,Y
OWRI - OR_20140358,OWRI - OR_20140358-WS-2,OR,HEADWATERS CLATSKANIE RIVER,CLATSKANIE RIVER,LOWER COLUMBIA-CLATSKANIE,LOWER COLUMBIA,OWRI,543166.0589247074,FALSE,17720.93240816076,"Longview, WA--OR Urbanized Area",12637.132943226834,"St. Helens, OR Urban Cluster",FALSE,41009,Columbia,41,279,60,0,407,1271,109,1368,227,48,281,83,264,0,249,74,1512,62,1047,392,24520378,1.72,0,1.36,0,1.36,0,2.55,0,1.98,0,1.98,0,0.02,0,4.35,0.18,0.01,0,0.02,0.29,58.16,9.34,17.95,8.54,0.02,0,1.09,0.04,0,0,0,4.6,0.13,0.02,0,0,0.49,60.72,10.75,12.78,9.07,0,0,1.34,0.09,0,0.02,0,4.35,0.18,0.01,0,0.02,0.29,58.16,9.34,17.95,8.54,0.02,0,1.09,0.04,0,0.00710934,17.77,1204.56,1198.56,1198.56,53.04,52.99,52.99,11.4,0.65,8.83,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2653045,0,0,1.59,0.06,0,0,0,0,0,0,0,0,0,0,1.64,2653045,0,0,1.34,0.14,0,0,0,0,0,0,0,0,0,0,1.48,2653045,0,0,1.59,0.06,0,0,0,0,0,0,0,0,0,0,1.64,34.99,0.014069,15.64,394.54,239.34,625.58,17.77,14.05,15.46,335.71,239.34,484.21,0.01,7.161,34.99,15.64,394.54,239.34,625.58,0.014069,17.77,1,8,8,1.3,0.51,0.51,0.51,90,90,90,90,90,90,90,0.62,Clatskanie River,Coho salmon,Spawning and rearing,0.62,95,17080003000042,460,1.59379566,87.63,5,5,Y,Y,2014,90,"c(-123.0191464, 45.91624296)",5,5,5,5,5,Y
OWRI - OR_20140373,OWRI - OR_20140373-WS-1,OR,HEADWATERS SOUTH YAMHILL RIVER,AGENCY CREEK-SOUTH YAMHILL RIVER,YAMHILL,WILLAMETTE,OWRI,14634.604575313186,TRUE,48029.950408486504,"Salem, OR Urbanized Area",15682.339062030678,"Sheridan, OR Urban Cluster",FALSE,41071,Yamhill,41,345,0,0,1297,6072,476,3447,443,195,705,242,616,318,815,2330,4640,381,2717,1334,23797375,2.38,0,1.85,0,1.85,0,2.84,0,2.01,0,2.01,0,0,0,3.25,0.06,0,0,0,3.2,43.37,24.66,20.25,4.19,0.1,0,0.88,0.03,0,0,0,0.67,0.12,0,0,0,1.29,32.15,29.08,17.3,17.12,0.12,0,2.02,0.12,0,0,0,3.25,0.06,0,0,0,3.2,43.37,24.66,20.25,4.19,0.1,0,0.88,0.03,0,0.00863383,5.369,1523.28,1532.4,1532.4,46,46,46,5.65,0.39,2.8,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2558166,0,0.06,1.84,0,0,1.43,0,0,0,0,0,0,0,0,3.32,2558166,0,0.23,1.61,0,0,0.65,0,0,0,0,0,0,0,0,2.48,2558166,0,0.06,1.84,0,0,1.43,0,0,0,0,0,0,0,0,3.32,6.01,0.009311,20.33,204.27,126.25,307.28,5.37,1.47,20.69,187.35,126.25,270.62,0.01,1.259,6.01,20.33,204.27,126.25,307.28,0.009311,5.37,5,6,6,1.23,0.86,0.89,0.89,43,43,43,43,43,43,43,91.2,Cedar Creek,Steelhead,Rearing and migration,91.2,139,17090008000436,460,0.94146883,406.35,8,5,N,Y,2014,43,"c(-123.6969802, 45.08939363)",5,6,NA,7,9,N
OWRI - OR_20140374,OWRI - OR_20140374-WS-1,OR,UPPER LITTLE NESTUCCA RIVER,LITTLE NESTUCCA RIVER,WILSON-TRUSK-NESTUCCU,NORTHERN OREGON COASTAL,OWRI,14309.391140306227,TRUE,50835.15447262172,"Salem, OR Urbanized Area",19282.72699932817,"Lincoln City, OR Urban Cluster",FALSE,41057,Tillamook,41,238,NA,0,336,1321,0,1128,199,0,163,116,109,0,249,15,0,181,1138,266,23882366,0.01,0,0.01,0,0.01,0,0.23,0,0.23,0,0.23,0,0,0,5.42,0.1,0,0,0.05,0.23,42.14,14.93,31.3,5.83,0,0,0,0,0,0,0,5.42,0.1,0,0,0.05,0.23,42.14,14.93,31.3,5.83,0,0,0,0,0,0,0,5.42,0.1,0,0,0.05,0.23,42.14,14.93,31.3,5.83,0,0,0,0,0,0.02538866,4.704,2054.04,2054.04,2054.04,45.06,45.06,45.06,4.56,0.33,1.98,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2570430,0,0.72,1.67,0,0,0,0,0,0,0,0,0,0,0,2.39,2570430,0,0.72,1.67,0,0,0,0,0,0,0,0,0,0,0,2.39,2570430,0,0.72,1.67,0,0,0,0,0,0,0,0,0,0,0,2.39,3.52,0.006383,15.39,237.14,155.18,320.95,4.7,3.52,15.39,237.14,155.18,320.95,0.03,4.704,3.52,15.39,237.14,155.18,320.95,0.006383,4.7,1,1,1,1.18,1.34,1.34,1.34,42,71,71,52,52,52,42,878.3,Little Salmon River,Coho salmon,Spawning and rearing,55.63,158,17100203005624,460,1.21546018,357.6,8,5,N,Y,2014,42,"c(-123.7473494, 45.06268072)",2,6,NA,3,9,Y
OWRI - OR_20140375,OWRI - OR_20140375-WS-1,OR,ROGUE RIVER-SOUTH YAMHILL RIVER,AGENCY CREEK-SOUTH YAMHILL RIVER,YAMHILL,WILLAMETTE,OWRI,5745.437351789621,TRUE,45135.46268607879,"Salem, OR Urbanized Area",13522.693498371327,"Sheridan, OR Urban Cluster",FALSE,41053,Polk,41,417,0,0,737,1845,412,1440,370,67,265,193,389,0,399,192,2553,174,0,820,23797003,1.3,0,0.59,0,0.59,0,3.7,0,2.56,0,2.56,0,0,0,5.7,0.72,0.03,0,0.03,0.75,31.37,15.01,24.37,18.13,1.18,0,2.16,0.55,0,0,0,4.85,0.82,0.06,0,0,1.03,28.59,18.69,23.38,15.61,2.6,0,3.48,0.89,0,0,0,5.7,0.72,0.03,0,0.03,0.75,31.37,15.01,24.37,18.13,1.18,0,2.16,0.55,0,0.00511657,11.479,1480.44,1697.16,1697.16,45.06,45.01,45.01,8.52,0.53,5.49,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2557980,0,0.22,1.97,0,0,0,0,0,0,0.03,0,0,0,0,2.21,2557980,0,0.48,1.4,0,0,0,0,0,0,0.06,0,0,0,0,1.93,2557980,0,0.22,1.97,0,0,0,0,0,0,0.03,0,0,0,0,2.21,16.87,0.013937,21.04,279.46,123.02,905.88,11.48,7.66,16.36,188.94,123.02,282.77,0.01,4.675,16.87,21.04,279.46,123.02,905.88,0.013937,11.48,3,7,7,1.32,0.61,0.68,0.68,21,21,21,21,21,21,21,295.04,Unnamed trib to Rogue River,Steelhead,Spawning and rearing,54.46,190,17090008001132,460,1.07989371,18.35,7,5,N,N,2014,21,"c(-123.6706444, 45.06449234)",5,5,5,7,7,N
OWRI - OR_20140383,OWRI - OR_20140383-WS-1,OR,LOWER LAKE CREEK,MILL CREEK,UMPQUA,SOUTHERN OREGON COASTAL,OWRI,61031.72130297277,TRUE,76611.65349276923,"Eugene, OR Urbanized Area",32776.661351320305,"Coos Bay, OR Urban Cluster",FALSE,41019,Douglas,41,1239,0,0,1009,3782,528,4385,1353,327,879,348,852,401,2253,289,5060,0,3533,1007,24529012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.97,0.58,0.02,0.01,0.02,0.18,52.09,2.85,20.96,17.31,0.01,0,0,0,0,0,0,4.92,0.42,0,0,0,0,72.42,2.95,16.16,3.09,0.04,0,0,0,0,0,0,5.97,0.58,0.02,0.01,0.02,0.18,52.09,2.85,20.96,17.31,0.01,0,0,0,0,0.0147135,7.4559999999999995,958.08,1026.72,1026.72,34.51,34.67,34.67,7.31,0.47,4.27,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2655129,0,0,3.78,0,0,0,0,0,0,0,0,0,0,0,3.78,2655129,0,0,3.72,0,0,0,0,0,0,0,0,0,0,0,3.72,2655129,0,0,3.78,0,0,0,0,0,0,0,0,0,0,0,3.78,11.48,0.012064,32.55,319.72,166.98,575.8,7.46,2.56,26.12,265.8,166.98,476.2,0.01,2.007,11.48,32.55,319.72,166.98,575.8,0.012064,7.46,1,6,6,1.18,0.78,0.65,0.65,21,21,21,21,21,21,21,NA,NA,NA,NA,47.17,321,17100303006197,460,0.43995047,16.83,7,5,N,Y,2014,21,"c(-123.7876526, 43.50240478)",5,5,5,7,7,N
