project_id,worksite_id,completed_year,latitude,longitude,county,state,subwatershed,watershed,subbasin,basin,project_source,action,project_cost,state_full,n_metric,n_action_wrk,n_metric_wrk,n_metric_wrk_dist,n_worksites,n_action_prj,n_action_prj_dist,n_metric_prj,n_metric_prj_dist,adj_cost,cost_avail,n_culverts,action_fishpass_culvimp_prj,action_fishpass_culvinst_prj,action_fishpass_culvrem_prj,action_fishpass_culvimp_count_prj,action_fishpass_culvinst_count_prj,action_fishpass_culvrem_count_prj,n_culverts_fromcount,cost_per_culvert,action_fishpass_culvimp_wrk,action_fishpass_culvinst_wrk,action_fishpass_culvrem_wrk,action_fishpass_culvimp_count_wrk,action_fishpass_culvinst_count_wrk,action_fishpass_culvrem_count_wrk,dist_max,dist_mean
OWRI - OR_980897,OWRI - OR_980897-WS-1,1998,44.497726,-123.440073,NA,OR,GREASY CREEK,MARYS RIVER,WILLAMETTE,WILLAMETTE,OWRI,fishpass_culvimp,3783,OR,0,1,0,0,1,1,1,0,0,5645.51036308146,TRUE,1,1,0,0,1,0,0,0,5645.51036308146,1,0,0,1,0,0,0,0
OWRI - OR_980911,OWRI - OR_980911-WS-1,1998,44.534366,-123.901457,NA,OR,MIDDLE DRIFT CREEK-ALSEA RIVER,DRIFT CREEK,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvrem,1965,OR,0,1,0,0,4,4,1,0,0,2932.441941172368,TRUE,4,0,0,1,0,0,4,0,733.110485293092,0,0,1,0,0,1,1996.3915645023978,877.3346264172283
OWRI - OR_980911,OWRI - OR_980911-WS-2,1998,44.534609,-123.887904,NA,OR,MIDDLE DRIFT CREEK-ALSEA RIVER,DRIFT CREEK,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvrem,1965,OR,0,1,0,0,4,4,1,0,0,2932.441941172368,TRUE,4,0,0,1,0,0,4,0,733.110485293092,0,0,1,0,0,1,1996.3915645023978,877.3346264172283
OWRI - OR_980911,OWRI - OR_980911-WS-3,1998,44.530865,-123.876822,NA,OR,MIDDLE DRIFT CREEK-ALSEA RIVER,DRIFT CREEK,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvrem,1965,OR,0,1,0,0,4,4,1,0,0,2932.441941172368,TRUE,4,0,0,1,0,0,4,0,733.110485293092,0,0,1,0,0,1,1996.3915645023978,877.3346264172283
OWRI - OR_980911,OWRI - OR_980911-WS-4,1998,44.530865,-123.876822,NA,OR,MIDDLE DRIFT CREEK-ALSEA RIVER,DRIFT CREEK,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvrem,1965,OR,0,1,0,0,4,4,1,0,0,2932.441941172368,TRUE,4,0,0,1,0,0,4,0,733.110485293092,0,0,1,0,0,1,1996.3915645023978,877.3346264172283
OWRI - OR_980917,OWRI - OR_980917-WS-1,1998,45.606742,-123.887885,NA,OR,LOWER MIAMI RIVER,MIAMI RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvrem,3023,OR,0,1,0,0,6,6,1,0,0,4511.334345121663,TRUE,6,0,0,1,0,0,6,0,751.8890575202772,0,0,1,0,0,1,1810.7061801017637,548.9811904922366
OWRI - OR_980917,OWRI - OR_980917-WS-2,1998,45.615325,-123.903762,NA,OR,LOWER MIAMI RIVER,MIAMI RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvrem,3023,OR,0,1,0,0,6,6,1,0,0,4511.334345121663,TRUE,6,0,0,1,0,0,6,0,751.8890575202772,0,0,1,0,0,1,1810.7061801017637,548.9811904922366
OWRI - OR_980917,OWRI - OR_980917-WS-3,1998,45.607366,-123.890788,NA,OR,LOWER MIAMI RIVER,MIAMI RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvrem,3023,OR,0,1,0,0,6,6,1,0,0,4511.334345121663,TRUE,6,0,0,1,0,0,6,0,751.8890575202772,0,0,1,0,0,1,1810.7061801017637,548.9811904922366
OWRI - OR_980917,OWRI - OR_980917-WS-4,1998,45.606249,-123.884485,NA,OR,LOWER MIAMI RIVER,MIAMI RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvrem,3023,OR,0,1,0,0,6,6,1,0,0,4511.334345121663,TRUE,6,0,0,1,0,0,6,0,751.8890575202772,0,0,1,0,0,1,1810.7061801017637,548.9811904922366
OWRI - OR_980917,OWRI - OR_980917-WS-5,1998,45.60678,-123.888215,NA,OR,LOWER MIAMI RIVER,MIAMI RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvrem,3023,OR,0,1,0,0,6,6,1,0,0,4511.334345121663,TRUE,6,0,0,1,0,0,6,0,751.8890575202772,0,0,1,0,0,1,1810.7061801017637,548.9811904922366
OWRI - OR_980917,OWRI - OR_980917-WS-6,1998,45.60678,-123.888215,NA,OR,LOWER MIAMI RIVER,MIAMI RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvrem,3023,OR,0,1,0,0,6,6,1,0,0,4511.334345121663,TRUE,6,0,0,1,0,0,6,0,751.8890575202772,0,0,1,0,0,1,1810.7061801017637,548.9811904922366
OWRI - OR_980919,OWRI - OR_980919-WS-1,1998,45.418329,-123.766745,NA,OR,LOWER TRASK RIVER,TRASK RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvimp,9722,OR,0,1,0,0,10,10,1,0,0,14508.499008690973,TRUE,10,1,0,0,10,0,0,0,1450.8499008690974,1,0,0,1,0,0,2187.103302849887,793.5439021840089
OWRI - OR_980919,OWRI - OR_980919-WS-10,1998,45.404132,-123.755473,NA,OR,LOWER TRASK RIVER,TRASK RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvimp,9722,OR,0,1,0,0,10,10,1,0,0,14508.499008690973,TRUE,10,1,0,0,10,0,0,0,1450.8499008690974,1,0,0,1,0,0,2187.103302849887,793.5439021840089
OWRI - OR_980919,OWRI - OR_980919-WS-2,1998,45.42181,-123.76688,NA,OR,LOWER TRASK RIVER,TRASK RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvimp,9722,OR,0,1,0,0,10,10,1,0,0,14508.499008690973,TRUE,10,1,0,0,10,0,0,0,1450.8499008690974,1,0,0,1,0,0,2187.103302849887,793.5439021840089
OWRI - OR_980919,OWRI - OR_980919-WS-3,1998,45.416596,-123.771235,NA,OR,LOWER TRASK RIVER,TRASK RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvimp,9722,OR,0,1,0,0,10,10,1,0,0,14508.499008690973,TRUE,10,1,0,0,10,0,0,0,1450.8499008690974,1,0,0,1,0,0,2187.103302849887,793.5439021840089
OWRI - OR_980919,OWRI - OR_980919-WS-4,1998,45.415767,-123.76654,NA,OR,LOWER TRASK RIVER,TRASK RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvimp,9722,OR,0,1,0,0,10,10,1,0,0,14508.499008690973,TRUE,10,1,0,0,10,0,0,0,1450.8499008690974,1,0,0,1,0,0,2187.103302849887,793.5439021840089
OWRI - OR_980919,OWRI - OR_980919-WS-5,1998,45.415906,-123.767129,NA,OR,LOWER TRASK RIVER,TRASK RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvimp,9722,OR,0,1,0,0,10,10,1,0,0,14508.499008690973,TRUE,10,1,0,0,10,0,0,0,1450.8499008690974,1,0,0,1,0,0,2187.103302849887,793.5439021840089
OWRI - OR_980919,OWRI - OR_980919-WS-6,1998,45.405869,-123.759501,NA,OR,LOWER TRASK RIVER,TRASK RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvimp,9722,OR,0,1,0,0,10,10,1,0,0,14508.499008690973,TRUE,10,1,0,0,10,0,0,0,1450.8499008690974,1,0,0,1,0,0,2187.103302849887,793.5439021840089
OWRI - OR_980919,OWRI - OR_980919-WS-7,1998,45.416596,-123.771235,NA,OR,LOWER TRASK RIVER,TRASK RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvimp,9722,OR,0,1,0,0,10,10,1,0,0,14508.499008690973,TRUE,10,1,0,0,10,0,0,0,1450.8499008690974,1,0,0,1,0,0,2187.103302849887,793.5439021840089
OWRI - OR_980919,OWRI - OR_980919-WS-8,1998,45.418609,-123.763243,NA,OR,LOWER TRASK RIVER,TRASK RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvimp,9722,OR,0,1,0,0,10,10,1,0,0,14508.499008690973,TRUE,10,1,0,0,10,0,0,0,1450.8499008690974,1,0,0,1,0,0,2187.103302849887,793.5439021840089
OWRI - OR_980919,OWRI - OR_980919-WS-9,1998,45.421848,-123.767637,NA,OR,LOWER TRASK RIVER,TRASK RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvimp,9722,OR,0,1,0,0,10,10,1,0,0,14508.499008690973,TRUE,10,1,0,0,10,0,0,0,1450.8499008690974,1,0,0,1,0,0,2187.103302849887,793.5439021840089
OWRI - OR_980931,OWRI - OR_980931-WS-1,1998,43.429433,-123.399902,NA,OR,LOWER CALAPOOYA CREEK,CALAPOOYA CREEK,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,OWRI,fishpass_culvimp,16212,OR,0,1,0,0,1,1,1,0,0,24193.765267321338,TRUE,1,1,0,0,1,0,0,0,24193.765267321338,1,0,0,1,0,0,0,0
OWRI - OR_980937,OWRI - OR_980937-WS-1,1998,45.810074,-123.14434,NA,OR,PEBBLE CREEK,UPPER NEHALEM RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvimp,13240,OR,0,1,0,0,2,2,1,0,0,19758.540102352243,TRUE,2,1,0,0,2,0,0,0,9879.270051176121,1,0,0,1,0,0,148.1551839886083,74.07759199430414
OWRI - OR_980937,OWRI - OR_980937-WS-2,1998,45.809742,-123.146186,NA,OR,PEBBLE CREEK,UPPER NEHALEM RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvimp,13240,OR,0,1,0,0,2,2,1,0,0,19758.540102352243,TRUE,2,1,0,0,2,0,0,0,9879.270051176121,1,0,0,1,0,0,148.1551839886083,74.07759199430414
OWRI - OR_980939,OWRI - OR_980939-WS-1,1998,45.917115,-123.179419,NA,OR,CROOKED CREEK,MIDDLE NEHALEM RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvimp,8060,OR,0,1,0,0,2,2,1,0,0,12028.235137836788,TRUE,2,1,0,0,2,0,0,0,6014.117568918394,1,0,0,1,0,0,7081.771115984126,3540.885557992063
OWRI - OR_980939,OWRI - OR_980939-WS-2,1998,45.904125,-123.268776,NA,OR,CROOKED CREEK,MIDDLE NEHALEM RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvimp,8060,OR,0,1,0,0,2,2,1,0,0,12028.235137836788,TRUE,2,1,0,0,2,0,0,0,6014.117568918394,1,0,0,1,0,0,7081.771115984126,3540.885557992063
OWRI - OR_980940,OWRI - OR_980940-WS-1,1998,46.009721,-123.206684,NA,OR,LUNDGREN CREEK,MIDDLE NEHALEM RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvimp,5590,OR,0,1,0,0,2,2,1,0,0,8342.16307946745,TRUE,2,1,0,0,2,0,0,0,4171.081539733725,1,0,0,1,0,0,1996.3726526993948,998.1863263496974
OWRI - OR_980940,OWRI - OR_980940-WS-2,1998,45.992235,-123.212571,NA,OR,LUNDGREN CREEK,MIDDLE NEHALEM RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvimp,5590,OR,0,1,0,0,2,2,1,0,0,8342.16307946745,TRUE,2,1,0,0,2,0,0,0,4171.081539733725,1,0,0,1,0,0,1996.3726526993948,998.1863263496974
OWRI - OR_980979,OWRI - OR_980979-WS-1,1998,44.025937,-123.708459,NA,OR,TURNER CREEK,LOWER SIUSLAW RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvrem,NA,OR,0,1,0,0,1,1,1,0,0,NA,FALSE,1,0,0,1,0,0,1,0,NA,0,0,1,0,0,1,0,0
OWRI - OR_980980,OWRI - OR_980980-WS-1,1998,43.945624,-123.647637,NA,OR,WHITAKER CREEK,UPPER SIUSLAW RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvrem,NA,OR,0,1,0,0,1,1,1,0,0,NA,FALSE,1,0,0,1,0,0,1,0,NA,0,0,1,0,0,1,0,0
OWRI - OR_980984,OWRI - OR_980984-WS-1,1998,43.94802,-123.515605,NA,OR,LOWER WOLF CREEK,WOLF CREEK,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvrem,NA,OR,0,1,0,0,1,1,1,0,0,NA,FALSE,1,0,0,1,0,0,1,0,NA,0,0,1,0,0,1,0,0
OWRI - OR_980990,OWRI - OR_980990-WS-1,1998,43.961627,-123.560342,NA,OR,LOWER WOLF CREEK,WOLF CREEK,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvimp,6500,OR,0,1,0,0,1,1,1,0,0,9700.189627287731,TRUE,1,1,0,0,1,0,0,0,9700.189627287731,1,0,0,1,0,0,0,0
OWRI - OR_981057,OWRI - OR_981057-WS-1,1997,42.082547,-122.971728,NA,OR,APPLEGATE RIVER-BEAVER CREEK,APPLEGATE RIVER/MCKEE BRIDGE,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,OWRI,fishpass_culvimp,NA,OR,0,1,0,0,3,3,1,0,0,NA,FALSE,3,1,0,0,3,0,0,0,NA,1,0,0,1,0,0,1789.0866441223177,795.9817307518942
OWRI - OR_981057,OWRI - OR_981057-WS-2,1997,42.095831,-122.983957,NA,OR,APPLEGATE RIVER-BEAVER CREEK,APPLEGATE RIVER/MCKEE BRIDGE,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,OWRI,fishpass_culvimp,NA,OR,0,1,0,0,3,3,1,0,0,NA,FALSE,3,1,0,0,3,0,0,0,NA,1,0,0,1,0,0,1789.0866441223177,795.9817307518942
OWRI - OR_981057,OWRI - OR_981057-WS-3,1997,42.09388,-122.981532,NA,OR,APPLEGATE RIVER-BEAVER CREEK,APPLEGATE RIVER/MCKEE BRIDGE,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,OWRI,fishpass_culvimp,NA,OR,0,1,0,0,3,3,1,0,0,NA,FALSE,3,1,0,0,3,0,0,0,NA,1,0,0,1,0,0,1789.0866441223177,795.9817307518942
OWRI - OR_981116,OWRI - OR_981116-WS-1,1998,45.138512,-123.682388,NA,OR,AGENCY CREEK,UPPER SOUTH YAMHILL RIVER,WILLAMETTE,WILLAMETTE,OWRI,fishpass_culvrem,13052,OR,0,1,0,0,3,3,1,0,0,19477.980771593764,TRUE,3,0,0,1,0,0,3,0,6492.660257197921,0,0,1,0,0,1,1588.9976345710847,1013.2964061162357
OWRI - OR_981116,OWRI - OR_981116-WS-2,1998,45.132679,-123.666314,NA,OR,AGENCY CREEK,UPPER SOUTH YAMHILL RIVER,WILLAMETTE,WILLAMETTE,OWRI,fishpass_culvrem,13052,OR,0,1,0,0,3,3,1,0,0,19477.980771593764,TRUE,3,0,0,1,0,0,3,0,6492.660257197921,0,0,1,0,0,1,1588.9976345710847,1013.2964061162357
OWRI - OR_981116,OWRI - OR_981116-WS-3,1998,45.124217,-123.681975,NA,OR,AGENCY CREEK,UPPER SOUTH YAMHILL RIVER,WILLAMETTE,WILLAMETTE,OWRI,fishpass_culvrem,13052,OR,0,1,0,0,3,3,1,0,0,19477.980771593764,TRUE,3,0,0,1,0,0,3,0,6492.660257197921,0,0,1,0,0,1,1588.9976345710847,1013.2964061162357
OWRI - OR_981170,OWRI - OR_981170-WS-1,1998,44.024744,-123.608583,NA,OR,LOWER WILDCAT CREEK,WILDCAT CREEK,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvimp,11380,OR,0,1,0,0,2,2,1,0,0,16982.793532082214,TRUE,2,1,0,0,2,0,0,0,8491.396766041107,1,0,0,1,0,0,2426.199722137706,1213.099861068853
OWRI - OR_981170,OWRI - OR_981170-WS-2,1998,44.028412,-123.638416,NA,OR,LOWER WILDCAT CREEK,WILDCAT CREEK,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvimp,11380,OR,0,1,0,0,2,2,1,0,0,16982.793532082214,TRUE,2,1,0,0,2,0,0,0,8491.396766041107,1,0,0,1,0,0,2426.199722137706,1213.099861068853
OWRI - OR_981171,OWRI - OR_981171-WS-1,1998,44.066039,-123.880739,NA,OR,KNOWLES CREEK,LOWER SIUSLAW RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvimp,1681,OR,0,1,0,0,2,2,1,0,0,2508.6182713031812,TRUE,2,1,0,0,2,0,0,0,1254.3091356515906,1,0,0,1,0,0,130.357546808795,65.1787734043975
OWRI - OR_981171,OWRI - OR_981171-WS-2,1998,44.064881,-123.880478,NA,OR,KNOWLES CREEK,LOWER SIUSLAW RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvimp,1681,OR,0,1,0,0,2,2,1,0,0,2508.6182713031812,TRUE,2,1,0,0,2,0,0,0,1254.3091356515906,1,0,0,1,0,0,130.357546808795,65.1787734043975
OWRI - OR_981172,OWRI - OR_981172-WS-1,1998,44.069365,-123.843151,NA,OR,KNOWLES CREEK,LOWER SIUSLAW RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvimp,8604,OR,0,1,0,0,2,2,1,0,0,12840.066392797484,TRUE,2,1,0,0,2,0,0,0,6420.033196398742,1,0,0,1,0,0,2437.010118739146,1218.505059369573
OWRI - OR_981172,OWRI - OR_981172-WS-2,1998,44.087009,-123.825079,NA,OR,KNOWLES CREEK,LOWER SIUSLAW RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvimp,8604,OR,0,1,0,0,2,2,1,0,0,12840.066392797484,TRUE,2,1,0,0,2,0,0,0,6420.033196398742,1,0,0,1,0,0,2437.010118739146,1218.505059369573
OWRI - OR_981174,OWRI - OR_981174-WS-1,1998,44.098687,-124.117789,NA,OR,MERCER LAKE,CUMMINS CREEK/TENMILE CREEK/MERCER LAKE FRONTAL,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvimp,1504,OR,0,1,0,0,2,2,1,0,0,2244.4746460678075,TRUE,2,1,0,0,2,0,0,0,1122.2373230339037,1,0,0,1,0,0,728.2112726572885,364.10563632864427
OWRI - OR_981174,OWRI - OR_981174-WS-2,1998,44.105194,-124.116705,NA,OR,MERCER LAKE,CUMMINS CREEK/TENMILE CREEK/MERCER LAKE FRONTAL,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvimp,1504,OR,0,1,0,0,2,2,1,0,0,2244.4746460678075,TRUE,2,1,0,0,2,0,0,0,1122.2373230339037,1,0,0,1,0,0,728.2112726572885,364.10563632864427
OWRI - OR_981175,OWRI - OR_981175-WS-1,1998,44.714809,-124.058542,NA,OR,MOOLACK CREEK,DEVILS LAKE/MOOLACK FRONTAL,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvimp,2301,OR,0,1,0,0,2,2,1,0,0,3433.867128059857,TRUE,2,1,0,0,2,0,0,0,1716.9335640299284,1,0,0,1,0,0,1246.70695057249,623.353475286245
OWRI - OR_981175,OWRI - OR_981175-WS-2,1998,44.718084,-124.043493,NA,OR,MOOLACK CREEK,DEVILS LAKE/MOOLACK FRONTAL,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvimp,2301,OR,0,1,0,0,2,2,1,0,0,3433.867128059857,TRUE,2,1,0,0,2,0,0,0,1716.9335640299284,1,0,0,1,0,0,1246.70695057249,623.353475286245
OWRI - OR_981176,OWRI - OR_981176-WS-1,1998,44.706389,-124.060167,NA,OR,MOOLACK CREEK,DEVILS LAKE/MOOLACK FRONTAL,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvimp,6251,OR,0,1,0,0,2,2,1,0,0,9328.597747719325,TRUE,2,1,0,0,2,0,0,0,4664.298873859662,1,0,0,1,0,0,1295.2288795596348,647.6144397798174
OWRI - OR_981176,OWRI - OR_981176-WS-2,1998,44.708609,-124.044122,NA,OR,MOOLACK CREEK,DEVILS LAKE/MOOLACK FRONTAL,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvimp,6251,OR,0,1,0,0,2,2,1,0,0,9328.597747719325,TRUE,2,1,0,0,2,0,0,0,4664.298873859662,1,0,0,1,0,0,1295.2288795596348,647.6144397798174
OWRI - OR_981177,OWRI - OR_981177-WS-1,1998,45.021153,-123.853891,NA,OR,UPPER SALMON RIVER,SALMON RIVER/SILETZ/YAQUINA BAY,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvimp,2500,OR,0,1,0,0,1,1,1,0,0,3730.8421643414354,TRUE,1,1,0,0,1,0,0,0,3730.8421643414354,1,0,0,1,0,0,0,0
OWRI - OR_981178,OWRI - OR_981178-WS-1,1998,44.270366,-124.108371,NA,OR,CUMMINS CREEK,CUMMINS CREEK/TENMILE CREEK/MERCER LAKE FRONTAL,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvimp,5000,OR,0,1,0,0,1,1,1,0,0,7461.684328682871,TRUE,1,1,0,0,1,0,0,0,7461.684328682871,1,0,0,1,0,0,0,0
OWRI - OR_981179,OWRI - OR_981179-WS-1,1998,44.543323,-124.073587,NA,OR,THIEL CREEK,BEAVER CREEK/WALDPORT BAY,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvimp,113644,OR,0,1,0,0,1,1,1,0,0,169595.13076976722,TRUE,1,1,0,0,1,0,0,0,169595.13076976722,1,0,0,1,0,0,0,0
OWRI - OR_981181,OWRI - OR_981181-WS-1,1998,44.563763,-124.069684,NA,OR,THIEL CREEK,BEAVER CREEK/WALDPORT BAY,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvrem,1720,OR,0,1,0,0,1,1,1,0,0,2566.8194090669076,TRUE,1,0,0,1,0,0,1,0,2566.8194090669076,0,0,1,0,0,1,0,0
OWRI - OR_981182,OWRI - OR_981182-WS-1,1998,46.171195,-123.5053,NA,OR,GNAT CREEK,BIG CREEK,LOWER COLUMBIA,LOWER COLUMBIA,OWRI,fishpass_culvimp,30000,OR,0,1,0,0,1,1,1,0,0,44770.105972097226,TRUE,1,1,0,0,1,0,0,0,44770.105972097226,1,0,0,1,0,0,0,0
OWRI - OR_981183,OWRI - OR_981183-WS-1,1998,45.87369,-123.763775,NA,OR,UPPER NECANICUM RIVER,NECANICUM RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvimp,6000,OR,0,1,0,0,2,2,1,0,0,8954.021194419445,TRUE,2,1,0,0,2,0,0,0,4477.010597209723,1,0,0,1,0,0,80.00069900704885,40.000349503524426
OWRI - OR_981183,OWRI - OR_981183-WS-2,1998,45.873355,-123.764687,NA,OR,UPPER NECANICUM RIVER,NECANICUM RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvimp,6000,OR,0,1,0,0,2,2,1,0,0,8954.021194419445,TRUE,2,1,0,0,2,0,0,0,4477.010597209723,1,0,0,1,0,0,80.00069900704885,40.000349503524426
OWRI - OR_981184,OWRI - OR_981184-WS-1,1998,44.552535,-123.27985,NA,OR,LOWER MARYS RIVER,MARYS RIVER,WILLAMETTE,WILLAMETTE,OWRI,fishpass_culvimp,20000,OR,0,1,0,0,1,1,1,0,0,29846.737314731483,TRUE,1,1,0,0,1,0,0,0,29846.737314731483,1,0,0,1,0,0,0,0
OWRI - OR_981190,OWRI - OR_981190-WS-1,1998,42.674092,-123.333734,NA,OR,WOLF CREEK,GRAVE CREEK,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,OWRI,fishpass_culvimp,8640,OR,0,1,0,0,1,1,1,0,0,12893.790519964,TRUE,1,1,0,0,1,0,0,0,12893.790519964,1,0,0,1,0,0,0,0
OWRI - OR_981191,OWRI - OR_981191-WS-1,1998,44.061162,-123.885371,NA,OR,KNOWLES CREEK,LOWER SIUSLAW RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvimp,100000,OR,0,1,0,0,2,2,1,0,0,149233.6865736574,TRUE,2,1,0,0,2,0,0,0,74616.8432868287,1,0,0,1,0,0,2012.1556150433266,1006.0778075216633
OWRI - OR_981191,OWRI - OR_981191-WS-2,1998,44.065164,-123.909864,NA,OR,KNOWLES CREEK,LOWER SIUSLAW RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvimp,100000,OR,0,1,0,0,2,2,1,0,0,149233.6865736574,TRUE,2,1,0,0,2,0,0,0,74616.8432868287,1,0,0,1,0,0,2012.1556150433266,1006.0778075216633
OWRI - OR_981193,OWRI - OR_981193-WS-1,1998,44.055895,-123.888886,NA,OR,KNOWLES CREEK,LOWER SIUSLAW RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvimp,275000,OR,0,1,0,0,2,2,1,0,0,410392.6380775579,TRUE,2,1,0,0,2,0,0,0,205196.31903877895,1,0,0,1,0,0,131.21202827111,65.606014135555
OWRI - OR_981193,OWRI - OR_981193-WS-2,1998,44.056882,-123.887987,NA,OR,KNOWLES CREEK,LOWER SIUSLAW RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvimp,275000,OR,0,1,0,0,2,2,1,0,0,410392.6380775579,TRUE,2,1,0,0,2,0,0,0,205196.31903877895,1,0,0,1,0,0,131.21202827111,65.606014135555
OWRI - OR_981194,OWRI - OR_981194-WS-1,1998,44.008199,-123.726426,NA,OR,TURNER CREEK,LOWER SIUSLAW RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvimp,250000,OR,0,1,0,0,2,2,1,0,0,373084.21643414354,TRUE,2,1,0,0,2,0,0,0,186542.10821707177,1,0,0,1,0,0,2118.5275718424095,1059.2637859212048
OWRI - OR_981194,OWRI - OR_981194-WS-2,1998,44.004979,-123.752463,NA,OR,TURNER CREEK,LOWER SIUSLAW RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvimp,250000,OR,0,1,0,0,2,2,1,0,0,373084.21643414354,TRUE,2,1,0,0,2,0,0,0,186542.10821707177,1,0,0,1,0,0,2118.5275718424095,1059.2637859212048
